;Total;0-4;5-9;10-14;15-19;20-24;25-29;30-34;35-39;40-44;45-49;50-54;55-59;60-64;65-69;70-74;75-79;80-84;85-89;90-94;95-99;100 y más
Hombres;;;;;;;;;;;;;;;;;;;;;;
    03089-Monóvar/Monòver;6,069;249;306;320;303;322;336;357;428;538;460;491;436;364;333;291;195;179;121;34;5;1
    03903-Montesinos, Los;2,520;93;113;140;137;126;126;135;150;196;183;201;196;153;141;198;129;64;32;4;3;0
    03091-Murla;220;5;7;6;10;5;3;5;11;7;15;11;20;25;22;29;18;8;12;1;0;0
    03092-Muro de Alcoy;4,637;217;276;265;237;234;234;305;376;448;410;340;311;273;211;182;113;104;78;21;2;0
    03090-Mutxamel;12,662;571;759;893;762;658;656;735;983;1,171;1,190;1,062;832;703;614;435;299;191;107;38;1;2
    03093-Novelda;12,770;542;653;742;707;743;725;773;936;1,179;1,086;1,037;911;737;555;512;393;281;186;61;11;0
    03094-Nucia, la;9,425;447;500;619;479;453;409;514;737;910;835;728;656;545;459;429;313;211;124;43;12;2
    03095-Ondara;3,460;165;216;174;169;177;203;219;295;344;281;273;229;176;173;141;99;68;42;14;2;0
    03096-Onil;3,757;176;181;226;187;186;208;255;302;321;305;275;280;243;193;159;100;83;56;15;6;0
    03097-Orba;1,074;23;49;62;41;33;41;38;46;54;75;63;79;89;93;111;79;66;23;6;3;0
    03099-Orihuela;38,360;1,501;1,853;2,096;2,001;1,854;2,029;2,016;2,639;3,051;3,017;2,973;2,505;2,363;2,382;2,413;1,743;1,136;575;179;29;5
    03098-Orxeta;379;13;14;14;16;10;23;17;31;39;26;31;29;32;32;25;13;8;4;1;1;0
    03100-Parcent;446;8;12;11;19;20;16;14;24;17;29;46;34;33;44;46;35;25;12;1;0;0
    03101-Pedreguer;3,809;157;181;202;178;165;188;205;261;334;323;329;271;217;251;200;189;96;45;16;1;0
    03102-Pego;5,057;181;211;263;268;250;230;258;323;410;395;378;393;302;300;306;267;180;108;28;3;3
    03103-Penàguila;152;2;4;6;1;5;7;8;8;14;12;12;20;9;12;12;7;8;3;2;0;0
    03104-Petrer;17,039;779;997;1,005;992;850;877;1,006;1,301;1,576;1,497;1,423;1,288;1,068;740;604;400;324;218;81;12;1
    03902-Pilar de la Horadada;11,236;549;582;609;570;557;630;689;864;963;887;780;668;584;643;701;478;294;143;43;2;0
    03105-Pinós, el/Pinoso;4,026;188;196;229;221;222;210;204;336;314;340;331;302;250;221;167;116;85;69;23;2;0
    03106-Planes;375;8;6;10;19;15;16;21;22;19;24;26;35;37;35;25;26;17;10;1;3;0
    03901-Poblets, els;1,276;35;28;60;42;36;33;42;59;65;87;109;96;87;143;142;119;60;26;7;0;0
    03107-Polop;2,541;127;158;139;111;102;115;143;230;265;225;222;170;150;121;106;80;39;26;9;3;0
    03060-Quatretondeta;66;1;0;3;4;0;1;4;4;6;7;4;5;4;11;4;4;3;0;0;1;0
    03109-Rafal;2,240;111;133;157;156;127;130;154;186;225;192;171;130;96;64;72;51;45;33;6;1;0
    03110-Ràfol d'Almúnia, el;334;13;15;9;10;11;12;20;15;23;19;22;28;21;39;37;26;8;2;3;1;0
    03111-Redován;4,069;209;256;268;219;244;240;274;379;375;315;294;271;211;147;116;91;83;50;18;9;0
    03112-Relleu;599;13;15;18;15;14;20;31;39;42;49;52;51;57;59;56;33;18;13;2;2;0
    03113-Rojales;8,617;219;254;312;263;245;292;330;404;440;456;552;655;705;977;1,151;782;416;125;35;2;2
    03114-Romana, la;1,263;41;55;66;55;44;61;72;79;103;88;93;90;94;93;91;52;43;35;6;2;0
    03115-Sagra;198;5;6;4;3;4;8;9;14;11;12;14;17;15;15;31;15;9;5;1;0;0
    03116-Salinas;826;35;49;33;36;34;44;52;66;63;57;70;66;58;47;48;28;22;7;9;2;0
    03118-San Fulgencio;3,964;116;129;129;117;116;136;144;156;201;235;304;246;334;476;501;365;186;59;11;3;0
    03904-San Isidro;1,024;58;54;51;41;60;57;91;101;100;82;78;75;45;35;37;26;19;10;4;0;0
    03120-San Miguel de Salinas;3,044;104;129;152;139;141;160;133;162;199;224;219;202;209;233;264;190;119;47;16;2;0
    03122-San Vicente del Raspeig/Sant Vicent del Raspeig;28,864;1,399;1,855;1,860;1,593;1,515;1,629;1,919;2,494;2,997;2,446;2,172;1,758;1,464;1,222;1,025;690;473;253;88;11;1
    03117-Sanet y Negrals;341;14;10;19;16;8;10;13;20;18;25;25;33;28;26;30;28;13;3;2;0;0
    03119-Sant Joan d'Alacant;11,538;571;637;759;625;610;564;724;846;1,103;1,031;934;775;574;510;475;298;231;175;78;17;1
    03121-Santa Pola;16,225;745;881;895;745;666;888;1,029;1,393;1,630;1,493;1,271;1,090;862;788;703;558;353;173;55;6;1
    03123-Sax;4,968;226;233;263;266;264;312;328;356;442;390;389;381;308;261;231;150;83;61;21;3;0
    03124-Sella;306;5;8;9;13;8;19;11;24;26;25;32;38;8;15;17;16;13;15;3;1;0
    03125-Senija;302;6;15;11;12;14;10;16;22;27;22;28;31;17;15;26;11;12;6;1;0;0
    03127-Tàrbena;335;5;9;10;14;16;13;7;19;24;23;33;27;27;32;19;20;20;9;7;0;1
    03128-Teulada;5,541;228;217;260;261;240;251;282;344;380;410;396;352;356;350;474;382;223;103;25;7;0
    03129-Tibi;851;22;32;34;41;44;36;45;49;72;80;68;81;58;42;57;42;25;17;6;0;0
    03130-Tollos;30;0;0;1;0;1;3;1;2;1;3;1;1;3;2;7;1;0;2;0;1;0
    03131-Tormos;163;1;7;5;7;4;5;2;9;12;10;9;15;13;19;18;15;4;8;0;0;0
    03132-Torremanzanas/Torre de les Maçanes, la;352;10;6;10;13;20;15;21;20;23;30;26;31;26;37;22;20;8;11;3;0;0
    03133-Torrevieja;41,269;1,719;2,047;2,139;2,016;1,987;2,201;2,419;2,944;3,510;3,470;3,137;2,667;2,288;2,453;2,513;1,786;1,242;575;134;17;5
    03134-Vall d'Alcalà, la;92;1;2;3;1;3;2;3;6;5;6;11;11;6;7;7;7;6;4;1;0;0
    03136-Vall de Gallinera;304;2;6;10;6;10;20;18;22;30;17;23;26;22;28;26;13;15;5;5;0;0
    03137-Vall de Laguar, la;427;15;18;16;8;10;15;26;23;36;24;26;33;33;37;30;27;23;20;5;2;0
    03135-Vall d'Ebo, la;111;0;0;3;5;4;4;9;7;3;9;12;12;9;6;10;5;9;3;1;0;0
    03138-Verger, el;2,302;111;114;107;103;111;136;143;173;209;205;163;148;141;131;115;79;70;33;8;2;0
    03139-Villajoyosa/Vila Joiosa, la;17,296;767;869;974;865;922;948;1,102;1,414;1,575;1,560;1,426;1,200;983;867;742;467;349;190;64;10;2
    03140-Villena;17,056;818;958;947;967;955;959;1,078;1,287;1,459;1,351;1,226;1,277;1,100;833;709;447;343;251;78;11;2
    03081-Xaló;1,378;60;54;62;62;54;68;62;89;98;92;100;97;101;114;117;65;47;28;6;1;1
    04001-Abla;635;23;23;28;34;33;32;36;42;47;44;50;45;42;44;42;18;25;21;4;2;0
    04002-Abrucena;637;19;20;15;22;34;38;32;46;42;35;60;65;52;45;32;27;27;18;7;1;0
    04003-Adra;12,833;722;701;736;705;791;921;1,011;1,165;1,103;997;924;825;641;503;421;294;212;118;34;8;1
    04004-Albanchez;379;3;8;17;15;11;9;13;10;21;38;25;29;28;27;58;30;20;11;4;2;0
    04005-Alboloduy;302;7;10;11;5;9;14;16;29;25;21;23;25;17;27;17;14;19;6;6;1;0
    04006-Albox;6,031;303;285;357;326;319;386;420;470;465;436;429;363;353;350;315;189;129;94;35;7;0
    04007-Alcolea;428;18;7;9;19;25;32;16;19;24;31;42;47;45;22;31;18;14;7;2;0;0
    04008-Alcóntar;278;1;10;6;7;10;15;13;13;18;16;28;23;19;24;24;16;19;13;3;0;0
    04009-Alcudia de Monteagud;73;0;0;1;2;3;5;3;4;7;6;3;10;8;5;10;5;0;1;0;0;0
    04010-Alhabia;351;15;15;15;21;16;19;26;19;41;29;26;28;30;14;17;7;8;4;1;0;0
    04011-Alhama de Almería;1,829;101;110;80;103;97;115;119;143;139;147;153;118;111;71;76;60;42;33;9;2;0
    04012-Alicún;110;1;0;4;5;10;9;5;3;7;9;12;11;6;8;8;3;4;5;0;0;0
    04013-Almería;96,995;5,308;5,760;5,856;5,420;5,608;6,258;6,700;7,797;8,415;7,598;7,238;6,328;5,359;4,252;3,510;2,341;1,765;1,023;367;72;20
    04014-Almócita;88;1;2;1;4;2;6;2;7;8;7;10;15;10;3;2;2;3;2;1;0;0
    04015-Alsodux;75;0;0;2;0;2;3;4;4;3;5;13;8;9;7;5;4;2;4;0;0;0
    04016-Antas;1,614;84;86;78;76;95;100;106;114;147;110;133;117;99;83;68;39;40;29;9;1;0
    04017-Arboleas;2,312;46;57;74;54;59;60;62;71;100;116;159;207;269;349;324;179;87;26;9;4;0
    04018-Armuña de Almanzora;144;2;5;5;4;11;7;5;10;9;16;15;13;7;10;10;7;6;1;1;0;0
    04019-Bacares;130;2;0;2;4;6;10;9;4;7;11;6;14;13;16;14;6;2;3;0;1;0
    04904-Balanegra;1,583;64;83;91;94;125;109;124;156;161;132;125;105;74;40;45;25;19;9;1;1;0
    04020-Bayárcal;171;5;2;2;5;8;6;7;11;19;17;21;11;15;14;11;5;8;2;2;0;0
    04021-Bayarque;102;2;1;2;5;4;4;6;3;8;9;9;8;7;8;8;5;4;6;2;1;0
    04022-Bédar;491;10;7;10;16;14;17;7;22;20;31;37;54;53;53;66;40;29;5;0;0;0
    04023-Beires;56;0;1;1;0;3;3;0;2;7;4;2;6;6;3;6;3;6;2;0;1;0
    04024-Benahadux;2,160;133;166;138;113;109;122;167;197;221;181;142;128;99;80;57;38;42;20;7;0;0
    04026-Benitagla;32;0;0;0;0;1;4;0;0;3;3;5;0;4;0;2;5;3;1;1;0;0
    04027-Benizalón;135;2;1;3;2;2;8;4;10;14;11;16;13;9;14;9;8;3;6;0;0;0
    04028-Bentarique;133;4;4;10;1;0;6;13;4;13;9;7;10;11;11;16;8;3;1;2;0;0
    04029-Berja;6,293;352;345;393;383;380;456;485;515;485;461;453;448;353;242;187;126;128;70;27;3;1
    04030-Canjáyar;641;15;18;18;27;31;38;33;36;41;48;52;62;53;33;44;24;36;22;8;2;0
    04031-Cantoria;1,625;49;55;61;78;59;92;88;99;106;121;123;120;115;134;133;80;52;35;16;8;1
    04032-Carboneras;4,120;212;249;226;217;242;254;293;342;377;308;300;285;251;202;161;109;50;31;10;1;0
    04033-Castro de Filabres;61;0;0;2;2;2;5;4;2;4;4;4;6;11;6;3;1;1;3;1;0;0
    04036-Chercos;142;4;3;6;8;8;4;7;9;16;10;10;10;9;6;11;6;7;7;1;0;0
    04037-Chirivel;748;7;25;27;53;38;31;36;50;32;65;62;61;40;64;37;33;44;30;10;3;0
    04034-Cóbdar;99;0;3;0;1;4;7;6;6;13;4;7;6;7;12;8;8;3;2;2;0;0
    04035-Cuevas del Almanzora;7,343;460;472;405;346;414;440;539;697;694;567;451;422;422;352;317;142;114;68;15;6;0
    04038-Dalías;1,988;96;94;106;109;98;122;129;159;185;141;150;152;117;102;90;52;45;33;8;0;0
    04902-Ejido, El;43,596;2,708;2,904;2,759;2,502;2,652;2,841;3,601;4,166;4,526;3,767;3,304;2,578;1,712;1,280;906;615;465;229;68;10;3
    04041-Enix;259;4;6;10;9;6;13;18;12;22;16;27;17;27;28;19;14;5;2;4;0;0
    04043-Felix;357;6;10;13;15;17;21;20;17;27;41;34;39;24;25;18;16;9;5;0;0;0
    04044-Fines;1,093;48;50;57;49;61;67;102;111;82;89;102;68;76;41;34;25;18;9;3;1;0
    04045-Fiñana;1,002;27;32;35;49;50;82;47;49;68;73;78;92;87;77;50;33;31;31;10;1;0
    04046-Fondón;514;10;7;23;24;21;33;33;30;32;42;58;48;47;29;21;20;21;10;5;0;0
    04047-Gádor;1,569;88;82;102;86;99;115;108;118;130;126;100;115;81;63;57;39;35;12;13;0;0
    04048-Gallardos, Los;1,408;45;57;55;75;62;70;65;93;96;95;74;87;113;134;140;84;35;21;5;2;0
    04049-Garrucha;4,763;285;269;294;267;259;333;362;433;439;416;347;264;223;183;164;89;83;39;11;3;0
    04050-Gérgal;543;19;16;14;20;23;37;24;60;47;36;47;39;44;36;27;15;22;11;4;0;2
    04051-Huécija;233;7;8;8;12;13;21;15;13;11;15;23;21;15;10;10;12;8;7;2;2;0
    04052-Huércal de Almería;8,959;525;701;787;554;443;464;552;784;1,135;934;729;481;327;213;127;87;62;42;10;2;0
    04053-Huércal-Overa;9,514;497;593;537;538;493;522;612;779;841;755;673;608;526;470;412;261;216;128;44;7;2
    04054-Íllar;211;2;4;2;13;12;22;13;13;13;9;21;19;19;18;7;4;9;9;2;0;0
    04055-Instinción;233;9;10;8;22;7;11;14;11;14;17;20;21;21;15;6;11;9;2;5;0;0
    04056-Laroya;111;0;2;1;4;7;7;4;11;8;7;12;14;11;8;6;3;1;4;1;0;0
    04057-Láujar de Andarax;766;31;31;45;42;39;34;48;54;53;45;69;55;61;46;34;29;29;15;6;0;0
    04058-Líjar;207;8;3;5;7;9;13;16;13;17;8;21;13;12;23;15;8;7;5;4;0;0
    04059-Lubrín;736;19;17;31;23;21;23;38;53;61;40;45;44;60;74;66;48;35;25;10;2;1
    04060-Lucainena de las Torres;287;9;10;12;9;6;12;18;25;31;22;20;18;19;16;21;22;9;5;2;1;0
    04061-Lúcar;373;8;14;17;20;26;10;24;22;25;22;31;28;31;32;24;14;13;7;5;0;0
    04062-Macael;2,803;126;138;140;159;141;181;183;210;251;230;233;208;155;137;127;83;55;39;5;2;0
    04063-María;637;12;16;29;17;29;40;42;46;45;41;43;62;45;33;44;29;35;20;7;2;0
    04064-Mojácar;3,132;111;122;122;111;124;132;146;187;204;219;249;247;268;290;289;173;94;35;8;1;0
    04903-Mojonera, La;5,075;261;316;290;283;406;498;455;499;504;379;342;272;209;134;91;51;50;26;8;1;0
    04065-Nacimiento;255;8;8;4;6;12;20;18;21;20;20;14;25;22;17;10;9;10;11;0;0;0
    04066-Níjar;17,075;1,074;1,088;1,007;814;1,183;1,540;1,596;1,777;1,751;1,366;971;833;675;454;369;235;185;114;32;8;3
    04067-Ohanes;292;5;4;7;12;15;19;16;15;14;25;24;31;23;23;22;8;16;11;2;0;0
    04068-Olula de Castro;109;1;0;0;3;8;7;4;7;7;8;10;9;7;12;8;3;9;4;1;1;0
    04069-Olula del Río;3,182;150;179;196;196;169;175;205;234;299;253;259;244;172;147;94;79;61;46;22;2;0
    04070-Oria;1,170;26;36;42;42;46;58;60;71;75;69;93;90;102;101;92;62;44;44;15;1;1
    04071-Padules;208;4;7;5;1;8;7;12;10;16;22;17;22;21;12;20;7;7;7;1;2;0
    04072-Partaloa;564;2;12;12;11;14;15;15;18;18;30;46;76;60;78;77;52;17;5;5;1;0
    04073-Paterna del Río;215;4;4;3;5;7;9;13;12;16;15;21;26;18;14;22;10;8;8;0;0;0
    04074-Pechina;2,043;145;144;113;120;107;115;148;179;184;168;140;126;121;76;59;42;35;10;11;0;0
    04075-Pulpí;5,283;297;278;314;307;348;354;418;497;432;476;375;328;237;208;175;100;84;36;14;5;0
    04076-Purchena;851;27;25;57;104;51;37;60;59;50;61;63;56;51;44;36;27;21;11;9;1;1
    04077-Rágol;166;2;3;2;7;7;4;11;6;10;14;13;13;19;13;11;18;6;6;1;0;0
    04078-Rioja;720;39;41;43;35;32;51;54;70;57;57;63;48;39;33;21;16;13;5;2;1;0
    04079-Roquetas de Mar;50,110;2,974;3,152;3,188;2,668;3,119;3,605;4,104;5,015;5,331;4,411;3,612;2,774;2,045;1,481;1,170;706;436;228;77;12;2
    04080-Santa Cruz de Marchena;103;0;0;1;3;5;9;4;6;7;6;13;9;9;10;7;5;6;2;1;0;0
    04081-Santa Fe de Mondújar;234;8;5;7;11;13;20;19;19;14;16;25;13;20;11;13;8;6;4;1;1;0
    04082-Senés;156;2;3;3;4;4;9;4;15;8;10;15;21;16;13;10;8;7;1;2;0;1
    04083-Serón;1,044;30;36;52;40;49;53;71;65;72;71;85;77;72;67;59;54;43;29;16;3;0
    04084-Sierro;204;6;4;7;5;11;11;15;12;14;17;14;22;16;18;10;4;9;5;4;0;0
    04085-Somontín;228;3;6;5;10;11;13;14;11;12;16;23;20;22;25;10;11;6;7;1;2;0
    04086-Sorbas;1,254;44;52;59;55;74;52;74;105;80;77;89;89;94;88;82;56;46;24;11;2;1
    04087-Suflí;109;1;0;2;8;6;2;8;5;3;13;16;10;15;7;4;3;3;1;1;1;0
    04088-Tabernas;1,898;78;62;91;88;116;131;148;159;143;160;153;123;132;99;87;58;40;21;6;3;0
    04089-Taberno;450;11;12;18;18;24;28;24;31;32;25;25;30;35;41;27;31;18;12;7;1;0
    04090-Tahal;177;4;3;3;5;9;6;8;9;17;19;13;18;14;10;15;11;10;2;1;0;0
    04091-Terque;198;2;3;6;7;9;14;10;9;15;11;25;25;12;7;15;9;9;5;3;2;0
    04092-Tíjola;1,763;68;75;98;121;108;106;104;128;143;142;130;140;96;89;72;46;53;31;11;1;1
    04901-Tres Villas, Las;307;9;4;9;8;13;14;14;25;15;29;17;34;32;23;21;18;9;8;4;0;1
    04093-Turre;1,819;67;94;94;80;77;99;118;128;153;116;105;135;119;124;154;77;49;22;7;1;0
    04094-Turrillas;138;2;4;5;3;3;9;5;6;10;11;13;20;16;7;9;7;4;2;2;0;0
    04095-Uleila del Campo;418;15;17;14;16;18;19;21;37;32;23;37;24;36;30;24;22;19;12;1;1;0
    04096-Urrácal;182;2;3;6;9;7;11;6;13;7;14;15;18;20;14;12;14;5;3;3;0;0
    04097-Velefique;133;2;0;0;2;4;11;9;7;9;7;9;13;9;21;7;7;10;5;1;0;0
    04098-Vélez-Blanco;981;20;33;43;39;50;57;61;50;73;64;77;75;85;78;45;47;47;26;8;2;1
    04099-Vélez-Rubio;3,207;122;126;149;164;180;192;192;218;223;227;268;237;223;176;181;118;108;71;27;5;0
    04100-Vera;8,396;483;521;556;537;450;497;535;748;820;694;595;498;420;372;314;175;104;59;16;2;0
    04101-Viator;3,004;183;205;183;138;148;233;273;302;329;260;192;165;119;101;76;40;32;18;6;1;0
    04102-Vícar;14,017;873;846;839;756;970;1,161;1,348;1,493;1,372;1,091;883;757;566;391;258;160;126;86;29;10;2
    04103-Zurgena;1,490;44;44;41;61;55;46;68;94;83;77;102;103;157;175;167;102;40;24;6;1;0
    05001-Adanero;111;0;0;1;8;2;5;4;2;11;15;9;10;7;13;6;7;4;4;2;0;1
    05002-Adrada, La;1,286;55;56;81;78;50;49;59;111;120;94;116;90;79;84;68;33;34;24;4;1;0
    05005-Albornos;98;1;2;2;2;3;7;8;4;6;7;10;15;8;2;8;2;7;2;1;0;1
    05007-Aldeanueva de Santa Cruz;62;0;0;2;4;2;3;2;1;2;9;5;2;2;3;8;7;5;2;2;1;0
    05008-Aldeaseca;116;1;1;5;1;6;6;7;6;9;5;7;9;14;8;13;5;5;4;4;0;0
    05010-Aldehuela, La;83;0;1;4;0;4;4;4;4;5;7;11;2;7;2;4;7;9;3;3;2;0
    05012-Amavida;70;2;3;2;3;0;2;2;3;4;3;3;6;5;7;7;6;4;3;4;1;0
    05013-Arenal, El;497;14;11;13;15;17;21;20;30;37;32;42;44;40;30;47;32;27;16;8;1;0
    05014-Arenas de San Pedro;3,105;87;141;145;131;127;132;140;200;215;270;249;295;247;191;168;129;104;92;33;8;1
    05015-Arevalillo;35;0;0;0;1;2;1;3;1;2;0;3;3;6;1;1;0;3;6;2;0;0
    05016-Arévalo;3,877;149;226;210;233;204;208;228;255;315;306;332;324;245;189;166;123;87;57;18;2;0
    05017-Aveinte;50;0;0;0;0;4;2;1;4;3;3;6;5;5;3;3;4;1;4;1;1;0
    05018-Avellaneda;14;0;0;0;0;0;1;0;0;1;2;4;4;0;1;0;0;1;0;0;0;0
    05019-Ávila;27,474;1,323;1,569;1,585;1,483;1,570;1,504;1,533;1,854;2,299;2,038;2,025;2,012;1,784;1,422;1,207;838;692;481;206;44;5
    05021-Barco de Ávila, El;1,123;41;60;38;70;49;42;56;52;90;93;98;104;71;54;58;47;48;37;12;3;0
    05022-Barraco, El;955;31;38;35;32;51;43;49;61;52;62;73;86;80;61;52;50;50;31;15;3;0
    05023-Barromán;100;0;1;1;5;7;4;2;2;3;8;11;14;7;4;5;7;10;6;2;1;0
    05024-Becedas;105;2;0;0;1;1;2;1;7;2;4;14;14;9;11;7;10;7;9;2;2;0
    05025-Becedillas;46;0;1;0;0;3;2;1;7;2;1;4;5;4;4;2;3;1;4;2;0;0
    05026-Bercial de Zapardiel;106;0;0;1;0;6;7;2;5;9;8;7;8;4;11;11;10;7;6;4;0;0
    05027-Berlanas, Las;168;3;7;5;8;10;6;7;9;9;9;14;18;17;4;9;14;7;9;3;0;0
    05029-Bernuy-Zapardiel;60;0;0;1;0;1;4;3;1;3;5;4;5;7;7;3;4;6;4;2;0;0
    05030-Berrocalejo de Aragona;24;0;1;0;0;2;1;1;2;2;4;1;2;3;0;1;1;2;1;0;0;0
    05033-Blascomillán;103;3;3;6;6;2;6;0;8;5;9;6;9;12;6;3;6;6;7;0;0;0
    05034-Blasconuño de Matacabras;8;0;0;0;0;0;0;0;1;0;1;0;2;0;3;1;0;0;0;0;0;0
    05035-Blascosancho;53;1;0;0;1;4;0;2;1;4;4;9;7;5;3;5;1;1;1;3;1;0
    05036-Bohodón, El;60;0;2;0;0;1;2;1;5;2;2;9;5;9;4;3;2;6;6;1;0;0
    05037-Bohoyo;135;1;3;3;5;2;5;3;2;10;13;9;11;11;12;9;8;9;14;4;1;0
    05038-Bonilla de la Sierra;71;0;0;1;2;1;2;1;3;4;9;6;7;8;7;4;3;8;4;1;0;0
    05039-Brabos;29;0;1;0;1;0;3;1;0;1;1;4;4;1;4;1;3;1;1;2;0;0
    05040-Bularros;43;0;0;0;0;0;3;2;2;3;4;4;6;1;5;2;1;4;3;3;0;0
    05041-Burgohondo;622;23;18;17;19;20;35;29;45;37;58;35;50;49;43;45;39;30;21;6;3;0
    05042-Cabezas de Alambre;78;1;2;1;2;3;1;6;4;9;7;3;1;7;4;8;6;5;6;2;0;0
    05043-Cabezas del Pozo;41;0;0;0;0;1;3;0;2;3;2;6;6;2;3;1;6;5;0;1;0;0
    05044-Cabezas del Villar;142;1;1;3;3;0;1;2;3;9;11;12;17;8;10;10;20;15;9;5;2;0
    05045-Cabizuela;43;0;2;0;1;2;3;4;1;5;1;4;5;3;2;2;3;3;1;1;0;0
    05046-Canales;25;1;2;1;0;1;0;0;3;2;2;0;2;1;1;3;3;1;2;0;0;0
    05047-Candeleda;2,536;97;88;125;103;107;117;139;167;181;184;203;216;185;172;143;110;100;69;27;3;0
    05048-Cantiveros;59;0;0;0;2;1;3;0;2;3;4;9;6;6;4;3;5;5;4;2;0;0
    05049-Cardeñosa;240;4;2;7;14;10;7;12;9;10;26;24;32;17;16;10;10;13;11;4;1;1
    05051-Carrera, La;96;4;0;1;3;4;4;7;6;6;4;6;8;4;8;11;8;4;6;0;2;0
    05052-Casas del Puerto;47;0;0;0;0;1;4;2;3;7;1;3;3;1;3;8;3;4;2;2;0;0
    05053-Casasola;45;1;0;0;0;0;1;2;2;3;3;0;4;3;7;9;1;4;2;2;1;0
    05054-Casavieja;736;26;26;29;22;30;31;37;37;56;55;50;66;65;63;37;28;32;26;15;3;2
    05055-Casillas;334;8;13;6;13;13;16;16;10;21;11;28;28;34;30;24;23;16;14;8;2;0
    05056-Castellanos de Zapardiel;54;1;0;0;0;2;4;4;3;3;8;5;6;4;5;1;1;4;1;1;1;0
    05057-Cebreros;1,614;68;64;96;80;89;73;83;77;135;105;123;121;99;97;95;67;60;57;19;5;1
    05058-Cepeda la Mora;42;0;0;1;0;1;2;1;2;4;6;4;5;4;4;3;3;1;1;0;0;0
    05067-Chamartín;45;0;1;1;0;3;3;2;0;1;6;8;6;4;1;0;0;7;1;1;0;0
    05059-Cillán;56;0;0;0;0;1;6;1;2;2;5;4;8;5;5;5;0;3;5;3;0;1
    05060-Cisla;50;0;0;1;0;1;0;2;1;1;2;2;12;4;6;1;3;2;9;2;1;0
    05061-Colilla, La;175;9;10;8;9;10;7;8;15;17;15;11;16;8;8;7;6;2;7;2;0;0
    05062-Collado de Contreras;85;0;1;1;4;2;10;5;2;2;4;9;10;8;8;2;4;3;8;2;0;0
    05063-Collado del Mirón;21;1;1;0;0;0;1;0;1;2;0;1;1;2;1;0;2;4;4;0;0;0
    05064-Constanzana;63;0;0;0;2;3;1;2;3;3;2;9;7;9;5;6;3;6;2;0;0;0
    05065-Crespos;265;10;7;6;3;8;13;26;11;20;16;14;41;24;14;14;11;9;11;5;1;1
    05066-Cuevas del Valle;267;5;12;5;11;10;12;11;15;16;19;27;24;20;19;22;15;9;8;6;1;0
    05903-Diego del Carpio;79;0;0;1;1;2;2;3;1;9;6;9;6;8;5;0;6;5;8;2;5;0
    05069-Donjimeno;44;0;0;1;0;2;3;3;1;5;6;0;2;4;6;5;3;0;0;2;1;0
    05070-Donvidas;18;0;0;0;0;1;1;1;0;0;0;4;3;3;3;1;0;0;1;0;0;0
    05072-Espinosa de los Caballeros;62;1;6;2;1;3;5;3;3;3;9;8;2;5;3;2;3;3;0;0;0;0
    05073-Flores de Ávila;168;0;2;6;2;2;11;8;12;7;14;15;14;17;15;6;7;13;9;6;2;0
    05074-Fontiveros;387;9;7;11;11;16;27;27;25;23;25;20;35;28;25;29;22;21;20;5;0;1
    05075-Fresnedilla;58;0;2;3;1;3;0;2;0;5;5;7;0;5;6;5;2;8;1;2;1;0
    05076-Fresno, El;310;18;14;16;9;6;20;22;18;23;31;25;31;17;13;10;14;12;7;3;1;0
    05077-Fuente el Saúz;91;1;0;3;4;0;4;2;5;5;8;10;5;4;12;8;7;8;4;1;0;0
    05078-Fuentes de Año;58;0;0;0;0;2;4;3;7;2;1;1;11;9;7;4;1;1;4;0;1;0
    05079-Gallegos de Altamiros;39;0;1;0;1;2;2;0;1;2;2;3;5;6;6;3;3;0;0;2;0;0
    05080-Gallegos de Sobrinos;21;1;0;0;0;0;0;0;1;3;1;1;1;1;0;2;4;3;3;0;0;0
    05081-Garganta del Villar;27;0;0;1;0;0;0;0;1;1;3;3;3;2;0;2;2;5;1;3;0;0
    05082-Gavilanes;312;6;11;19;8;11;10;13;12;16;19;25;25;29;23;24;27;13;16;2;3;0
    05083-Gemuño;81;2;3;2;0;0;2;2;5;5;7;8;4;8;8;8;8;3;5;1;0;0
    05085-Gil García;17;1;0;1;0;0;0;0;2;1;1;0;2;0;2;1;2;3;1;0;0;0
    05084-Gilbuena;37;0;1;0;0;1;0;2;2;0;2;2;6;3;1;1;4;6;3;3;0;0
    05086-Gimialcón;47;0;0;0;0;0;2;1;1;3;7;6;4;1;5;6;1;2;5;3;0;0
    05087-Gotarrendura;56;1;1;2;4;1;2;3;2;5;6;5;3;4;4;3;3;5;1;1;0;0
    05088-Grandes y San Martín;13;0;0;0;0;0;2;1;1;2;0;0;4;0;0;0;2;1;0;0;0;0
    05089-Guisando;249;0;2;4;6;10;13;9;8;16;23;22;29;16;29;13;16;15;15;3;0;0
    05090-Gutierre-Muñoz;39;2;1;0;0;1;0;1;2;2;4;4;5;4;3;4;3;1;0;1;1;0
    05092-Hernansancho;93;3;1;4;3;1;5;7;9;4;2;10;6;11;7;4;1;9;3;3;0;0
    05093-Herradón de Pinares;228;10;7;3;7;5;8;11;18;17;18;22;21;21;13;16;17;4;6;4;0;0
    05094-Herreros de Suso;69;0;1;0;2;3;1;3;5;5;6;5;7;4;4;2;6;8;6;1;0;0
    05095-Higuera de las Dueñas;148;2;6;0;5;4;6;12;9;10;4;19;11;16;8;8;3;9;13;3;0;0
