,municipio_limpio,provincia,superficie_urbana,uds_almacen,uds_comercial,uds_cultural,uds_hosteleria,uds_industrial,uds_deportivo,uds_oficinas,uds_religioso,uds_espectaculos
373,casasola,avila,"60,618",15,0,1,0,376,0,1,1,1
374,casavieja,avila,"931,120",173,44,4,8,566,17,1,1,2
375,casillas,avila,"129,440",90,7,2,4,166,1,0,1,0
376,castellanos_de_zapardiel,avila,"50,924",4,0,0,0,54,1,0,1,0
377,cebreros,avila,"1,686,206",295,68,5,6,483,22,5,1,3
378,cepeda_la_mora,avila,"55,636",1,1,0,1,174,1,0,2,0
379,cillan,avila,"77,472",7,0,1,0,126,0,0,1,0
380,cisla,avila,"54,847",3,0,1,0,49,2,0,1,0
381,colilla,avila,"801,289",19,10,1,0,223,1,1,1,0
382,collado_de_contreras,avila,"97,631",8,0,2,1,93,1,0,2,0
383,collado_del_miron,avila,"32,374",2,0,0,0,121,0,0,1,0
384,constanzana,avila,"70,281",2,0,2,1,42,1,0,2,0
385,crespos,avila,"446,639",135,3,0,0,33,3,3,3,1
386,cuevas_del_valle,avila,"276,436",27,6,1,5,104,5,1,4,0
387,chamartin,avila,"50,378",21,0,1,0,121,0,1,1,0
388,donjimeno,avila,"58,204",5,0,2,0,57,1,0,1,1
389,donvidas,avila,"30,385",0,0,1,1,19,0,0,1,0
390,espinosa_de_los_caballeros,avila,"71,207",7,0,1,0,25,0,0,1,0
391,flores_de_avila,avila,"186,327",13,2,1,1,117,2,0,3,0
392,fontiveros,avila,"489,577",35,21,2,3,184,2,3,4,0
393,fresnedilla,avila,"137,306",10,0,0,2,94,2,0,1,0
394,fresno,avila,"350,293",50,3,1,2,336,9,1,1,0
395,fuente_el_sauz,avila,"118,312",9,0,1,3,45,2,0,2,0
396,fuentes_de_ano,avila,"105,618",4,0,1,1,53,0,0,1,1
397,gallegos_de_altamiros,avila,"81,162",27,0,1,1,459,0,3,1,0
398,gallegos_de_sobrinos,avila,"77,795",3,0,0,0,150,0,0,2,0
399,garganta_del_villar,avila,"36,343",0,0,0,2,146,0,0,1,0
400,gavilanes,avila,"256,527",39,10,1,6,194,7,0,1,2
401,gemuno,avila,"201,144",33,1,0,1,256,5,1,3,0
402,gilbuena,avila,"70,508",3,0,0,0,245,1,0,1,0
403,gil_garcia,avila,"30,331",9,0,0,1,152,0,0,1,0
404,gimialcon,avila,"52,788",8,0,2,0,72,2,0,1,0
405,gotarrendura,avila,"131,057",75,0,4,2,9,1,0,2,1
406,grandes_y_san_martin,avila,"26,019",3,0,1,0,80,0,1,2,0
407,guisando,avila,"256,041",200,6,1,6,18,2,0,2,1
408,gutierre_munoz,avila,"62,947",34,0,0,1,8,1,0,1,0
409,hernansancho,avila,"149,397",83,1,2,2,21,2,0,1,0
410,herradon_de_pinares,avila,"944,642",24,6,1,1,253,4,0,4,0
411,herreros_de_suso,avila,"131,836",7,2,2,0,148,0,0,2,0
412,higuera_de_las_duenas,avila,"504,099",12,5,1,3,135,4,0,1,0
413,hija_de_dios,avila,"37,901",8,0,1,1,221,0,0,2,0
414,horcajada,avila,"385,449",30,2,3,2,478,0,0,4,0
415,horcajo_de_las_torres,avila,"178,114",13,5,1,0,97,2,1,1,0
416,hornillo,avila,"119,099",92,6,3,2,84,5,0,2,0
417,hoyocasero,avila,"306,121",53,12,1,2,274,2,0,1,0
418,hoyo_de_pinares,avila,"598,998",404,31,5,5,103,8,4,1,0
419,hoyorredondo,avila,"72,537",3,0,1,1,148,0,0,1,0
420,hoyos_del_collado,avila,"59,666",3,0,1,0,90,0,0,1,0
421,hoyos_del_espino,avila,"709,531",23,2,2,15,166,3,1,2,0
422,hoyos_de_miguel_munoz,avila,"22,108",4,0,0,1,95,0,0,2,0
423,hurtumpascual,avila,"77,717",8,0,2,0,232,0,0,2,0
424,junciana,avila,"36,510",3,0,1,0,249,0,0,1,0
425,langa,avila,"192,553",3,3,2,1,116,3,0,2,0
426,lanzahita,avila,"488,630",74,17,3,8,276,7,0,2,0
427,losar_del_barco,avila,"144,416",17,0,2,0,420,0,0,2,0
428,llanos_de_tormes,avila,"121,887",3,0,1,1,169,1,0,2,0
429,madrigal_de_las_altas_torres,avila,"720,908",238,22,1,3,44,5,5,4,1
430,maello,avila,"3,581,707",39,31,0,9,253,16,2,6,1
431,malpartida_de_corneja,avila,"63,125",50,1,0,1,169,1,0,1,0
432,mamblas,avila,"129,230",7,0,1,0,69,2,0,1,0
433,mancera_de_arriba,avila,"63,956",3,0,1,2,111,0,0,1,0
434,manjabalago,avila,"43,094",6,2,2,2,135,0,0,2,0
435,marlin,avila,"19,210",2,0,0,0,111,1,0,1,0
436,martiherrero,avila,"266,085",11,0,2,1,170,7,1,2,0
437,martinez,avila,"110,271",201,0,2,1,17,0,0,1,1
438,mediana_de_voltoya,avila,"39,578",21,0,1,0,156,2,1,2,0
439,medinilla,avila,"169,940",66,0,0,0,193,0,0,1,0
440,mengamunoz,avila,"23,280",1,0,1,0,98,1,0,1,0
441,mesegar_de_corneja,avila,"71,148",3,0,0,1,171,0,0,1,0
442,mijares,avila,"371,344",242,21,1,3,145,3,0,2,0
443,mingorria,avila,"239,339",31,4,1,2,129,3,1,5,0
444,miron,avila,"115,819",2,0,2,1,288,1,0,2,0
445,mironcillo,avila,"93,431",173,1,1,0,2,3,0,1,0
446,miruena_de_los_infanzones,avila,"123,586",13,1,2,0,214,0,0,1,0
447,mombeltran,avila,"656,947",47,22,2,10,257,8,2,2,1
448,monsalupe,avila,"51,575",13,0,1,1,69,2,0,2,0
449,moraleja_de_matacabras,avila,"58,259",4,0,1,0,15,2,0,1,1
450,munana,avila,"372,183",503,11,1,2,59,1,0,3,0
451,munico,avila,"99,615",18,0,2,2,202,1,2,3,0
452,munogalindo,avila,"207,859",324,2,4,2,10,2,0,2,0
453,munogrande,avila,"48,415",5,0,2,1,92,0,0,2,0
454,munomer_del_peco,avila,"69,608",5,1,1,0,29,0,0,2,0
455,munopepe,avila,"118,721",128,0,0,1,8,3,0,2,0
456,munosancho,avila,"69,807",3,0,1,1,73,1,0,3,0
457,munotello,avila,"59,340",14,1,2,1,238,0,0,1,0
458,narrillos_del_alamo,avila,"78,572",16,0,2,1,187,0,0,2,0
459,narrillos_del_rebollar,avila,"35,407",4,0,0,0,228,0,1,2,0
460,narros_del_castillo,avila,"90,166",22,2,1,5,147,4,1,1,0
461,narros_del_puerto,avila,"54,734",14,0,0,1,171,2,0,1,0
462,narros_de_salduena,avila,"69,444",5,1,1,1,84,1,0,1,0
463,navacepedilla_de_corneja,avila,"68,162",12,1,2,0,254,1,0,2,0
464,nava_de_arevalo,avila,"521,783",223,2,4,4,38,4,1,5,1
465,nava_del_barco,avila,"84,751",6,0,1,1,349,1,0,1,0
466,navadijos,avila,"49,617",2,0,0,3,90,0,0,3,0
467,navaescurial,avila,"42,851",4,0,1,0,151,0,0,3,0
468,navahondilla,avila,"791,997",7,1,1,2,65,7,0,2,0
469,navalacruz,avila,"123,255",273,2,1,0,32,0,0,1,1
470,navalmoral,avila,"363,731",44,5,1,2,522,3,1,1,0
471,navalonguilla,avila,"128,805",3,0,1,2,547,0,0,1,0
472,navalosa,avila,"148,342",33,0,0,2,363,0,0,3,0
473,navalperal_de_pinares,avila,"1,106,595",89,21,4,5,230,3,2,2,0
474,navalperal_de_tormes,avila,"147,945",20,0,1,1,188,0,0,3,0
475,navaluenga,avila,"1,937,459",544,58,3,7,669,23,8,4,4
476,navaquesera,avila,"62,428",86,0,1,1,7,0,0,1,0
477,navarredonda_de_gredos,avila,"596,502",28,9,3,9,153,1,0,5,0
478,navarredondilla,avila,"128,423",46,4,1,1,381,4,2,2,0
479,navarrevisca,avila,"156,245",66,2,0,0,175,2,3,3,1
480,navas_del_marques,avila,"3,141,742","1,230",148,5,9,780,14,17,4,3
481,navatalgordo,avila,"108,544",24,1,1,0,364,2,2,2,0
482,navatejares,avila,"60,047",2,0,0,1,225,1,1,2,0
483,neila_de_san_miguel,avila,"48,434",241,0,1,1,12,0,0,1,0
484,niharra,avila,"145,371",132,0,1,1,10,0,0,2,0
485,ojos_albos,avila,"69,465",18,0,0,1,80,2,0,1,0
486,orbita,avila,"135,495",19,0,0,0,23,0,0,1,0
487,oso,avila,"115,238",116,0,2,0,13,2,0,2,0
488,padiernos,avila,"307,149",311,2,3,0,5,3,0,2,0
489,pajares_de_adaja,avila,"101,792",8,0,2,0,83,2,0,2,0
490,palacios_de_goda,avila,"529,705",13,3,0,2,73,5,0,2,0
491,papatrigo,avila,"129,999",9,4,2,0,108,2,2,2,0
492,parral,avila,"60,692",6,0,1,0,61,0,0,2,0
493,pascualcobo,avila,"59,248",89,0,1,1,3,0,0,1,0
494,pedro_bernardo,avila,"279,945",160,14,1,3,188,1,1,3,2
495,pedro_rodriguez,avila,"78,905",4,1,0,3,63,2,0,2,0
496,peguerinos,avila,"962,369",64,10,2,6,201,4,1,0,0
497,penalba_de_avila,avila,"208,625",7,0,1,0,157,17,0,2,0
498,piedrahita,avila,"841,190",666,107,4,7,574,7,26,5,1
499,piedralaves,avila,"1,316,271",461,58,4,16,232,17,6,5,1
500,poveda,avila,"28,870",6,0,1,0,151,1,0,1,0
501,poyales_del_hoyo,avila,"193,776",64,4,0,2,130,1,0,2,0
502,pozanco,avila,"67,921",7,0,1,1,73,0,0,1,0
503,pradosegar,avila,"82,602",1,1,1,2,257,0,0,1,0
504,puerto_castilla,avila,"88,433",16,1,2,2,267,1,1,3,0
505,rasueros,avila,"156,619",5,1,1,3,101,2,1,3,0
506,riocabado,avila,"314,832",11,0,1,1,65,2,0,1,1
507,riofrio,avila,"148,879",40,0,1,2,476,4,0,2,0
508,rivilla_de_barajas,avila,"61,839",2,1,3,0,48,1,0,2,0
509,salobral,avila,"58,264",9,0,1,1,105,2,0,1,0
510,salvadios,avila,"65,433",10,0,1,2,73,1,0,1,0
511,san_bartolome_de_bejar,avila,"36,381",111,0,0,1,3,0,0,1,0
512,san_bartolome_de_corneja,avila,"48,233",1,0,0,0,103,0,0,2,0
513,san_bartolome_de_pinares,avila,"408,044",58,7,2,1,325,3,1,5,1
514,sanchidrian,avila,"1,633,592",151,10,1,3,26,3,3,2,0
515,sanchorreja,avila,"44,651",20,0,0,1,176,1,1,1,0
516,san_esteban_de_los_patos,avila,"26,725",15,0,1,1,80,0,0,1,0
517,san_esteban_del_valle,avila,"150,339",25,9,0,3,194,5,1,3,0
518,san_esteban_de_zapardiel,avila,"55,805",3,1,1,0,30,0,0,1,0
519,san_garcia_de_ingelmos,avila,"52,218",3,1,0,0,134,1,0,1,0
520,san_juan_de_la_encinilla,avila,"80,028",7,0,1,0,108,1,0,2,0
521,san_juan_de_la_nava,avila,"349,227",44,2,1,0,404,0,2,2,0
522,san_juan_del_molinillo,avila,"120,963",25,6,2,1,419,1,0,2,0
523,san_juan_del_olmo,avila,"100,432",5,0,1,1,226,0,0,2,0
524,san_lorenzo_de_tormes,avila,"58,573",5,0,0,0,172,0,0,2,0
525,san_martin_de_la_vega_del_alberche,avila,"154,213",8,2,1,1,288,0,1,1,0
526,san_martin_del_pimpollar,avila,"208,209",8,2,1,2,228,0,0,2,0
527,san_miguel_de_corneja,avila,"45,116",6,0,1,0,126,0,0,2,0
528,san_miguel_de_serrezuela,avila,"167,506",12,0,1,2,161,2,0,2,0
529,san_pascual,avila,"118,025",33,0,0,1,10,0,0,2,0
530,san_pedro_del_arroyo,avila,"457,841",18,16,3,2,183,5,6,3,0
531,santa_cruz_del_valle,avila,"167,779",31,6,2,2,83,4,1,2,1
532,santa_cruz_de_pinares,avila,"443,503",20,1,1,0,201,1,0,3,0
533,santa_maria_del_arroyo,avila,"62,161",7,0,1,0,152,2,1,2,0
534,santa_maria_del_berrocal,avila,"246,127",24,7,2,0,302,2,1,4,0
535,santa_maria_de_los_caballeros,avila,"77,738",5,0,1,0,397,0,0,2,0
536,santa_maria_del_tietar,avila,"596,615",112,18,0,4,126,13,0,1,0
537,santiago_del_collado,avila,"81,589",1,1,0,1,470,0,0,2,0
538,santo_domingo_de_las_posadas,avila,"82,444",13,0,0,0,58,1,0,1,0
539,santo_tome_de_zabarcos,avila,"61,437",49,1,0,1,8,1,0,2,0
540,san_vicente_de_arevalo,avila,"94,356",14,0,1,1,49,1,0,2,0
541,serrada,avila,"205,778",11,0,3,1,148,2,0,1,0
542,serranillos,avila,"149,857",41,3,1,1,238,0,0,4,1
543,sigeres,avila,"38,421",2,0,1,1,63,0,0,2,0
544,sinlabajos,avila,"123,717",2,0,0,1,49,1,0,2,0
545,solana_de_avila,avila,"152,091",14,0,2,2,549,0,2,6,0
546,solana_de_rioalmar,avila,"129,642",53,1,1,1,230,1,0,1,0
547,solosancho,avila,"584,577",807,11,7,4,37,2,1,3,1
548,sotalbo,avila,"430,534",39,2,1,0,208,5,0,1,0
549,sotillo_de_la_adrada,avila,"2,152,688",749,254,4,17,724,31,38,2,3
550,tiemblo,avila,"3,317,368",690,101,5,14,633,20,10,5,3
551,tinosillos,avila,"228,262",7,5,0,0,110,4,1,1,0
552,tolbanos,avila,"97,806",26,0,0,2,415,2,0,5,0
553,tormellas,avila,"47,443",2,0,2,0,196,0,1,2,0
554,tornadizos_de_avila,avila,"154,644",34,2,0,0,235,5,1,2,0
555,tortoles,avila,"47,784",10,0,2,2,196,0,0,1,0
556,torre,avila,"235,610",19,0,4,4,956,5,1,6,0
557,umbrias,avila,"261,234",6,0,3,0,337,1,1,1,0
558,vadillo_de_la_sierra,avila,"127,338",6,0,1,0,448,0,0,1,0
559,valdecasa,avila,"37,549",4,0,2,0,156,1,0,2,0
560,vega_de_santa_maria,avila,"53,084",13,0,1,1,68,1,0,2,0
561,velayos,avila,"166,499",11,1,1,1,94,2,0,1,0
562,villaflor,avila,"66,406",10,1,1,1,120,1,0,1,1
563,villafranca_de_la_sierra,avila,"65,459",7,0,2,0,167,1,0,2,0
564,villanueva_de_gomez,avila,"585,373",47,1,0,2,2,1,1,2,0
565,villanueva_del_aceral,avila,"81,003",12,0,2,0,58,1,0,1,0
566,villanueva_del_campillo,avila,"133,615",11,1,1,0,257,0,0,3,0
567,villar_de_corneja,avila,"49,649",4,0,1,0,63,0,0,1,0
568,villarejo_del_valle,avila,"180,215",30,3,1,3,98,10,0,3,1
569,villatoro,avila,"96,317",5,0,0,1,228,1,0,2,0
570,vinegra_de_morana,avila,"38,516",1,0,1,0,68,0,0,2,0
571,vita,avila,"51,320",5,0,1,1,84,0,0,1,0
572,zapardiel_de_la_canada,avila,"89,259",210,1,0,2,4,0,0,1,0
573,zapardiel_de_la_ribera,avila,"68,670",4,1,2,1,205,0,1,2,0
574,san_juan_de_gredos,avila,"377,770",63,3,3,5,482,0,1,4,0
575,santa_maria_del_cubillo,avila,"315,840",32,0,2,1,195,3,1,4,0
576,diego_del_carpio,avila,"255,437",65,1,1,0,228,2,0,2,0
577,santiago_del_tormes,avila,"198,414",572,0,2,3,67,0,2,5,0
578,villanueva_de_avila,avila,"131,818",20,0,2,3,208,1,1,1,0
579,acedera,badajoz,"489,877",3,2,3,5,64,2,1,4,0
580,aceuchal,badajoz,"1,752,900",701,95,6,3,655,23,11,8,2
581,ahillones,badajoz,"370,179",44,5,2,2,149,0,1,2,0
582,alange,badajoz,"501,948",75,20,4,18,102,5,3,2,1
583,albuera,badajoz,"850,881",158,16,3,5,44,4,1,1,2
584,alburquerque,badajoz,"1,552,475",250,55,7,15,279,4,16,5,1
585,alconchel,badajoz,"616,846",178,27,6,5,20,3,0,3,0
586,alconera,badajoz,"336,741",17,5,4,2,37,3,1,1,0
587,aljucen,badajoz,"155,308",16,0,2,0,43,4,0,2,0
588,almendral,badajoz,"347,038",83,11,3,6,24,3,0,5,0
589,almendralejo,badajoz,"8,157,496","6,109",956,29,85,"1,944",41,308,11,2
590,arroyo_de_san_servan,badajoz,"925,230",243,54,5,7,384,10,12,3,3
591,atalaya,badajoz,"157,177",14,1,1,2,69,2,1,2,0
592,azuaga,badajoz,"2,449,073",590,144,10,21,437,30,43,12,3
593,badajoz,badajoz,"34,598,308","34,927","4,455",177,113,"1,940",154,"1,629",49,1
594,barcarrota,badajoz,"855,274",195,67,6,10,127,25,12,3,3
595,baterno,badajoz,"99,636",90,2,3,2,5,0,0,1,0
596,benquerencia_de_la_serena,badajoz,"606,761",34,2,3,6,65,5,0,6,0
597,berlanga,badajoz,"740,301",120,15,3,9,338,2,11,5,1
598,bienvenida,badajoz,"502,384",100,20,3,5,165,4,3,3,0
599,bodonal_de_la_sierra,badajoz,"427,539",134,12,4,3,45,1,2,3,1
600,burguillos_del_cerro,badajoz,"984,955",246,34,6,12,218,3,8,4,0
601,cabeza_del_buey,badajoz,"1,467,063",254,68,9,13,349,21,11,6,0
602,cabeza_la_vaca,badajoz,"337,105",207,9,5,4,32,4,4,0,1
603,calamonte,badajoz,"1,087,778",239,56,3,45,328,6,6,1,1
604,calera_de_leon,badajoz,"277,775",16,6,3,3,78,5,0,3,0
605,calzadilla_de_los_barros,badajoz,"323,137",35,13,2,2,60,10,2,4,0
606,campanario,badajoz,"1,227,097",531,61,7,7,238,5,16,5,0
607,campillo_de_llerena,badajoz,"383,853",146,13,2,5,60,2,4,3,0
608,capilla,badajoz,"33,164",63,2,2,1,0,0,0,1,0
609,carmonita,badajoz,"143,794",20,14,1,1,16,5,0,1,0
610,carrascalejo,badajoz,"120,919",5,0,0,0,14,3,0,1,0
611,casas_de_don_pedro,badajoz,"891,889",186,17,3,8,283,5,3,3,0
612,casas_de_reina,badajoz,"157,189",88,3,1,3,8,2,0,1,0
613,castilblanco,badajoz,"783,144",168,10,2,3,379,4,4,4,0
614,castuera,badajoz,"2,396,114",582,102,9,17,392,22,31,7,2
615,codosera,badajoz,"609,780",197,20,2,8,12,11,1,3,0
616,cordobilla_de_lacara,badajoz,"263,277",67,7,1,2,61,4,3,0,0
617,coronada,badajoz,"647,836",277,12,2,7,187,7,1,4,1
618,corte_de_peleas,badajoz,"403,765",126,14,2,4,18,2,5,2,0
619,cristina,badajoz,"144,779",23,3,2,1,76,2,0,1,0
620,cheles,badajoz,"357,815",85,6,2,4,103,2,0,2,0
621,don_alvaro,badajoz,"280,293",93,3,1,4,11,44,0,2,0
622,don_benito,badajoz,"8,909,709","7,750","1,275",41,49,"1,746",66,134,21,6
623,entrin_bajo,badajoz,"222,751",67,4,3,1,46,2,2,2,0
624,esparragalejo,badajoz,"463,723",70,6,2,2,66,9,2,2,0
625,esparragosa_de_la_serena,badajoz,"389,734",139,2,2,0,20,2,0,3,0
626,esparragosa_de_lares,badajoz,"250,990",464,6,1,0,9,6,2,3,0
627,feria,badajoz,"347,569",121,39,4,2,137,4,1,3,0
628,fregenal_de_la_sierra,badajoz,"1,315,061",564,100,9,18,73,13,32,7,1
629,fuenlabrada_de_los_montes,badajoz,"790,359",145,20,6,3,366,8,2,2,0
630,fuente_de_cantos,badajoz,"1,223,603",577,86,4,24,98,8,14,6,2
631,fuente_del_arco,badajoz,"262,999",72,7,1,2,21,4,1,1,1
632,fuente_del_maestre,badajoz,"1,674,028",932,163,9,11,662,39,18,5,2
633,fuentes_de_leon,badajoz,"464,535",241,17,5,9,42,7,4,4,2
634,garbayuela,badajoz,"263,180",97,1,2,4,117,8,0,1,0
635,garlitos,badajoz,"281,073",203,4,1,2,15,2,1,2,2
636,garrovilla,badajoz,"742,673",80,21,3,10,122,2,3,2,1
637,granja_de_torrehermosa,badajoz,"934,497",354,22,6,9,104,4,7,3,0
638,guarena,badajoz,"1,939,781",437,113,9,14,280,7,15,5,4
639,haba,badajoz,"432,201",96,6,2,1,32,6,0,1,3
640,helechosa_de_los_montes,badajoz,"273,196",63,5,3,3,157,4,1,3,0
641,herrera_del_duque,badajoz,"1,547,480",373,49,5,18,761,17,11,4,2
642,higuera_de_la_serena,badajoz,"288,854",162,6,0,1,16,3,1,1,0
643,higuera_de_llerena,badajoz,"220,541",22,2,2,3,65,1,1,3,0
644,higuera_de_vargas,badajoz,"480,249",186,23,2,5,123,3,3,3,0
645,higuera_la_real,badajoz,"740,672",184,31,4,8,89,6,9,4,1
646,hinojosa_del_valle,badajoz,"207,832",45,6,3,0,32,5,0,5,0
647,hornachos,badajoz,"1,454,005",156,53,3,14,290,8,7,6,1
648,jerez_de_los_caballeros,badajoz,"3,290,411",663,145,13,30,453,56,29,16,1
649,lapa,badajoz,"77,482",21,3,1,2,24,8,0,1,0
650,lobon,badajoz,"2,016,690",99,19,8,5,159,5,7,3,1
651,llera,badajoz,"276,733",32,6,2,4,108,3,0,4,0
652,llerena,badajoz,"1,657,274",510,123,13,15,266,7,27,8,1
653,magacela,badajoz,"361,664",183,4,2,1,27,1,0,2,0
654,maguilla,badajoz,"465,698",45,5,1,6,77,9,2,1,1
655,malcocinado,badajoz,"184,000",78,8,1,3,5,4,0,1,0
656,malpartida_de_la_serena,badajoz,"291,941",142,3,2,2,15,2,0,1,0
657,manchita,badajoz,"207,008",23,4,1,0,61,3,0,2,1
658,medellin,badajoz,"1,490,970",95,29,6,8,176,9,3,4,0
659,medina_de_las_torres,badajoz,"622,176",66,7,3,1,298,7,0,3,1
660,mengabril,badajoz,"115,660",25,1,2,2,9,2,1,1,0
661,merida,badajoz,"14,198,539","11,599","1,716",76,103,750,60,527,16,6
662,mirandilla,badajoz,"471,987",27,6,3,2,164,6,2,2,1
663,monesterio,badajoz,"1,206,639",246,54,4,9,300,9,25,2,1
664,montemolin,badajoz,"344,931",213,12,7,5,40,2,2,5,0
665,monterrubio_de_la_serena,badajoz,"1,185,601",185,52,3,8,500,4,5,3,1
666,montijo,badajoz,"3,023,367","1,213",413,23,24,526,15,52,11,2
667,morera,badajoz,"289,811",48,6,3,4,87,1,1,2,0
668,nava_de_santiago,badajoz,"351,441",62,4,2,2,96,3,1,1,0
669,navalvillar_de_pela,badajoz,"1,856,366",323,50,10,7,485,20,20,4,0
670,nogales,badajoz,"267,642",111,4,1,2,11,1,1,2,0
671,oliva_de_la_frontera,badajoz,"1,262,727",240,66,6,10,213,7,7,4,1
672,oliva_de_merida,badajoz,"582,657",98,22,0,1,303,2,3,3,0
673,olivenza,badajoz,"2,960,687",749,141,14,33,415,39,34,11,2
674,orellana_de_la_sierra,badajoz,"144,680",30,4,1,0,87,5,1,2,1
675,orellana_la_vieja,badajoz,"1,632,630",179,24,4,7,452,5,6,3,1
676,palomas,badajoz,"189,739",37,2,2,2,67,2,2,2,0
677,parra,badajoz,"364,003",32,16,1,5,135,2,2,1,0
678,penalsordo,badajoz,"558,451",87,5,3,4,302,5,1,5,1
679,peraleda_del_zaucejo,badajoz,"265,635",29,3,0,1,52,2,2,2,0
680,puebla_de_alcocer,badajoz,"627,238",78,11,3,4,364,6,4,2,0
681,puebla_de_la_calzada,badajoz,"1,495,191",214,71,7,10,224,6,19,3,0
682,puebla_de_la_reina,badajoz,"339,541",61,7,4,4,150,1,1,2,0
683,puebla_del_maestre,badajoz,"242,643",282,9,0,5,3,5,1,2,0
684,puebla_del_prior,badajoz,"195,326",31,3,2,4,92,2,0,1,0
685,puebla_de_obando,badajoz,"459,975",96,11,1,5,115,1,6,1,0
686,puebla_de_sancho_perez,badajoz,"1,128,631",205,37,4,6,143,17,6,2,1
687,quintana_de_la_serena,badajoz,"1,742,592",249,46,5,3,337,14,6,1,2
688,reina,badajoz,"113,887",50,2,2,0,1,3,0,2,0
689,rena,badajoz,"200,200",42,1,1,4,25,3,0,1,0
690,retamal_de_llerena,badajoz,"282,887",106,6,1,1,29,6,0,2,0
691,ribera_del_fresno,badajoz,"1,042,161",283,54,8,11,464,17,7,6,0
692,risco,badajoz,"80,988",86,1,1,0,5,1,0,2,0
693,roca_de_la_sierra,badajoz,"634,883",68,14,4,3,71,3,2,2,2
694,salvaleon,badajoz,"508,156",133,16,4,7,172,13,3,2,0
695,salvatierra_de_los_barros,badajoz,"517,021",157,21,3,6,90,4,3,2,0
696,sancti_spiritus,badajoz,"116,995",119,0,2,0,7,3,1,1,0
697,san_pedro_de_merida,badajoz,"228,125",30,9,1,11,59,3,0,1,0
698,santa_amalia,badajoz,"855,596",263,35,5,13,275,4,10,4,1
699,santa_marta,badajoz,"1,557,654",444,96,9,10,524,14,11,2,2
700,santos_de_maimona,badajoz,"2,423,529",415,110,12,11,751,27,14,5,3
701,san_vicente_de_alcantara,badajoz,"1,415,963",799,113,9,7,343,9,20,3,1
702,segura_de_leon,badajoz,"624,322",245,11,3,5,33,3,2,4,1
703,siruela,badajoz,"1,030,029",221,24,5,5,652,13,6,2,1
704,solana_de_los_barros,badajoz,"796,133",149,19,6,3,266,15,6,3,0
705,talarrubias,badajoz,"1,383,227",356,33,4,6,456,12,6,4,0
706,talavera_la_real,badajoz,"1,596,807",321,69,3,24,384,6,37,3,0
707,taliga,badajoz,"205,199",55,4,1,5,33,3,1,1,0
708,tamurejo,badajoz,"106,996",52,3,2,1,74,3,0,3,0
709,torre_de_miguel_sesmero,badajoz,"397,214",82,18,2,1,90,3,0,3,0
710,torremayor,badajoz,"390,600",36,11,1,3,55,4,1,1,0
711,torremejia,badajoz,"635,959",239,18,4,14,81,15,11,1,1
712,trasierra,badajoz,"239,494",126,6,2,2,6,4,0,1,0
713,trujillanos,badajoz,"436,359",64,2,3,2,91,8,5,1,0
714,usagre,badajoz,"1,042,013",53,15,2,7,258,4,3,3,0
715,valdecaballeros,badajoz,"1,065,193",142,22,2,4,295,9,4,1,0
716,valdetorres,badajoz,"297,958",53,7,3,1,106,3,3,1,0
717,valencia_de_las_torres,badajoz,"332,858",35,4,2,5,100,2,2,1,0
718,valencia_del_mombuey,badajoz,"208,257",43,2,2,4,52,2,0,1,0
719,valencia_del_ventoso,badajoz,"569,630",100,20,3,5,304,4,4,3,1
720,valverde_de_burguillos,badajoz,"260,047",24,1,1,2,44,2,0,0,0
721,valverde_de_leganes,badajoz,"694,461",335,69,9,11,68,1,12,4,0
722,valverde_de_llerena,badajoz,"267,591",91,6,1,1,25,1,1,1,0
723,valverde_de_merida,badajoz,"248,139",132,7,2,3,19,3,0,1,1
724,valle_de_la_serena,badajoz,"500,329",62,8,3,4,62,3,0,2,0
725,valle_de_matamoros,badajoz,"114,782",55,1,0,1,46,2,1,1,0
726,valle_de_santa_ana,badajoz,"303,464",116,11,4,5,103,4,2,1,0
727,villafranca_de_los_barros,badajoz,"3,558,081","1,266",241,15,43,768,42,49,6,3
728,villagarcia_de_la_torre,badajoz,"384,302",50,8,3,4,127,2,1,3,0
729,villagonzalo,badajoz,"654,488",111,9,3,2,40,5,1,3,0
730,villalba_de_los_barros,badajoz,"576,052",135,16,3,2,196,6,6,1,0
731,villanueva_de_la_serena,badajoz,"6,267,988","3,224",699,42,32,"1,110",32,137,15,4
732,villanueva_del_fresno,badajoz,"665,067",134,28,3,10,80,2,5,3,0
733,villar_del_rey,badajoz,"519,066",144,20,5,8,85,2,4,2,0
734,villar_de_rena,badajoz,"784,923",20,8,9,4,84,7,2,3,0
735,villarta_de_los_montes,badajoz,"145,490",193,1,2,2,9,2,0,1,0
736,zafra,badajoz,"3,255,553","2,779",714,14,57,452,37,137,11,3
737,zahinos,badajoz,"835,512",187,36,5,9,297,2,5,1,0
738,zalamea_de_la_serena,badajoz,"933,404",207,52,4,2,204,8,8,6,0
739,zarza_capilla,badajoz,"323,108",129,2,3,1,8,4,1,3,0
740,zarza,badajoz,"837,067",108,32,2,9,455,10,4,1,1
741,valdelacalzada,badajoz,"524,836",166,26,8,4,151,6,1,3,1
742,pueblonuevo_del_guadiana,badajoz,"481,054",50,11,6,2,56,5,3,0,0
743,guadiana_del_caudillo,badajoz,"485,248",45,7,5,3,37,4,12,1,0
744,alaro,balears,"855,109",835,62,2,14,106,13,17,1,0
