,ine_code,postal_code,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province_es,cities_es/province,cities_es/ccaa_es,cities_es/ccaa,cities/province_es,province_es/ccaa_es,province_es/ccaa,province/ccaa_es,province/ccaa
11683,40063,40231,cuellar,cuellar,segovia,segovia,castilla_y_leon,castilla_y_leon,cuellar,cuellar,cuellar,cuellar,cuellar,segovia,segovia,segovia,segovia
11684,40063,40232,cuellar,cuellar,segovia,segovia,castilla_y_leon,castilla_y_leon,cuellar,cuellar,cuellar,cuellar,cuellar,segovia,segovia,segovia,segovia
11685,40063,40241,cuellar,cuellar,segovia,segovia,castilla_y_leon,castilla_y_leon,cuellar,cuellar,cuellar,cuellar,cuellar,segovia,segovia,segovia,segovia
11686,40063,40242,cuellar,cuellar,segovia,segovia,castilla_y_leon,castilla_y_leon,cuellar,cuellar,cuellar,cuellar,cuellar,segovia,segovia,segovia,segovia
11687,40065,40216,chane,chane,segovia,segovia,castilla_y_leon,castilla_y_leon,chane,chane,chane,chane,chane,segovia,segovia,segovia,segovia
11688,40068,40495,domingo_garcia,domingo_garcia,segovia,segovia,castilla_y_leon,castilla_y_leon,domingo_garcia,domingo_garcia,domingo_garcia,domingo_garcia,domingo_garcia,segovia,segovia,segovia,segovia
11689,40069,40469,donhierro,donhierro,segovia,segovia,castilla_y_leon,castilla_y_leon,donhierro,donhierro,donhierro,donhierro,donhierro,segovia,segovia,segovia,segovia
11690,40070,40312,duruelo,duruelo,segovia,segovia,castilla_y_leon,castilla_y_leon,duruelo,duruelo,duruelo,duruelo,duruelo,segovia,segovia,segovia,segovia
11691,40071,40531,aldeonte,aldeonte,segovia,segovia,castilla_y_leon,castilla_y_leon,aldeonte,aldeonte,aldeonte,aldeonte,aldeonte,segovia,segovia,segovia,segovia
11692,40072,40391,encinillas,encinillas,segovia,segovia,castilla_y_leon,castilla_y_leon,encinillas,encinillas,encinillas,encinillas,encinillas,segovia,segovia,segovia,segovia
11693,40073,40350,escalona_del_prado,escalona_del_prado,segovia,segovia,castilla_y_leon,castilla_y_leon,escalona_del_prado,escalona_del_prado,escalona_del_prado,escalona_del_prado,escalona_del_prado,segovia,segovia,segovia,segovia
11694,40074,40291,escarabajosa_de_cabezas,escarabajosa_de_cabezas,segovia,segovia,castilla_y_leon,castilla_y_leon,escarabajosa_de_cabezas,escarabajosa_de_cabezas,escarabajosa_de_cabezas,escarabajosa_de_cabezas,escarabajosa_de_cabezas,segovia,segovia,segovia,segovia
11695,40075,40392,cabanas_de_polendos,cabanas_de_polendos,segovia,segovia,castilla_y_leon,castilla_y_leon,cabanas_de_polendos,cabanas_de_polendos,cabanas_de_polendos,cabanas_de_polendos,cabanas_de_polendos,segovia,segovia,segovia,segovia
11696,40075,40393,escobar_de_polendos,escobar_de_polendos,segovia,segovia,castilla_y_leon,castilla_y_leon,escobar_de_polendos,escobar_de_polendos,escobar_de_polendos,escobar_de_polendos,escobar_de_polendos,segovia,segovia,segovia,segovia
11697,40076,40424,el_espinar,el_espinar,segovia,segovia,castilla_y_leon,castilla_y_leon,el_espinar,el_espinar,el_espinar,el_espinar,el_espinar,segovia,segovia,segovia,segovia
11698,40076,40400,el_espinar,el_espinar,segovia,segovia,castilla_y_leon,castilla_y_leon,el_espinar,el_espinar,el_espinar,el_espinar,el_espinar,segovia,segovia,segovia,segovia
11699,40076,40410,el_espinar,el_espinar,segovia,segovia,castilla_y_leon,castilla_y_leon,el_espinar,el_espinar,el_espinar,el_espinar,el_espinar,segovia,segovia,segovia,segovia
11700,40076,40419,el_espinar,el_espinar,segovia,segovia,castilla_y_leon,castilla_y_leon,el_espinar,el_espinar,el_espinar,el_espinar,el_espinar,segovia,segovia,segovia,segovia
11701,40077,40191,armuna,armuna,segovia,segovia,castilla_y_leon,castilla_y_leon,armuna,armuna,armuna,armuna,armuna,segovia,segovia,segovia,segovia
11702,40078,40217,fresneda_de_cuellar,fresneda_de_cuellar,segovia,segovia,castilla_y_leon,castilla_y_leon,fresneda_de_cuellar,fresneda_de_cuellar,fresneda_de_cuellar,fresneda_de_cuellar,fresneda_de_cuellar,segovia,segovia,segovia,segovia
11703,40079,,,,,,,,,,,,,,,,
11704,40079,,,,,,,,,,,,,,,,
11705,40079,40516,fresno_de_cantespino,fresno_de_cantespino,segovia,segovia,castilla_y_leon,castilla_y_leon,fresno_de_cantespino,fresno_de_cantespino,fresno_de_cantespino,fresno_de_cantespino,fresno_de_cantespino,segovia,segovia,segovia,segovia
11706,40079,40518,fresno_de_cantespino,fresno_de_cantespino,segovia,segovia,castilla_y_leon,castilla_y_leon,fresno_de_cantespino,fresno_de_cantespino,fresno_de_cantespino,fresno_de_cantespino,fresno_de_cantespino,segovia,segovia,segovia,segovia
11707,40080,40540,fresno_de_la_fuente,fresno_de_la_fuente,segovia,segovia,castilla_y_leon,castilla_y_leon,fresno_de_la_fuente,fresno_de_la_fuente,fresno_de_la_fuente,fresno_de_la_fuente,fresno_de_la_fuente,segovia,segovia,segovia,segovia
11708,40081,40298,frumales,frumales,segovia,segovia,castilla_y_leon,castilla_y_leon,frumales,frumales,frumales,frumales,frumales,segovia,segovia,segovia,segovia
11709,40082,40496,coca,coca,segovia,segovia,castilla_y_leon,castilla_y_leon,coca,coca,coca,coca,coca,segovia,segovia,segovia,segovia
11710,40083,40359,fuente_el_olmo_de_fuentiduena,fuente_el_olmo_de_fuentiduena,segovia,segovia,castilla_y_leon,castilla_y_leon,fuente_el_olmo_de_fuentiduena,fuente_el_olmo_de_fuentiduena,fuente_el_olmo_de_fuentiduena,fuente_el_olmo_de_fuentiduena,fuente_el_olmo_de_fuentiduena,segovia,segovia,segovia,segovia
11711,40084,40218,fuente_el_olmo_de_iscar,fuente_el_olmo_de_iscar,segovia,segovia,castilla_y_leon,castilla_y_leon,fuente_el_olmo_de_iscar,fuente_el_olmo_de_iscar,fuente_el_olmo_de_iscar,fuente_el_olmo_de_iscar,fuente_el_olmo_de_iscar,segovia,segovia,segovia,segovia
11712,40086,40260,fuentepelayo,fuentepelayo,segovia,segovia,castilla_y_leon,castilla_y_leon,fuentepelayo,fuentepelayo,fuentepelayo,fuentepelayo,fuentepelayo,segovia,segovia,segovia,segovia
11713,40087,40358,fuentepinel,fuentepinel,segovia,segovia,castilla_y_leon,castilla_y_leon,fuentepinel,fuentepinel,fuentepinel,fuentepinel,fuentepinel,segovia,segovia,segovia,segovia
11714,40088,40330,fuenterrebollo,fuenterrebollo,segovia,segovia,castilla_y_leon,castilla_y_leon,fuenterrebollo,fuenterrebollo,fuenterrebollo,fuenterrebollo,fuenterrebollo,segovia,segovia,segovia,segovia
11715,40089,40355,fuentesauco_de_fuentiduena,fuentesauco_de_fuentiduena,segovia,segovia,castilla_y_leon,castilla_y_leon,fuentesauco_de_fuentiduena,fuentesauco_de_fuentiduena,fuentesauco_de_fuentiduena,fuentesauco_de_fuentiduena,fuentesauco_de_fuentiduena,segovia,segovia,segovia,segovia
11716,40091,40314,fuentesoto,fuentesoto,segovia,segovia,castilla_y_leon,castilla_y_leon,fuentesoto,fuentesoto,fuentesoto,fuentesoto,fuentesoto,segovia,segovia,segovia,segovia
11717,40092,40357,fuentiduena,fuentiduena,segovia,segovia,castilla_y_leon,castilla_y_leon,fuentiduena,fuentiduena,fuentiduena,fuentiduena,fuentiduena,segovia,segovia,segovia,segovia
11718,40093,40162,aldealengua_de_pedraza,aldealengua_de_pedraza,segovia,segovia,castilla_y_leon,castilla_y_leon,aldealengua_de_pedraza,aldealengua_de_pedraza,aldealengua_de_pedraza,aldealengua_de_pedraza,aldealengua_de_pedraza,segovia,segovia,segovia,segovia
11719,40094,40120,garcillan,garcillan,segovia,segovia,castilla_y_leon,castilla_y_leon,garcillan,garcillan,garcillan,garcillan,garcillan,segovia,segovia,segovia,segovia
11720,40095,40240,gomezserracin,gomezserracin,segovia,segovia,castilla_y_leon,castilla_y_leon,gomezserracin,gomezserracin,gomezserracin,gomezserracin,gomezserracin,segovia,segovia,segovia,segovia
11721,40097,40569,grajera,grajera,segovia,segovia,castilla_y_leon,castilla_y_leon,grajera,grajera,grajera,grajera,grajera,segovia,segovia,segovia,segovia
11722,40099,40541,honrubia_de_la_cuesta,honrubia_de_la_cuesta,segovia,segovia,castilla_y_leon,castilla_y_leon,honrubia_de_la_cuesta,honrubia_de_la_cuesta,honrubia_de_la_cuesta,honrubia_de_la_cuesta,honrubia_de_la_cuesta,segovia,segovia,segovia,segovia
11723,40100,40353,hontalbilla,hontalbilla,segovia,segovia,castilla_y_leon,castilla_y_leon,hontalbilla,hontalbilla,hontalbilla,hontalbilla,hontalbilla,segovia,segovia,segovia,segovia
11724,40101,40490,hontanares_de_eresma,hontanares_de_eresma,segovia,segovia,castilla_y_leon,castilla_y_leon,hontanares_de_eresma,hontanares_de_eresma,hontanares_de_eresma,hontanares_de_eresma,hontanares_de_eresma,segovia,segovia,segovia,segovia
11725,40103,40490,hontanares_de_eresma,hontanares_de_eresma,segovia,segovia,castilla_y_leon,castilla_y_leon,hontanares_de_eresma,hontanares_de_eresma,hontanares_de_eresma,hontanares_de_eresma,hontanares_de_eresma,segovia,segovia,segovia,segovia
11726,40104,40151,ituero_y_lama,ituero_y_lama,segovia,segovia,castilla_y_leon,castilla_y_leon,ituero_y_lama,ituero_y_lama,ituero_y_lama,ituero_y_lama,ituero_y_lama,segovia,segovia,segovia,segovia
11727,40105,,,,,,,,,,,,,,,,
11728,40106,40445,juarros_de_voltoya,juarros_de_voltoya,segovia,segovia,castilla_y_leon,castilla_y_leon,juarros_de_voltoya,juarros_de_voltoya,juarros_de_voltoya,juarros_de_voltoya,juarros_de_voltoya,segovia,segovia,segovia,segovia
11729,40107,40146,labajos,labajos,segovia,segovia,castilla_y_leon,castilla_y_leon,labajos,labajos,labajos,labajos,labajos,segovia,segovia,segovia,segovia
11730,40108,40236,laguna_de_contreras,laguna_de_contreras,segovia,segovia,castilla_y_leon,castilla_y_leon,laguna_de_contreras,laguna_de_contreras,laguna_de_contreras,laguna_de_contreras,laguna_de_contreras,segovia,segovia,segovia,segovia
11731,40109,40556,languilla,languilla,segovia,segovia,castilla_y_leon,castilla_y_leon,languilla,languilla,languilla,languilla,languilla,segovia,segovia,segovia,segovia
11732,40110,40352,lastras_de_cuellar,lastras_de_cuellar,segovia,segovia,castilla_y_leon,castilla_y_leon,lastras_de_cuellar,lastras_de_cuellar,lastras_de_cuellar,lastras_de_cuellar,lastras_de_cuellar,segovia,segovia,segovia,segovia
11733,40111,40142,lastras_del_pozo,lastras_del_pozo,segovia,segovia,castilla_y_leon,castilla_y_leon,lastras_del_pozo,lastras_del_pozo,lastras_del_pozo,lastras_del_pozo,lastras_del_pozo,segovia,segovia,segovia,segovia
11734,40112,40196,la_lastrilla,la_lastrilla,segovia,segovia,castilla_y_leon,castilla_y_leon,la_lastrilla,la_lastrilla,la_lastrilla,la_lastrilla,la_lastrilla,segovia,segovia,segovia,segovia
11735,40113,40420,la_losa,la_losa,segovia,segovia,castilla_y_leon,castilla_y_leon,la_losa,la_losa,la_losa,la_losa,la_losa,segovia,segovia,segovia,segovia
11736,40115,40554,maderuelo,maderuelo,segovia,segovia,castilla_y_leon,castilla_y_leon,maderuelo,maderuelo,maderuelo,maderuelo,maderuelo,segovia,segovia,segovia,segovia
11737,40118,40133,marazuela,marazuela,segovia,segovia,castilla_y_leon,castilla_y_leon,marazuela,marazuela,marazuela,marazuela,marazuela,segovia,segovia,segovia,segovia
11738,40119,40130,martin_miguel,martin_miguel,segovia,segovia,castilla_y_leon,castilla_y_leon,martin_miguel,martin_miguel,martin_miguel,martin_miguel,martin_miguel,segovia,segovia,segovia,segovia
11739,40120,40466,martin_munoz_de_la_dehesa,martin_munoz_de_la_dehesa,segovia,segovia,castilla_y_leon,castilla_y_leon,martin_munoz_de_la_dehesa,martin_munoz_de_la_dehesa,martin_munoz_de_la_dehesa,martin_munoz_de_la_dehesa,martin_munoz_de_la_dehesa,segovia,segovia,segovia,segovia
11740,40121,40446,martin_munoz_de_las_posadas,martin_munoz_de_las_posadas,segovia,segovia,castilla_y_leon,castilla_y_leon,martin_munoz_de_las_posadas,martin_munoz_de_las_posadas,martin_munoz_de_las_posadas,martin_munoz_de_las_posadas,martin_munoz_de_las_posadas,segovia,segovia,segovia,segovia
11741,40122,40142,lastras_del_pozo,lastras_del_pozo,segovia,segovia,castilla_y_leon,castilla_y_leon,lastras_del_pozo,lastras_del_pozo,lastras_del_pozo,lastras_del_pozo,lastras_del_pozo,segovia,segovia,segovia,segovia
11742,40123,40163,matabuena,matabuena,segovia,segovia,castilla_y_leon,castilla_y_leon,matabuena,matabuena,matabuena,matabuena,matabuena,segovia,segovia,segovia,segovia
11743,40124,40214,ayllon,ayllon,segovia,segovia,castilla_y_leon,castilla_y_leon,ayllon,ayllon,ayllon,ayllon,ayllon,segovia,segovia,segovia,segovia
11744,40125,40175,la_matilla,la_matilla,segovia,segovia,castilla_y_leon,castilla_y_leon,la_matilla,la_matilla,la_matilla,la_matilla,la_matilla,segovia,segovia,segovia,segovia
11745,40126,40444,melque_de_cercos,melque_de_cercos,segovia,segovia,castilla_y_leon,castilla_y_leon,melque_de_cercos,melque_de_cercos,melque_de_cercos,melque_de_cercos,melque_de_cercos,segovia,segovia,segovia,segovia
11746,40127,40234,membibre_de_la_hoz,membibre_de_la_hoz,segovia,segovia,castilla_y_leon,castilla_y_leon,membibre_de_la_hoz,membibre_de_la_hoz,membibre_de_la_hoz,membibre_de_la_hoz,membibre_de_la_hoz,segovia,segovia,segovia,segovia
11747,40128,40441,miguelanez,miguelanez,segovia,segovia,castilla_y_leon,castilla_y_leon,miguelanez,miguelanez,miguelanez,miguelanez,miguelanez,segovia,segovia,segovia,segovia
11748,40129,40468,montejo_de_arevalo,montejo_de_arevalo,segovia,segovia,castilla_y_leon,castilla_y_leon,montejo_de_arevalo,montejo_de_arevalo,montejo_de_arevalo,montejo_de_arevalo,montejo_de_arevalo,segovia,segovia,segovia,segovia
11749,40130,40542,montejo_de_la_vega_de_la_serrezuela,montejo_de_la_vega_de_la_serrezuela,segovia,segovia,castilla_y_leon,castilla_y_leon,montejo_de_la_vega_de_la_serrezuela,montejo_de_la_vega_de_la_serrezuela,montejo_de_la_vega_de_la_serrezuela,montejo_de_la_vega_de_la_serrezuela,montejo_de_la_vega_de_la_serrezuela,segovia,segovia,segovia,segovia
11750,40131,40142,lastras_del_pozo,lastras_del_pozo,segovia,segovia,castilla_y_leon,castilla_y_leon,lastras_del_pozo,lastras_del_pozo,lastras_del_pozo,lastras_del_pozo,lastras_del_pozo,segovia,segovia,segovia,segovia
11751,40132,40542,montejo_de_la_vega_de_la_serrezuela,montejo_de_la_vega_de_la_serrezuela,segovia,segovia,castilla_y_leon,castilla_y_leon,montejo_de_la_vega_de_la_serrezuela,montejo_de_la_vega_de_la_serrezuela,montejo_de_la_vega_de_la_serrezuela,montejo_de_la_vega_de_la_serrezuela,montejo_de_la_vega_de_la_serrezuela,segovia,segovia,segovia,segovia
11752,40134,40250,mozoncillo,mozoncillo,segovia,segovia,castilla_y_leon,castilla_y_leon,mozoncillo,mozoncillo,mozoncillo,mozoncillo,mozoncillo,segovia,segovia,segovia,segovia
11753,40135,40145,munopedro,munopedro,segovia,segovia,castilla_y_leon,castilla_y_leon,munopedro,munopedro,munopedro,munopedro,munopedro,segovia,segovia,segovia,segovia
11754,40136,40183,munoveros,munoveros,segovia,segovia,castilla_y_leon,castilla_y_leon,munoveros,munoveros,munoveros,munoveros,munoveros,segovia,segovia,segovia,segovia
11755,40138,40450,nava_de_la_asuncion,nava_de_la_asuncion,segovia,segovia,castilla_y_leon,castilla_y_leon,nava_de_la_asuncion,nava_de_la_asuncion,nava_de_la_asuncion,nava_de_la_asuncion,nava_de_la_asuncion,segovia,segovia,segovia,segovia
11756,40138,40461,nava_de_la_asuncion,nava_de_la_asuncion,segovia,segovia,castilla_y_leon,castilla_y_leon,nava_de_la_asuncion,nava_de_la_asuncion,nava_de_la_asuncion,nava_de_la_asuncion,nava_de_la_asuncion,segovia,segovia,segovia,segovia
11757,40139,40161,navafria,navafria,segovia,segovia,castilla_y_leon,castilla_y_leon,navafria,navafria,navafria,navafria,navafria,segovia,segovia,segovia,segovia
11758,40140,40331,carrascal_del_rio,carrascal_del_rio,segovia,segovia,castilla_y_leon,castilla_y_leon,carrascal_del_rio,carrascal_del_rio,carrascal_del_rio,carrascal_del_rio,carrascal_del_rio,segovia,segovia,segovia,segovia
11759,40141,40280,navalmanzano,navalmanzano,segovia,segovia,castilla_y_leon,castilla_y_leon,navalmanzano,navalmanzano,navalmanzano,navalmanzano,navalmanzano,segovia,segovia,segovia,segovia
11760,40142,40531,aldeonte,aldeonte,segovia,segovia,castilla_y_leon,castilla_y_leon,aldeonte,aldeonte,aldeonte,aldeonte,aldeonte,segovia,segovia,segovia,segovia
11761,40142,,,,,,,,,,,,,,,,
11762,40143,40532,aldeanueva_de_la_serrezuela,aldeanueva_de_la_serrezuela,segovia,segovia,castilla_y_leon,castilla_y_leon,aldeanueva_de_la_serrezuela,aldeanueva_de_la_serrezuela,aldeanueva_de_la_serrezuela,aldeanueva_de_la_serrezuela,aldeanueva_de_la_serrezuela,segovia,segovia,segovia,segovia
11763,40144,40532,aldeanueva_de_la_serrezuela,aldeanueva_de_la_serrezuela,segovia,segovia,castilla_y_leon,castilla_y_leon,aldeanueva_de_la_serrezuela,aldeanueva_de_la_serrezuela,aldeanueva_de_la_serrezuela,aldeanueva_de_la_serrezuela,aldeanueva_de_la_serrezuela,segovia,segovia,segovia,segovia
11764,40145,40470,navas_de_oro,navas_de_oro,segovia,segovia,castilla_y_leon,castilla_y_leon,navas_de_oro,navas_de_oro,navas_de_oro,navas_de_oro,navas_de_oro,segovia,segovia,segovia,segovia
11765,40146,40408,navas_de_san_antonio,navas_de_san_antonio,segovia,segovia,castilla_y_leon,castilla_y_leon,navas_de_san_antonio,navas_de_san_antonio,navas_de_san_antonio,navas_de_san_antonio,navas_de_san_antonio,segovia,segovia,segovia,segovia
11766,40148,40447,nieva,nieva,segovia,segovia,castilla_y_leon,castilla_y_leon,nieva,nieva,nieva,nieva,nieva,segovia,segovia,segovia,segovia
11767,40149,40220,olombrada,olombrada,segovia,segovia,castilla_y_leon,castilla_y_leon,olombrada,olombrada,olombrada,olombrada,olombrada,segovia,segovia,segovia,segovia
11768,40149,40233,olombrada,olombrada,segovia,segovia,castilla_y_leon,castilla_y_leon,olombrada,olombrada,olombrada,olombrada,olombrada,segovia,segovia,segovia,segovia
11769,40150,40176,orejana,orejana,segovia,segovia,castilla_y_leon,castilla_y_leon,orejana,orejana,orejana,orejana,orejana,segovia,segovia,segovia,segovia
11770,40151,40495,domingo_garcia,domingo_garcia,segovia,segovia,castilla_y_leon,castilla_y_leon,domingo_garcia,domingo_garcia,domingo_garcia,domingo_garcia,domingo_garcia,segovia,segovia,segovia,segovia
11771,40152,40422,otero_de_herreros,otero_de_herreros,segovia,segovia,castilla_y_leon,castilla_y_leon,otero_de_herreros,otero_de_herreros,otero_de_herreros,otero_de_herreros,otero_de_herreros,segovia,segovia,segovia,segovia
11772,40154,40567,pajarejos,pajarejos,segovia,segovia,castilla_y_leon,castilla_y_leon,pajarejos,pajarejos,pajarejos,pajarejos,pajarejos,segovia,segovia,segovia,segovia
11773,40155,40194,palazuelos_de_eresma,palazuelos_de_eresma,segovia,segovia,castilla_y_leon,castilla_y_leon,palazuelos_de_eresma,palazuelos_de_eresma,palazuelos_de_eresma,palazuelos_de_eresma,palazuelos_de_eresma,segovia,segovia,segovia,segovia
11774,40156,40172,pedraza,pedraza,segovia,segovia,castilla_y_leon,castilla_y_leon,pedraza,pedraza,pedraza,pedraza,pedraza,segovia,segovia,segovia,segovia
11775,40156,40173,arahuetes,arahuetes,segovia,segovia,castilla_y_leon,castilla_y_leon,arahuetes,arahuetes,arahuetes,arahuetes,arahuetes,segovia,segovia,segovia,segovia
11776,40157,40170,collado_hermoso,collado_hermoso,segovia,segovia,castilla_y_leon,castilla_y_leon,collado_hermoso,collado_hermoso,collado_hermoso,collado_hermoso,collado_hermoso,segovia,segovia,segovia,segovia
11777,40157,40180,basardilla,basardilla,segovia,segovia,castilla_y_leon,castilla_y_leon,basardilla,basardilla,basardilla,basardilla,basardilla,segovia,segovia,segovia,segovia
11778,40158,40354,adrados,adrados,segovia,segovia,castilla_y_leon,castilla_y_leon,adrados,adrados,adrados,adrados,adrados,segovia,segovia,segovia,segovia
11779,40159,40296,pinarejos,pinarejos,segovia,segovia,castilla_y_leon,castilla_y_leon,pinarejos,pinarejos,pinarejos,pinarejos,pinarejos,segovia,segovia,segovia,segovia
11780,40160,40294,pinarnegrillo,pinarnegrillo,segovia,segovia,castilla_y_leon,castilla_y_leon,pinarnegrillo,pinarnegrillo,pinarnegrillo,pinarnegrillo,pinarnegrillo,segovia,segovia,segovia,segovia
11781,40161,40540,fresno_de_la_fuente,fresno_de_la_fuente,segovia,segovia,castilla_y_leon,castilla_y_leon,fresno_de_la_fuente,fresno_de_la_fuente,fresno_de_la_fuente,fresno_de_la_fuente,fresno_de_la_fuente,segovia,segovia,segovia,segovia
11782,40162,40165,pradena,pradena,segovia,segovia,castilla_y_leon,castilla_y_leon,pradena,pradena,pradena,pradena,pradena,segovia,segovia,segovia,segovia
11783,40162,40318,castroserna_de_abajo,castroserna_de_abajo,segovia,segovia,castilla_y_leon,castilla_y_leon,castroserna_de_abajo,castroserna_de_abajo,castroserna_de_abajo,castroserna_de_abajo,castroserna_de_abajo,segovia,segovia,segovia,segovia
11784,40163,40184,arahuetes,arahuetes,segovia,segovia,castilla_y_leon,castilla_y_leon,arahuetes,arahuetes,arahuetes,arahuetes,arahuetes,segovia,segovia,segovia,segovia
11785,40164,40466,martin_munoz_de_la_dehesa,martin_munoz_de_la_dehesa,segovia,segovia,castilla_y_leon,castilla_y_leon,martin_munoz_de_la_dehesa,martin_munoz_de_la_dehesa,martin_munoz_de_la_dehesa,martin_munoz_de_la_dehesa,martin_munoz_de_la_dehesa,segovia,segovia,segovia,segovia
11786,40165,40184,arahuetes,arahuetes,segovia,segovia,castilla_y_leon,castilla_y_leon,arahuetes,arahuetes,arahuetes,arahuetes,arahuetes,segovia,segovia,segovia,segovia
11787,40166,40216,chane,chane,segovia,segovia,castilla_y_leon,castilla_y_leon,chane,chane,chane,chane,chane,segovia,segovia,segovia,segovia
11788,40168,40529,alconada_de_maderuelo,alconada_de_maderuelo,segovia,segovia,castilla_y_leon,castilla_y_leon,alconada_de_maderuelo,alconada_de_maderuelo,alconada_de_maderuelo,alconada_de_maderuelo,alconada_de_maderuelo,segovia,segovia,segovia,segovia
11789,40170,40500,riaza,riaza,segovia,segovia,castilla_y_leon,castilla_y_leon,riaza,riaza,riaza,riaza,riaza,segovia,segovia,segovia,segovia
11790,40170,40517,riaza,riaza,segovia,segovia,castilla_y_leon,castilla_y_leon,riaza,riaza,riaza,riaza,riaza,segovia,segovia,segovia,segovia
11791,40170,40512,ayllon,ayllon,segovia,segovia,castilla_y_leon,castilla_y_leon,ayllon,ayllon,ayllon,ayllon,ayllon,segovia,segovia,segovia,segovia
11792,40170,40510,riaza,riaza,segovia,segovia,castilla_y_leon,castilla_y_leon,riaza,riaza,riaza,riaza,riaza,segovia,segovia,segovia,segovia
11793,40170,,,,,,,,,,,,,,,,
11794,40171,40513,ribota,ribota,segovia,segovia,castilla_y_leon,castilla_y_leon,ribota,ribota,ribota,ribota,ribota,segovia,segovia,segovia,segovia
11795,40172,40515,riofrio_de_riaza,riofrio_de_riaza,segovia,segovia,castilla_y_leon,castilla_y_leon,riofrio_de_riaza,riofrio_de_riaza,riofrio_de_riaza,riofrio_de_riaza,riofrio_de_riaza,segovia,segovia,segovia,segovia
11796,40173,40290,roda_de_eresma,roda_de_eresma,segovia,segovia,castilla_y_leon,castilla_y_leon,roda_de_eresma,roda_de_eresma,roda_de_eresma,roda_de_eresma,roda_de_eresma,segovia,segovia,segovia,segovia
11797,40174,40237,sacramenia,sacramenia,segovia,segovia,castilla_y_leon,castilla_y_leon,sacramenia,sacramenia,sacramenia,sacramenia,sacramenia,segovia,segovia,segovia,segovia
11798,40176,40442,samboal,samboal,segovia,segovia,castilla_y_leon,castilla_y_leon,samboal,samboal,samboal,samboal,samboal,segovia,segovia,segovia,segovia
11799,40176,40443,samboal,samboal,segovia,segovia,castilla_y_leon,castilla_y_leon,samboal,samboal,samboal,samboal,samboal,segovia,segovia,segovia,segovia
11800,40177,40212,san_cristobal_de_cuellar,san_cristobal_de_cuellar,segovia,segovia,castilla_y_leon,castilla_y_leon,san_cristobal_de_cuellar,san_cristobal_de_cuellar,san_cristobal_de_cuellar,san_cristobal_de_cuellar,san_cristobal_de_cuellar,segovia,segovia,segovia,segovia
11801,40178,40465,san_cristobal_de_la_vega,san_cristobal_de_la_vega,segovia,segovia,castilla_y_leon,castilla_y_leon,san_cristobal_de_la_vega,san_cristobal_de_la_vega,san_cristobal_de_la_vega,san_cristobal_de_la_vega,san_cristobal_de_la_vega,segovia,segovia,segovia,segovia
11802,40179,40297,sanchonuno,sanchonuno,segovia,segovia,castilla_y_leon,castilla_y_leon,sanchonuno,sanchonuno,sanchonuno,sanchonuno,sanchonuno,segovia,segovia,segovia,segovia
11803,40180,40144,bercial,bercial,segovia,segovia,castilla_y_leon,castilla_y_leon,bercial,bercial,bercial,bercial,bercial,segovia,segovia,segovia,segovia
11804,40180,40134,sangarcia,sangarcia,segovia,segovia,castilla_y_leon,castilla_y_leon,sangarcia,sangarcia,sangarcia,sangarcia,sangarcia,segovia,segovia,segovia,segovia
11805,40181,40100,real_sitio_de_san_ildefonso,real_sitio_de_san_ildefonso,segovia,segovia,castilla_y_leon,castilla_y_leon,real_sitio_de_san_ildefonso,real_sitio_de_san_ildefonso,real_sitio_de_san_ildefonso,real_sitio_de_san_ildefonso,real_sitio_de_san_ildefonso,segovia,segovia,segovia,segovia
11806,40181,40109,real_sitio_de_san_ildefonso,real_sitio_de_san_ildefonso,segovia,segovia,castilla_y_leon,castilla_y_leon,real_sitio_de_san_ildefonso,real_sitio_de_san_ildefonso,real_sitio_de_san_ildefonso,real_sitio_de_san_ildefonso,real_sitio_de_san_ildefonso,segovia,segovia,segovia,segovia
11807,40181,40420,la_losa,la_losa,segovia,segovia,castilla_y_leon,castilla_y_leon,la_losa,la_losa,la_losa,la_losa,la_losa,segovia,segovia,segovia,segovia
11808,40182,40295,san_martin_y_mudrian,san_martin_y_mudrian,segovia,segovia,castilla_y_leon,castilla_y_leon,san_martin_y_mudrian,san_martin_y_mudrian,san_martin_y_mudrian,san_martin_y_mudrian,san_martin_y_mudrian,segovia,segovia,segovia,segovia
11809,40183,40332,cobos_de_fuentiduena,cobos_de_fuentiduena,segovia,segovia,castilla_y_leon,castilla_y_leon,cobos_de_fuentiduena,cobos_de_fuentiduena,cobos_de_fuentiduena,cobos_de_fuentiduena,cobos_de_fuentiduena,segovia,segovia,segovia,segovia
11810,40184,40389,aldealcorvo,aldealcorvo,segovia,segovia,castilla_y_leon,castilla_y_leon,aldealcorvo,aldealcorvo,aldealcorvo,aldealcorvo,aldealcorvo,segovia,segovia,segovia,segovia
11811,40185,40136,santa_maria_la_real_de_nieva,santa_maria_la_real_de_nieva,segovia,segovia,castilla_y_leon,castilla_y_leon,santa_maria_la_real_de_nieva,santa_maria_la_real_de_nieva,santa_maria_la_real_de_nieva,santa_maria_la_real_de_nieva,santa_maria_la_real_de_nieva,segovia,segovia,segovia,segovia
11812,40185,40494,armuna,armuna,segovia,segovia,castilla_y_leon,castilla_y_leon,armuna,armuna,armuna,armuna,armuna,segovia,segovia,segovia,segovia
