ccaa_prov,municipio,total_bib
Illes Balears - Illes Balears,Alaior,1
Illes Balears - Illes Balears,Alaró,1
Illes Balears - Illes Balears,Alcúdia,1
Illes Balears - Illes Balears,Algaida,1
Illes Balears - Illes Balears,Andratx,1
Illes Balears - Illes Balears,Artà,2
Illes Balears - Illes Balears,Banyalbufar,1
Illes Balears - Illes Balears,Binissalem,1
Illes Balears - Illes Balears,Búger,1
Illes Balears - Illes Balears,Bunyola,1
Illes Balears - Illes Balears,Calvià,7
Illes Balears - Illes Balears,Campanet,1
Illes Balears - Illes Balears,Campos,1
Illes Balears - Illes Balears,Capdepera,2
Illes Balears - Illes Balears,Ciutadella de Menorca,1
Illes Balears - Illes Balears,Consell,1
Illes Balears - Illes Balears,Deià,1
Illes Balears - Illes Balears,Eivissa,5
Illes Balears - Illes Balears,Es Castell,1
Illes Balears - Illes Balears,Es Mercadal,2
Illes Balears - Illes Balears,Es Migjorn Gran,1
Illes Balears - Illes Balears,Esporles,1
Illes Balears - Illes Balears,Felanitx,2
Illes Balears - Illes Balears,Ferreries,1
Illes Balears - Illes Balears,Formentera,2
Illes Balears - Illes Balears,Fornalutx,1
Illes Balears - Illes Balears,Inca,1
Illes Balears - Illes Balears,Lloret de Vistalegre,1
Illes Balears - Illes Balears,Lloseta,1
Illes Balears - Illes Balears,Llubí,1
Illes Balears - Illes Balears,Llucmajor,2
Illes Balears - Illes Balears,Manacor,3
Illes Balears - Illes Balears,Mancor de la Vall,1
Illes Balears - Illes Balears,Maó-Mahón,1
Illes Balears - Illes Balears,Maria de la Salut,1
Illes Balears - Illes Balears,Marratxí,2
Illes Balears - Illes Balears,Montuïri,1
Illes Balears - Illes Balears,Muro,1
Illes Balears - Illes Balears,Palma,22
Illes Balears - Illes Balears,Petra,1
Illes Balears - Illes Balears,Pollença,2
Illes Balears - Illes Balears,Porreres,1
Illes Balears - Illes Balears,Puigpunyent,1
Illes Balears - Illes Balears,Sa Pobla,1
Illes Balears - Illes Balears,Sant Antoni de Portmany,1
Illes Balears - Illes Balears,Sant Joan,1
Illes Balears - Illes Balears,Sant Joan de Labritja,2
Illes Balears - Illes Balears,Sant Josep de sa Talaia,4
Illes Balears - Illes Balears,Sant Llorenç des Cardassar,3
Illes Balears - Illes Balears,Sant Lluís,1
Illes Balears - Illes Balears,Santa Eugènia,1
Illes Balears - Illes Balears,Santa Eulària des Riu,4
Illes Balears - Illes Balears,Santa Margalida,2
Illes Balears - Illes Balears,Santa María del Camí,1
Illes Balears - Illes Balears,Santanyí,2
Illes Balears - Illes Balears,Selva,2
Illes Balears - Illes Balears,Sencelles,1
Illes Balears - Illes Balears,Ses Salines,2
Illes Balears - Illes Balears,Sineu,1
Illes Balears - Illes Balears,Sóller,1
Illes Balears - Illes Balears,Son Servera,2
Illes Balears - Illes Balears,Valldemossa,1
Illes Balears - Illes Balears,Vilafranca de Bonany,1
Andalucía - Cádiz,Alcalá de los Gazules,1
Andalucía - Cádiz,Alcalá del Valle,1
Andalucía - Cádiz,Algar,1
Andalucía - Cádiz,Algeciras,3
Andalucía - Cádiz,Algodonales,1
Andalucía - Cádiz,Arcos de la Frontera,3
Andalucía - Cádiz,Barbate,2
Andalucía - Cádiz,Benalup-Casas Viejas,1
Andalucía - Cádiz,Benaocaz,1
Andalucía - Cádiz,Bornos,2
Andalucía - Cádiz,Cádiz,5
Andalucía - Cádiz,Chiclana de la Frontera,1
Andalucía - Cádiz,Chipiona,1
Andalucía - Cádiz,Conil de la Frontera,1
Andalucía - Cádiz,El Bosque,1
Andalucía - Cádiz,El Gastor,1
Andalucía - Cádiz,El Puerto de Santa María,1
Andalucía - Cádiz,Espera,1
Andalucía - Cádiz,Grazalema,2
Andalucía - Cádiz,Jerez de la Frontera,10
Andalucía - Cádiz,Jimena de la Frontera,1
Andalucía - Cádiz,La Línea de la Concepción,1
Andalucía - Cádiz,Los Barrios,2
Andalucía - Cádiz,Medina Sidonia,1
Andalucía - Cádiz,Olvera,1
Andalucía - Cádiz,Paterna de Rivera,1
Andalucía - Cádiz,Prado del Rey,1
Andalucía - Cádiz,Puerto Real,1
Andalucía - Cádiz,Puerto Serrano,1
Andalucía - Cádiz,Rota,2
Andalucía - Cádiz,San Fernando,2
Andalucía - Cádiz,San José del Valle,1
Andalucía - Cádiz,San Roque,5
Andalucía - Cádiz,Sanlúcar de Barrameda,1
Andalucía - Cádiz,Setenil de las Bodegas,1
Andalucía - Cádiz,Tarifa,2
Andalucía - Cádiz,Torre Alháquime,1
Andalucía - Cádiz,Trebujena,1
Andalucía - Cádiz,Ubrique,1
Andalucía - Cádiz,Vejer de la Frontera,1
Andalucía - Cádiz,Villamartín,1
Andalucía - Cádiz,Zahara,1
Andalucía - Almería,Adra,3
Andalucía - Almería,Albanchez,1
Andalucía - Almería,Alboloduy,1
Andalucía - Almería,Albox,1
Andalucía - Almería,Alcolea,1
Andalucía - Almería,Alcóntar,1
Andalucía - Almería,Alhama de Almería,1
Andalucía - Almería,Almería,5
Andalucía - Almería,Antas,1
Andalucía - Almería,Armuña de Almanzora,1
Andalucía - Almería,Bacares,1
Andalucía - Almería,Balanegra,1
Andalucía - Almería,Benahadux,1
Andalucía - Almería,Bentarique,1
Andalucía - Almería,Berja,1
Andalucía - Almería,Canjáyar,1
Andalucía - Almería,Cantoria,2
Andalucía - Almería,Carboneras,1
Andalucía - Almería,Chercos,1
Andalucía - Almería,Chirivel,1
Andalucía - Almería,Cóbdar,1
Andalucía - Almería,Cuevas del Almanzora,2
Andalucía - Almería,Dalías,1
Andalucía - Almería,El Ejido,5
Andalucía - Almería,Fiñana,1
Andalucía - Almería,Fines,1
Andalucía - Almería,Gádor,1
Andalucía - Almería,Garrucha,1
Andalucía - Almería,Huércal de Almería,1
Andalucía - Almería,Huércal-Overa,1
Andalucía - Almería,Íllar,1
Andalucía - Almería,Instinción,1
Andalucía - Almería,La Mojonera,1
Andalucía - Almería,Láujar de Andarax,1
Andalucía - Almería,Líjar,1
Andalucía - Almería,Lubrín,1
Andalucía - Almería,Lúcar,2
Andalucía - Almería,Macael,1
Andalucía - Almería,María,1
Andalucía - Almería,Mojácar,1
Andalucía - Almería,Níjar,5
Andalucía - Almería,Olula del Río,1
Andalucía - Almería,Oria,1
Andalucía - Almería,Pechina,1
Andalucía - Almería,Pulpí,1
Andalucía - Almería,Purchena,1
Andalucía - Almería,Rioja,1
Andalucía - Almería,Roquetas de Mar,3
Andalucía - Almería,Senés,1
Andalucía - Almería,Serón,1
Andalucía - Almería,Somontín,1
Andalucía - Almería,Sorbas,1
Andalucía - Almería,Tabernas,1
Andalucía - Almería,Taberno,1
Andalucía - Almería,Terque,1
Andalucía - Almería,Tíjola,1
Andalucía - Almería,Turre,1
Andalucía - Almería,Urrácal,1
Andalucía - Almería,Vélez-Blanco,1
Andalucía - Almería,Vélez-Rubio,1
Andalucía - Almería,Vera,1
Andalucía - Almería,Viator,1
Andalucía - Almería,Vícar,6
Andalucía - Almería,Zurgena,1
Castilla y León - Burgos,Alfoz de Quintanadueñas,1
Castilla y León - Burgos,Aranda de Duero,1
Castilla y León - Burgos,Arija,1
Castilla y León - Burgos,Belorado,1
Castilla y León - Burgos,Briviesca,1
Castilla y León - Burgos,Burgos,15
Castilla y León - Burgos,Covarrubias,1
Castilla y León - Burgos,Espinosa de los Monteros,1
Castilla y León - Burgos,Gumiel de Izán,1
Castilla y León - Burgos,Huerta de Rey,1
Castilla y León - Burgos,Ibeas de Juarros,1
Castilla y León - Burgos,Lerma,1
Castilla y León - Burgos,Medina de Pomar,1
Castilla y León - Burgos,Melgar de Fernamental,1
Castilla y León - Burgos,Miranda de Ebro,1
Castilla y León - Burgos,Oña,1
Castilla y León - Burgos,Pradoluengo,1
Castilla y León - Burgos,Quintanar de la Sierra,1
Castilla y León - Burgos,Roa,1
Castilla y León - Burgos,Salas de los Infantes,1
Castilla y León - Burgos,Trespaderne,1
Castilla y León - Burgos,Valle de Mena,1
Castilla y León - Burgos,Valle de Tobalina,1
Castilla y León - Burgos,Villadiego,1
Castilla y León - Burgos,Villarcayo de Merindad de Castilla la Vieja,1
Castilla y León - Ávila,Aldeanueva de Santa Cruz,1
Castilla y León - Ávila,Arenas de San Pedro,1
Castilla y León - Ávila,Arévalo,1
Castilla y León - Ávila,Ávila,5
Castilla y León - Ávila,Burgohondo,1
Castilla y León - Ávila,Candeleda,1
Castilla y León - Ávila,Casavieja,1
Castilla y León - Ávila,Casillas,1
Castilla y León - Ávila,Cebreros,1
Castilla y León - Ávila,Cuevas del Valle,1
Castilla y León - Ávila,El Arenal,1
Castilla y León - Ávila,El Barco de Ávila,1
Castilla y León - Ávila,El Barraco,1
Castilla y León - Ávila,El Hoyo de Pinares,1
Castilla y León - Ávila,El Tiemblo,1
Castilla y León - Ávila,Fontiveros,1
Castilla y León - Ávila,Hoyos del Espino,1
Castilla y León - Ávila,Las Navas del Marqués,1
Castilla y León - Ávila,Madrigal de las Altas Torres,1
Castilla y León - Ávila,Mijares,1
Castilla y León - Ávila,Mingorría,1
Castilla y León - Ávila,Nava de Arévalo,1
Castilla y León - Ávila,Navalperal de Pinares,1
Castilla y León - Ávila,Navaluenga,1
Castilla y León - Ávila,Navatalgordo,1
Castilla y León - Ávila,Pedro Bernardo,1
Castilla y León - Ávila,Peguerinos,1
Castilla y León - Ávila,Piedrahíta,1
Castilla y León - Ávila,Piedralaves,1
Castilla y León - Ávila,San Esteban del Valle,1
Castilla y León - Ávila,Solosancho,1
Castilla y León - Ávila,Sotillo de la Adrada,1
Castilla y León - Ávila,Villarejo del Valle,1
Extremadura - Cáceres,Abadía,1
Extremadura - Cáceres,Abertura,1
Extremadura - Cáceres,Acebo,1
Extremadura - Cáceres,Acehúche,1
Extremadura - Cáceres,Aceituna,1
Extremadura - Cáceres,Ahigal,1
Extremadura - Cáceres,Alagón del Río,1
Extremadura - Cáceres,Albalá,1
Extremadura - Cáceres,Alcántara,1
Extremadura - Cáceres,Alcuéscar,1
Extremadura - Cáceres,Aldea del Cano,1
Extremadura - Cáceres,Aldeacentenera,1
Extremadura - Cáceres,Aldeanueva de la Vera,1
Extremadura - Cáceres,Aldeanueva del Camino,1
Extremadura - Cáceres,Aldehuela de Jerte,1
Extremadura - Cáceres,Alía,1
Extremadura - Cáceres,Aliseda,1
Extremadura - Cáceres,Almaraz,1
Extremadura - Cáceres,Almoharín,1
Extremadura - Cáceres,Arroyo de la Luz,1
Extremadura - Cáceres,Arroyomolinos,1
Extremadura - Cáceres,Arroyomolinos de la Vera,1
Extremadura - Cáceres,Baños de Montemayor,1
Extremadura - Cáceres,Barrado,1
Extremadura - Cáceres,Belvís de Monroy,2
Extremadura - Cáceres,Berrocalejo,1
Extremadura - Cáceres,Berzocana,1
Extremadura - Cáceres,Bohonal de Ibor,1
Extremadura - Cáceres,Botija,1
Extremadura - Cáceres,Brozas,1
Extremadura - Cáceres,Cabañas del Castillo,1
Extremadura - Cáceres,Cabezuela del Valle,1
Extremadura - Cáceres,Cáceres,2
Extremadura - Cáceres,Cadalso,1
Extremadura - Cáceres,Calzadilla,1
Extremadura - Cáceres,Campo Lugar,2
Extremadura - Cáceres,Cañamero,1
Extremadura - Cáceres,Carbajo,1
Extremadura - Cáceres,Carcaboso,1
Extremadura - Cáceres,Carrascalejo,1
Extremadura - Cáceres,Casar de Cáceres,1
Extremadura - Cáceres,Casar de Palomero,2
Extremadura - Cáceres,Casas de Don Antonio,1
Extremadura - Cáceres,Casas de Don Gómez,1
Extremadura - Cáceres,Casas de Millán,1
Extremadura - Cáceres,Casas de Miravete,1
Extremadura - Cáceres,Casas del Castañar,1
Extremadura - Cáceres,Casas del Monte,1
Extremadura - Cáceres,Casatejada,1
Extremadura - Cáceres,Casillas de Coria,1
Extremadura - Cáceres,Castañar de Ibor,1
Extremadura - Cáceres,Ceclavín,1
Extremadura - Cáceres,Cedillo,1
Extremadura - Cáceres,Cerezo,1
Extremadura - Cáceres,Cilleros,1
Extremadura - Cáceres,Conquista de la Sierra,1
Extremadura - Cáceres,Coria,3
Extremadura - Cáceres,Cuacos de Yuste,1
Extremadura - Cáceres,Deleitosa,1
Extremadura - Cáceres,El Gordo,1
Extremadura - Cáceres,El Torno,1
Extremadura - Cáceres,Escurial,1
Extremadura - Cáceres,Galisteo,1
Extremadura - Cáceres,Garciaz,1
Extremadura - Cáceres,Garganta la Olla,1
Extremadura - Cáceres,Gargantilla,1
Extremadura - Cáceres,Garrovillas de Alconétar,1
Extremadura - Cáceres,Garvín,1
Extremadura - Cáceres,Gata,2
Extremadura - Cáceres,Guadalupe,1
Extremadura - Cáceres,Guijo de Galisteo,2
Extremadura - Cáceres,Guijo de Granadilla,1
Extremadura - Cáceres,Guijo de Santa Bárbara,1
Extremadura - Cáceres,Herguijuela,1
Extremadura - Cáceres,Hernán-Pérez,1
Extremadura - Cáceres,Herrera de Alcántara,1
Extremadura - Cáceres,Herreruela,1
Extremadura - Cáceres,Hervás,1
Extremadura - Cáceres,Hinojal,1
Extremadura - Cáceres,Holguera,1
Extremadura - Cáceres,Hoyos,1
Extremadura - Cáceres,Huélaga,1
Extremadura - Cáceres,Ibahernando,1
Extremadura - Cáceres,Jaraicejo,1
Extremadura - Cáceres,Jaraíz de la Vera,1
Extremadura - Cáceres,Jarandilla de la Vera,1
Extremadura - Cáceres,Jarilla,1
Extremadura - Cáceres,Jerte,1
Extremadura - Cáceres,La Aldea del Obispo,1
Extremadura - Cáceres,La Cumbre,1
Extremadura - Cáceres,La Garganta,1
Extremadura - Cáceres,La Granja,1
Extremadura - Cáceres,La Pesga,1
Extremadura - Cáceres,Ladrillar,1
Extremadura - Cáceres,Logrosán,1
Extremadura - Cáceres,Losar de la Vera,1
Extremadura - Cáceres,Madrigal de la Vera,1
Extremadura - Cáceres,Madrigalejo,1
Extremadura - Cáceres,Madroñera,1
Extremadura - Cáceres,Majadas,1
Extremadura - Cáceres,Malpartida de Cáceres,1
Extremadura - Cáceres,Malpartida de Plasencia,1
Extremadura - Cáceres,Mata de Alcántara,1
Extremadura - Cáceres,Membrío,1
Extremadura - Cáceres,Mesas de Ibor,1
Extremadura - Cáceres,Miajadas,3
Extremadura - Cáceres,Millanes,1
Extremadura - Cáceres,Mirabel,1
Extremadura - Cáceres,Mohedas de Granadilla,1
Extremadura - Cáceres,Monroy,1
Extremadura - Cáceres,Montánchez,1
Extremadura - Cáceres,Montehermoso,1
Extremadura - Cáceres,Moraleja,1
Extremadura - Cáceres,Morcillo,1
Extremadura - Cáceres,Navaconcejo,1
Extremadura - Cáceres,Navalmoral de la Mata,1
Extremadura - Cáceres,Navas del Madroño,1
Extremadura - Cáceres,Navezuelas,1
Extremadura - Cáceres,Nuñomoral,1
Extremadura - Cáceres,Palomero,1
Extremadura - Cáceres,Pasarón de la Vera,1
Extremadura - Cáceres,Peraleda de la Mata,1
Extremadura - Cáceres,Perales del Puerto,1
Extremadura - Cáceres,Pescueza,1
Extremadura - Cáceres,Piedras Albas,1
Extremadura - Cáceres,Pinofranqueado,2
Extremadura - Cáceres,Piornal,1
Extremadura - Cáceres,Plasencia,1
Extremadura - Cáceres,Plasenzuela,1
Extremadura - Cáceres,Portaje,1
Extremadura - Cáceres,Pozuelo de Zarzón,1
Extremadura - Cáceres,Puerto de Santa Cruz,1
Extremadura - Cáceres,Rebollar,1
Extremadura - Cáceres,Riolobos,1
Extremadura - Cáceres,Robledillo de la Vera,1
Extremadura - Cáceres,Robledillo de Trujillo,1
Extremadura - Cáceres,Romangordo,1
Extremadura - Cáceres,Rosalejo,1
Extremadura - Cáceres,Salorino,1
Extremadura - Cáceres,Salvatierra de Santiago,1
Extremadura - Cáceres,San Martín de Trevejo,1
Extremadura - Cáceres,Santa Ana,1
Extremadura - Cáceres,Santa Cruz de la Sierra,1
Extremadura - Cáceres,Santa Cruz de Paniagua,1
Extremadura - Cáceres,Santa Marta de Magasca,1
Extremadura - Cáceres,Santiago de Alcántara,1
Extremadura - Cáceres,Santiago del Campo,1
Extremadura - Cáceres,Santibáñez el Alto,1
Extremadura - Cáceres,Santibáñez el Bajo,1
Extremadura - Cáceres,Saucedilla,1
Extremadura - Cáceres,Segura de Toro,1
Extremadura - Cáceres,Serradilla,1
Extremadura - Cáceres,Serrejón,1
Extremadura - Cáceres,Sierra de Fuentes,1
Extremadura - Cáceres,Talaván,1
Extremadura - Cáceres,Talaveruela de la Vera,1
Extremadura - Cáceres,Talayuela,4
Extremadura - Cáceres,Tejeda de Tiétar,1
Extremadura - Cáceres,Tornavacas,1
Extremadura - Cáceres,Torre de Don Miguel,1
Extremadura - Cáceres,Torre de Santa María,1
Extremadura - Cáceres,Torrecilla de los Ángeles,1
Extremadura - Cáceres,Torrecillas de la Tiesa,1
Extremadura - Cáceres,Torrejoncillo,2
Extremadura - Cáceres,Torremenga,1
Extremadura - Cáceres,Torremocha,1
Extremadura - Cáceres,Torreorgaz,1
Extremadura - Cáceres,Torrequemada,1
Extremadura - Cáceres,Trujillo,1
Extremadura - Cáceres,Valdefuentes,1
Extremadura - Cáceres,Valdehúncar,1
Extremadura - Cáceres,Valdelacasa de Tajo,1
Extremadura - Cáceres,Valdemorales,1
Extremadura - Cáceres,Valdeobispo,1
Extremadura - Cáceres,Valencia de Alcántara,1
Extremadura - Cáceres,Valverde de la Vera,1
Extremadura - Cáceres,Valverde del Fresno,1
Extremadura - Cáceres,Vegaviana,1
Extremadura - Cáceres,Viandar de la Vera,1
Extremadura - Cáceres,Villa del Campo,1
Extremadura - Cáceres,Villamesías,1
Extremadura - Cáceres,Villanueva de la Sierra,1
Extremadura - Cáceres,Villanueva de la Vera,1
Extremadura - Cáceres,Villar de Plasencia,1
Extremadura - Cáceres,Villar del Pedroso,2
Extremadura - Cáceres,Zarza de Granadilla,1
Extremadura - Cáceres,Zarza de Montánchez,1
Extremadura - Cáceres,Zarza la Mayor,1
Extremadura - Cáceres,Zorita,1
Comunidad Valenciana - Alicante/Alacant,Agost,1
Comunidad Valenciana - Alicante/Alacant,Aigües,1
Comunidad Valenciana - Alicante/Alacant,Albatera,1
Comunidad Valenciana - Alicante/Alacant,Alcoy/Alcoi,3
Comunidad Valenciana - Alicante/Alacant,Alfafara,1
Comunidad Valenciana - Alicante/Alacant,Algorfa,1
Comunidad Valenciana - Alicante/Alacant,Alicante/Alacant,13
Comunidad Valenciana - Alicante/Alacant,Almoradí,1
Comunidad Valenciana - Alicante/Alacant,Altea,2
Comunidad Valenciana - Alicante/Alacant,Aspe,1
Comunidad Valenciana - Alicante/Alacant,Banyeres de Mariola,1
Comunidad Valenciana - Alicante/Alacant,Beniarbeig,1
Comunidad Valenciana - Alicante/Alacant,Beniarrés,1
Comunidad Valenciana - Alicante/Alacant,Benidorm,4
Comunidad Valenciana - Alicante/Alacant,Benijófar,1
Comunidad Valenciana - Alicante/Alacant,Benimantell,1
Comunidad Valenciana - Alicante/Alacant,Benissa,1
Comunidad Valenciana - Alicante/Alacant,Benitachell/El Poble Nou de Benitatxell,1
Comunidad Valenciana - Alicante/Alacant,Biar,1
Comunidad Valenciana - Alicante/Alacant,Bigastro,1
Comunidad Valenciana - Alicante/Alacant,Busot,1
Comunidad Valenciana - Alicante/Alacant,Callosa de Segura,1
Comunidad Valenciana - Alicante/Alacant,Callosa d'en Sarrià,1
Comunidad Valenciana - Alicante/Alacant,Calp,1
Comunidad Valenciana - Alicante/Alacant,Cañada,1
Comunidad Valenciana - Alicante/Alacant,Castalla,1
Comunidad Valenciana - Alicante/Alacant,Catral,1
Comunidad Valenciana - Alicante/Alacant,Cocentaina,1
Comunidad Valenciana - Alicante/Alacant,Cox,1
Comunidad Valenciana - Alicante/Alacant,Crevillent,1
Comunidad Valenciana - Alicante/Alacant,Dénia,3
Comunidad Valenciana - Alicante/Alacant,Dolores,1
Comunidad Valenciana - Alicante/Alacant,El Campello,1
Comunidad Valenciana - Alicante/Alacant,El Pinós/Pinoso,1
Comunidad Valenciana - Alicante/Alacant,El Ràfol d'Almúnia,1
Comunidad Valenciana - Alicante/Alacant,El Verger,1
Comunidad Valenciana - Alicante/Alacant,Elche/Elx,7
Comunidad Valenciana - Alicante/Alacant,Elda,4
Comunidad Valenciana - Alicante/Alacant,Els Poblets,1
Comunidad Valenciana - Alicante/Alacant,Finestrat,1
Comunidad Valenciana - Alicante/Alacant,Gaianes,1
Comunidad Valenciana - Alicante/Alacant,Gata de Gorgos,1
Comunidad Valenciana - Alicante/Alacant,Guardamar del Segura,1
Comunidad Valenciana - Alicante/Alacant,Ibi,1
Comunidad Valenciana - Alicante/Alacant,Jacarilla,1
Comunidad Valenciana - Alicante/Alacant,Jávea/Xàbia,2
Comunidad Valenciana - Alicante/Alacant,Jijona/Xixona,1
Comunidad Valenciana - Alicante/Alacant,L' Alfàs del Pi,1
Comunidad Valenciana - Alicante/Alacant,La Nucia,2
Comunidad Valenciana - Alicante/Alacant,La Romana,1
Comunidad Valenciana - Alicante/Alacant,La Vall de Laguar,2
Comunidad Valenciana - Alicante/Alacant,Millena,1
Comunidad Valenciana - Alicante/Alacant,Monforte del Cid,1
Comunidad Valenciana - Alicante/Alacant,Monóvar/Monòver,1
Comunidad Valenciana - Alicante/Alacant,Muro de Alcoy,1
Comunidad Valenciana - Alicante/Alacant,Mutxamel,2
Comunidad Valenciana - Alicante/Alacant,Novelda,1
Comunidad Valenciana - Alicante/Alacant,Ondara,1
Comunidad Valenciana - Alicante/Alacant,Onil,1
Comunidad Valenciana - Alicante/Alacant,Orba,1
Comunidad Valenciana - Alicante/Alacant,Orihuela,2
Comunidad Valenciana - Alicante/Alacant,Orxeta,1
Comunidad Valenciana - Alicante/Alacant,Pedreguer,1
Comunidad Valenciana - Alicante/Alacant,Pego,1
Comunidad Valenciana - Alicante/Alacant,Petrer,2
Comunidad Valenciana - Alicante/Alacant,Pilar de la Horadada,1
Comunidad Valenciana - Alicante/Alacant,Polop,1
Comunidad Valenciana - Alicante/Alacant,Redován,1
Comunidad Valenciana - Alicante/Alacant,Rojales,1
Comunidad Valenciana - Alicante/Alacant,Salinas,1
Comunidad Valenciana - Alicante/Alacant,San Miguel de Salinas,1
Comunidad Valenciana - Alicante/Alacant,San Vicente del Raspeig/Sant Vicent del Raspeig,2
Comunidad Valenciana - Alicante/Alacant,Sant Joan d'Alacant,1
Comunidad Valenciana - Alicante/Alacant,Santa Pola,3
Comunidad Valenciana - Alicante/Alacant,Sax,1
Comunidad Valenciana - Alicante/Alacant,Senija,1
Comunidad Valenciana - Alicante/Alacant,Teulada,2
Comunidad Valenciana - Alicante/Alacant,Tibi,1
Comunidad Valenciana - Alicante/Alacant,Torrevieja,2
Comunidad Valenciana - Alicante/Alacant,Villajoyosa/La Vila Joiosa,1
Comunidad Valenciana - Alicante/Alacant,Villena,3
Comunidad Valenciana - Alicante/Alacant,Xaló,1
Extremadura - Badajoz,Acedera,2
Extremadura - Badajoz,Aceuchal,1
Extremadura - Badajoz,Ahillones,1
Extremadura - Badajoz,Alange,1
Extremadura - Badajoz,Alburquerque,1
Extremadura - Badajoz,Alconchel,1
Extremadura - Badajoz,Alconera,1
Extremadura - Badajoz,Almendral,1
Extremadura - Badajoz,Almendralejo,1
Extremadura - Badajoz,Arroyo de San Serván,1
Extremadura - Badajoz,Atalaya,1
Extremadura - Badajoz,Azuaga,2
Extremadura - Badajoz,Badajoz,14
Extremadura - Badajoz,Barcarrota,1
Extremadura - Badajoz,Baterno,1
Extremadura - Badajoz,Benquerencia de la Serena,4
Extremadura - Badajoz,Berlanga,1
Extremadura - Badajoz,Bienvenida,1
Extremadura - Badajoz,Bodonal de la Sierra,1
Extremadura - Badajoz,Burguillos del Cerro,2
Extremadura - Badajoz,Cabeza del Buey,1
Extremadura - Badajoz,Cabeza la Vaca,1
Extremadura - Badajoz,Calamonte,1
Extremadura - Badajoz,Calera de León,1
Extremadura - Badajoz,Calzadilla de los Barros,1
Extremadura - Badajoz,Campanario,1
Extremadura - Badajoz,Campillo de Llerena,1
Extremadura - Badajoz,Capilla,1
Extremadura - Badajoz,Carmonita,1
Extremadura - Badajoz,Casas de Don Pedro,1
Extremadura - Badajoz,Casas de Reina,1
Extremadura - Badajoz,Castilblanco,1
Extremadura - Badajoz,Castuera,1
Extremadura - Badajoz,Cheles,1
Extremadura - Badajoz,Cordobilla de Lácara,1
Extremadura - Badajoz,Corte de Peleas,1
Extremadura - Badajoz,Cristina,1
Extremadura - Badajoz,Don Álvaro,1
Extremadura - Badajoz,Don Benito,6
Extremadura - Badajoz,Entrín Bajo,1
Extremadura - Badajoz,Esparragalejo,1
Extremadura - Badajoz,Esparragosa de la Serena,1
Extremadura - Badajoz,Esparragosa de Lares,1
Extremadura - Badajoz,Fregenal de la Sierra,1
Extremadura - Badajoz,Fuenlabrada de los Montes,1
Extremadura - Badajoz,Fuente de Cantos,1
Extremadura - Badajoz,Fuente del Arco,1
Extremadura - Badajoz,Fuente del Maestre,1
Extremadura - Badajoz,Fuentes de León,1
Extremadura - Badajoz,Garbayuela,1
Extremadura - Badajoz,Garlitos,1
Extremadura - Badajoz,Granja de Torrehermosa,1
Extremadura - Badajoz,Guadiana del Caudillo,1
Extremadura - Badajoz,Guareña,2
Extremadura - Badajoz,Helechosa de los Montes,1
Extremadura - Badajoz,Herrera del Duque,2
Extremadura - Badajoz,Higuera de la Serena,1
Extremadura - Badajoz,Higuera de Llerena,1
Extremadura - Badajoz,Higuera de Vargas,1
Extremadura - Badajoz,Higuera la Real,1
Extremadura - Badajoz,Hornachos,1
Extremadura - Badajoz,Jerez de los Caballeros,4
Extremadura - Badajoz,La Albuera,1
Extremadura - Badajoz,La Codosera,1
Extremadura - Badajoz,La Coronada,1
Extremadura - Badajoz,La Garrovilla,1
Extremadura - Badajoz,La Haba,1
Extremadura - Badajoz,La Lapa,1
Extremadura - Badajoz,La Morera,1
Extremadura - Badajoz,La Nava de Santiago,1
Extremadura - Badajoz,La Parra,1
Extremadura - Badajoz,La Roca de la Sierra,1
Extremadura - Badajoz,La Zarza,1
Extremadura - Badajoz,Llera,1
Extremadura - Badajoz,Llerena,1
Extremadura - Badajoz,Lobón,2
Extremadura - Badajoz,Los Santos de Maimona,1
Extremadura - Badajoz,Magacela,1
Extremadura - Badajoz,Maguilla,1
Extremadura - Badajoz,Malcocinado,1
Extremadura - Badajoz,Malpartida de la Serena,1
Extremadura - Badajoz,Manchita,1
Extremadura - Badajoz,Medellín,2
Extremadura - Badajoz,Medina de las Torres,1
Extremadura - Badajoz,Mengabril,1
Extremadura - Badajoz,Mérida,4
Extremadura - Badajoz,Mirandilla,1
Extremadura - Badajoz,Monesterio,1
Extremadura - Badajoz,Montemolín,3
Extremadura - Badajoz,Monterrubio de la Serena,1
Extremadura - Badajoz,Montijo,3
Extremadura - Badajoz,Navalvillar de Pela,3
Extremadura - Badajoz,Oliva de la Frontera,1
Extremadura - Badajoz,Oliva de Mérida,1
Extremadura - Badajoz,Olivenza,5
Extremadura - Badajoz,Orellana de la Sierra,1
Extremadura - Badajoz,Orellana la Vieja,1
Extremadura - Badajoz,Palomas,1
Extremadura - Badajoz,Peñalsordo,1
Extremadura - Badajoz,Peraleda del Zaucejo,1
Extremadura - Badajoz,Puebla de Alcocer,1
