Curso/Cohorte;"Comunidad autónoma";Universidad;"Tipo de universidad";"Presencialidad  de la universidad";"Modalidad  de la unidad";"Tipo de unidad";"Código unidad";Unidad;"Municipio  de la unidad";"Número de titulaciones (Ciclo, Grado,  Máster y Doctorado)";Estudiantes Matriculados (Ciclo, Grado, Máster y Doctorado);Estudiantes Egresados (Ciclo, Grado y Máster)
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Propios;Público;44004586;Escuela Universitaria Politécnica;TERUEL;2;200;..
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Propios;Público;50008824;Facultad de Educación;ZARAGOZA;4;2,274;765
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Propios;Público;50008848;Facultad de Ciencias;ZARAGOZA;16;1,932;376
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Propios;Público;50008851;Facultad de Derecho;ZARAGOZA;5;2,063;440
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Propios;Público;50008861;Facultad de Filosofía y Letras;ZARAGOZA;22;2,804;455
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Propios;Público;50008873;Facultad de Medicina;ZARAGOZA;4;1,476;380
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Propios;Público;50008885;Facultad de Veterinaria;ZARAGOZA;4;1,079;196
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Propios;Público;50008991;Facultad de Ciencias de la Salud;ZARAGOZA;5;1,238;325
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Adscritos;Público;50009671;Escuela Universitaria Politécnica;ALMUNIA DE DOÑA GODINA (LA);4;521;63
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Propios;Público;50010791;Facultad de Ciencias Sociales y del Trabajo;ZARAGOZA;3;1,551;269
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Adscritos;Privado;50011823;Escuela Universitaria de Turismo;ZARAGOZA;2;229;39
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Adscritos;Público;50012050;Centro Universitario de la Defensa;ZARAGOZA;2;1,193;140
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Propios;Público;50012177;Escuela de Ingeniería y Arquitectura;ZARAGOZA;19;4,470;759
2017-2018;Aragón;Zaragoza;Pública;Presencial;Centros Propios;Público;50012189;Facultad de Economía y Empresa;ZARAGOZA;10;3,591;520
2017-2018;Aragón;Zaragoza;Pública;Presencial;Escuela de doctorado;Público;50012207;Escuela de Doctorado de la Universidad de Zaragoza;ZARAGOZA;45;2,106;
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33019831;Facultad de Comercio, Turismo y Ciencias Sociales Jovellanos;GIJÓN;5;1,402;198
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33019865;Escuela Politécnica de Mieres;MIERES;9;584;96
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33019890;Escuela de Ingeniería de Minas, Energía y Materiales de Oviedo;OVIEDO;5;245;98
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33019919;Facultad de Derecho;OVIEDO;4;1,758;239
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Adscritos;Privado;33020053;Facultad Padre Ossó;OVIEDO;4;589;72
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Adscritos;Público;33020405;Facultad de Enfermería de Gijón;GIJÓN;1;291;57
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33021252;Facultad de Biología;OVIEDO;3;652;135
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33021264;Facultad de Geología;OVIEDO;2;181;42
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33021276;Facultad de Química;OVIEDO;3;523;74
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33021446;Escuela de Ingeniería Informática;OVIEDO;5;708;104
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33022712;Escuela Superior de Marina Civil;GIJÓN;6;247;54
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33023078;Facultad de Ciencias;OVIEDO;4;587;65
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33023273;Facultad de Psicología;OVIEDO;3;637;121
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Adscritos;Privado;33024228;Facultad de Turismo de Oviedo;OVIEDO;1;60;..
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33024368;Escuela Politécnica de Ingeniería de Gijón;GIJÓN;14;2,871;539
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33024371;Facultad de Economía y Empresa;OVIEDO;6;1,943;289
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33024381;Facultad de Formación del Profesorado y Educación;OVIEDO;8;2,193;588
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33024393;Facultad de Filosofía y Letras;OVIEDO;15;2,001;306
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Centros Propios;Público;33024401;Facultad de Medicina y Ciencias de la Salud;OVIEDO;7;1,661;345
2017-2018;Asturias (Principado de);Oviedo;Pública;Presencial;Otros;Público;33024502;Centro Internacional de Postgrado;OVIEDO;61;2,422;488
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Propios;Público;07006071;Facultad de Ciencias;PALMA DE MALLORCA;4;890;125
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Propios;Público;07006093;Facultad de Filosofía y Letras;PALMA DE MALLORCA;8;1,349;224
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Adscritos;Privado;07006111;Centro de Enseñanza Superior Alberta Giménez;PALMA DE MALLORCA;4;42;..
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Propios;Público;07006147;Facultad de Derecho;PALMA DE MALLORCA;3;1,274;177
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Propios;Público;07007875;Facultad de Educación;PALMA DE MALLORCA;4;2,307;451
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Propios;Público;07008594;Escuela Politécnica Superior;PALMA DE MALLORCA;7;1,396;131
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Propios;Público;07008600;Facultad de Psicología;PALMA DE MALLORCA;1;455;67
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Adscritos;Público;07008740;Escuela Universitaria de Turismo del Consejo Insular de Eivissa y Formentera;EIVISSA;1;162;31
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Adscritos;Privado;07008909;Escuela Universitaria de Turismo Felipe Moreno;PALMA DE MALLORCA;2;204;..
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Propios;Público;07008958;Facultad de Economía y Empresa;PALMA DE MALLORCA;3;1,455;177
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Propios;Público;07008961;Facultad de Turismo;PALMA DE MALLORCA;2;785;87
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Propios;Público;07008971;Centro de Estudios de Postgrado;PALMA DE MALLORCA;38;1,316;646
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Propios;Público;07008995;Facultad de Enfermería y Fisioterapia;PALMA DE MALLORCA;2;936;201
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Escuela de doctorado;Público;07009021;Escuela de Doctorado de la Universidad de las Illes Balears;PALMA DE MALLORCA;24;845;
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Adscritos;Privado;07009094;Escuela Universitaria de Odontología ADEMA;PALMA DE MALLORCA;1;33;.
2017-2018;Balears (Illes);Illes Balears (Les);Pública;Presencial;Centros Propios;Público;07009100;Facultad de Medicina;PALMA DE MALLORCA;1;116;.
2017-2018;Canarias;Europea de Canarias;Privada;Presencial;Centros Propios;Privado;38012198;Facultad de Ciencias Sociales;OROTAVA (LA);8;267;39
2017-2018;Canarias;Europea de Canarias;Privada;Presencial;Centros Propios;Privado;38012204;Facultad de Ciencias de la Salud;OROTAVA (LA);3;139;78
2017-2018;Canarias;Europea de Canarias;Privada;Presencial;Centros Propios;Privado;38012216;Escuela de Arquitectura;OROTAVA (LA);3;106;49
2017-2018;Canarias;Fernando Pessoa-Canarias (UFP-C);Privada;Presencial;Centros Propios;Privado;35010749;Facultad de Ciencias de la Salud (FCS);SANTA MARÍA DE GUÍA DE GRAN CANARIA;6;361;..
2017-2018;Canarias;Fernando Pessoa-Canarias (UFP-C);Privada;Presencial;Centros Propios;Privado;35010750;Facultad de Ciencias Humanas y Sociales (FCHS);SANTA MARÍA DE GUÍA DE GRAN CANARIA;1;..;.
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Propios;Público;38008225;Facultad de Derecho;SAN CRISTÓBAL DE LA LAGUNA;2;1,767;197
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Adscritos;Público;38008390;Escuela Universitaria de Enfermería Ntra. Sra. de la Candelaria;SANTA CRUZ DE TENERIFE;1;240;53
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Propios;Público;38011467;Facultad de Educación;SAN CRISTÓBAL DE LA LAGUNA;3;2,170;435
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Adscritos;Privado;38012137;Escuela Superior de Turismo Iriarte;PUERTO DE LA CRUZ;1;202;33
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Adscritos;Privado;38012231;Escuela Universitaria de Turismo de Santa Cruz de Tenerife;SANTA CRUZ DE TENERIFE;1;70;..
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Propios;Público;38012368;Facultad de Humanidades;SAN CRISTÓBAL DE LA LAGUNA;13;2,147;302
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Propios;Público;38012371;Facultad de Ciencias Políticas, Sociales y de la Comunicación;SAN CRISTÓBAL DE LA LAGUNA;4;1,041;176
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Propios;Público;38012381;Facultad de Ciencias de la Salud;SAN CRISTÓBAL DE LA LAGUNA;6;3,481;622
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Propios;Público;38012393;Facultad de Ciencias;SAN CRISTÓBAL DE LA LAGUNA;5;1,452;177
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Propios;Público;38012401;Facultad de Economía, Empresa y Turismo;SAN CRISTÓBAL DE LA LAGUNA;4;2,327;302
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Propios;Público;38012411;Escuela Politécnica Superior de Ingeniería;SAN CRISTÓBAL DE LA LAGUNA;7;1,215;189
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Propios;Público;38012423;Escuela Superior de Ingeniería y Tecnología;SAN CRISTÓBAL DE LA LAGUNA;4;1,383;168
2017-2018;Canarias;La Laguna;Pública;Presencial;Centros Propios;Público;38012435;Escuela de Doctorado y Estudios de Posgrado de la Universidad de La Laguna (EDEPULL);SAN CRISTÓBAL DE LA LAGUNA;53;1,962;634
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35006114;Facultad de Ciencias de la Educación;PALMAS DE GRAN CANARIA (LAS);7;1,985;643
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35006126;Escuela de Arquitectura;PALMAS DE GRAN CANARIA (LAS);3;503;75
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35006138;Escuela de Ingenierías Industriales y Civiles;PALMAS DE GRAN CANARIA (LAS);14;1,967;336
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35006163;Facultad de Economía, Empresa y Turismo;PALMAS DE GRAN CANARIA (LAS);9;2,404;364
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35007386;Facultad de Ciencias del Mar;PALMAS DE GRAN CANARIA (LAS);5;287;58
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35007623;Facultad de Ciencias Jurídicas;PALMAS DE GRAN CANARIA (LAS);4;2,786;476
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35007635;Facultad de Filología;PALMAS DE GRAN CANARIA (LAS);3;728;111
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35008585;Escuela de Ingeniería Informática;PALMAS DE GRAN CANARIA (LAS);3;656;64
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35008676;Facultad de Veterinaria;ARUCAS;2;436;79
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35008780;Facultad de Ciencias de la Actividad Física y del Deporte;PALMAS DE GRAN CANARIA (LAS);1;498;89
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35009048;Facultad de Traducción e Interpretación;PALMAS DE GRAN CANARIA (LAS);5;566;102
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35009115;Escuela de Ingeniería de Telecomunicación y Electrónica;PALMAS DE GRAN CANARIA (LAS);3;288;44
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35009176;Facultad de Geografía e Historia;PALMAS DE GRAN CANARIA (LAS);5;364;63
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35009188;Facultad de Ciencias de la Salud;PALMAS DE GRAN CANARIA (LAS);4;1,693;335
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Adscritos;Privado;35010440;Escuela Universitaria de Turismo de Lanzarote;TEGUISE;1;224;..
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Instituto universitario de investigación;Público;35010521;Instituto Universitario de Sistemas Inteligentes y Aplicaciones Numéricas en Ingeniería;PALMAS DE GRAN CANARIA (LAS);2;32;..
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35010531;Facultad de Ciencias de la Salud. Sección Lanzarote;TEGUISE;1;178;34
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Instituto universitario de investigación;Público;35010567;Instituto Universitario de Microelectrónica Aplicada (IUMA);PALMAS DE GRAN CANARIA (LAS);1;..;..
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Instituto universitario de investigación;Público;35010646;Instituto Universitario de Sanidad Animal y Seguridad Alimentaria (IUSA);PALMAS DE GRAN CANARIA (LAS);1;..;..
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35010658;Estructura Teleformación ULPGC;PALMAS DE GRAN CANARIA (LAS);7;1,479;169
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Centros Propios;Público;35010661;Facultad de Ciencias de la Salud. Sección Fuerteventura;PUERTO DEL ROSARIO;1;179;39
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Instituto universitario de investigación;Público;35010671;Instituto Universitario de Turismo y Desarrollo Económico Sostenible (Instituto Universitario TYDES);PALMAS DE GRAN CANARIA (LAS);1;..;..
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Instituto universitario de investigación;Público;35010683;Instituto Universitario para el Desarrollo Tecnológico y la Innovación en Comunicaciones (IDeTIC);PALMAS DE GRAN CANARIA (LAS);1;..;..
2017-2018;Canarias;Las Palmas de Gran Canaria;Pública;Presencial;Instituto universitario de investigación;Público;35010713;Escuela de Doctorado de la Universidad de Las Palmas de Gran Canaria;PALMAS DE GRAN CANARIA (LAS);13;657;
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Propios;Público;39011086;Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos;SANTANDER;10;427;151
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Propios;Público;39011104;Facultad de Medicina;SANTANDER;4;800;147
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Propios;Público;39011116;Facultad de Filosofía y Letras;SANTANDER;8;352;89
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Propios;Público;39011128;Escuela Politécnica de Ingeniería de Minas y Energía;TORRELAVEGA;3;224;39
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Propios;Público;39011268;Escuela Universitaria de Enfermería Casa Salud Valdecilla;SANTANDER;3;355;102
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Propios;Público;39011359;Facultad de Ciencias;SANTANDER;9;715;85
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Propios;Público;39012421;Facultad de Derecho;SANTANDER;3;935;168
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Propios;Público;39013289;Escuela Técnica Superior de Ingenieros Industriales y de Telecomunicación;SANTANDER;10;1,547;234
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Propios;Público;39013290;Facultad de Ciencias Económicas y Empresariales;SANTANDER;6;1,568;228
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Propios;Público;39013447;Escuela Técnica Superior de Náutica;SANTANDER;5;371;68
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Adscritos;Privado;39014351;Escuela Universitaria de Turismo Altamira;SANTANDER;2;187;34
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Propios;Público;39014397;Facultad de Educación;SANTANDER;5;1,591;396
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Adscritos;Privado;39014452;Escuela Universitaria de Fisioterapia Gimbernat-Cantabria;TORRELAVEGA;3;545;120
2017-2018;Cantabria;Cantabria;Pública;Presencial;Centros Adscritos;Privado;39014531;Centro Internacional de Estudios Superiores del Español (CIESE-Comillas);COMILLAS;2;56;..
2017-2018;Cantabria;Cantabria;Pública;Presencial;Escuela de doctorado;Público;39014543;Escuela de Doctorado (EDUC);SANTANDER;20;588;
2017-2018;Cantabria;Europea del Atlántico;Privada;Presencial;Centros Propios;Privado;39014555;Facultad de Ciencias de la Salud;SANTANDER;3;614;110
2017-2018;Cantabria;Europea del Atlántico;Privada;Presencial;Centros Propios;Privado;39014567;Escuela Politécnica Superior;SANTANDER;7;433;29
2017-2018;Cantabria;Europea del Atlántico;Privada;Presencial;Centros Propios;Privado;39014579;Facultad de Ciencias Sociales y Humanidades;SANTANDER;12;1,796;259
2017-2018;Castilla - La Mancha;Castilla-La Mancha;Pública;Presencial;Centros Propios;Público;02003478;Facultad de Educación de Albacete;ALBACETE;4;1,062;212
2017-2018;Castilla - La Mancha;Castilla-La Mancha;Pública;Presencial;Centros Propios;Público;02003831;Facultad de Enfermería de Albacete;ALBACETE;1;458;105
