UNIDAD;COMUNIDAD AUTONOMA;PROVINCIA;LOCALIDAD;DOMICILIO;CODIGO POSTAL;TELEFONO;OBSERVACIONES
 CMDA. ALMERIA;ANDALUCIA;ALMERIA;ALMERIA;GLORIETA MANUEL FRAGA IRIBARNE S/N;4006;950256122;
 COMPA—IA DE ALMERIA;ANDALUCIA;ALMERIA;ALMERIA;GLORIETA MANUEL FRAGA IRIBARNE S/N;4006;950256122;
 COMPA—IA DE EL EJIDO;ANDALUCIA;ALMERIA;EL EJIDO; AVDA. OASIS, 177;4700;950480907;
 COMPA—IA DE HUERCAL OVERA;ANDALUCIA;ALMERIA;HUERCAL-OVERA; PZA. DUQUE DE AHUMADA, 1;4600;950471112;
 DESTO. ALMERIA;ANDALUCIA;ALMERIA;ALMERIA;GLORIETA MANUEL FRAGA IRIBARNE S/N;4006;950256323;
 DESTO. EL EJIDO;ANDALUCIA;ALMERIA;EL EJIDO; AVDA. OASIS, 177 (SANTO DOMINGO);4700;950572435;
 DESTO. HUERCAL- OVERA;ANDALUCIA;ALMERIA;HUERCAL-OVERA; PZA. DUQUE DE AHUMADA, 1;4600;950470429;
 DESTO. VERA;ANDALUCIA;ALMERIA;VERA; C/ MAYOR, 64;4620;950390718;
 PUESTO AUXILIAR DE ABLA;ANDALUCIA;ALMERIA;ABLA; AVDA. SANTOS MARTIRES 2;4510;950351007;
 PUESTO AUXILIAR DE CANTORIA;ANDALUCIA;ALMERIA;CANTORIA; C/ ROMERO, S/N;4850;950436607;
 PUESTO AUXILIAR DE ULEILA DEL CAMPO;ANDALUCIA;ALMERIA;ULEILA DEL CAMPO; C/ EMILIO PENA, S/N;4279;950363030;
 PUESTO DE ALBANCHEZ;ANDALUCIA;ALMERIA;ALBANCHEZ; C/ ALMERIA, 46;4857;950122029;
 PUESTO DE ALBOX;ANDALUCIA;ALMERIA;ALBOX; AVDA. ANDALUCIA, 36;4800;950430029;
 PUESTO DE ALHAMA DE ALMERIA;ANDALUCIA;ALMERIA;ALHAMA DE ALMERIA; C/ ARTES DE ARCOS MARCO, 3;4400;950641449;
 PUESTO DE BERJA;ANDALUCIA;ALMERIA;BERJA; PZA. CASTILLA, 1;4760;950490012;
 PUESTO DE CABO DE GATA;ANDALUCIA;ALMERIA;EL CABO DE GATA; C/ CUARTEL, 2;4150;950371100;
 PUESTO DE CANJAYAR;ANDALUCIA;ALMERIA;CANJAYAR; C/ SANTA CRUZ, 14;4450;950511087;
 PUESTO DE CARBONERAS;ANDALUCIA;ALMERIA;CARBONERAS; AVDA. ALMERIA, 2;4140;950454082;
 PUESTO DE CHIRIVEL;ANDALUCIA;ALMERIA;CHIRIVEL; AVDA. DE ANDALUCIA S/N;4825;950413026;
 PUESTO DE CUEVAS DE ALMANZORA;ANDALUCIA;ALMERIA;CUEVAS DE ALMANZORA;AVDA. ATRALES, 46;4610;950458094;
 PUESTO DE DALIAS;ANDALUCIA;ALMERIA;DALIAS; AVDA. LAS ALPUJARRAS, 30;4750;950495095;
 PUESTO DE FI—ANA;ANDALUCIA;ALMERIA;FI—ANA; AVDA. JUAN APARICIO, 1;4500;950352006;
 PUESTO DE FISCAL CARBONERAS;ANDALUCIA;ALMERIA;CARBONERAS;AVDA. ALMERIA, 2;4140;950454082;
 PUESTO DE GADOR;ANDALUCIA;ALMERIA;GADOR; C/ SANTA CRUZ, 1;4560;950646000;
 PUESTO DE GERGAL;ANDALUCIA;ALMERIA;GERGAL; C/ CRUZ DE MAYO, 1;4550;950353117;
 PUESTO DE HUERCAL OVERA;ANDALUCIA;ALMERIA;HUERCAL-OVERA; PZA.. DUQUE DE AHUMADA, 1;4600;950471112;
 PUESTO DE LAUJAR;ANDALUCIA;ALMERIA;LAUJAR DE ANDARAX; C/ COLON, 24;4470;950514116;
 PUESTO DE MACAEL;ANDALUCIA;ALMERIA;MACAEL; C/ AGUADILLA, S/N;4867;950128612;
 PUESTO DE MARIA;ANDALUCIA;ALMERIA;MARIA; C/ HORNOS, 13;4838;950417250;
 PUESTO DE NIJAR;ANDALUCIA;ALMERIA;NIJAR; C/ MALVINAS, 1;4100;950361111;
 PUESTO DE OLULA DEL RIO;ANDALUCIA;ALMERIA;OLULA DEL RIO; C/ MADRID, 21;4860;950440144;
 PUESTO DE ORIA;ANDALUCIA;ALMERIA;ORIA; C/ ANDALUCIA, 23;4810;950122758;
 PUESTO DE PULPI;ANDALUCIA;ALMERIA;PULPI; C/ EMILIO ZURANO, 24;4640;950464024;
 PUESTO DE PURCHENA;ANDALUCIA;ALMERIA;PURCHENA; C/ GRANADA, 8;4870;950423014;
 PUESTO DE SAN JOSE;ANDALUCIA;ALMERIA;SAN JOSE; C/ CASTILLO, S/N;4118;950380012;
 PUESTO DE SERON;ANDALUCIA;ALMERIA;SERON; C/ ERAS DEL OLIVAR, 21;4890;950426005;
 PUESTO DE SORBAS;ANDALUCIA;ALMERIA;SORBAS; C/ ALCALA, 2;4270;950364002;
 PUESTO DE TABERNAS;ANDALUCIA;ALMERIA;TABERNAS; PZA. DE LAS ANGUSTIAS, S44;4200;950362901;
 PUESTO DE TIJOLA;ANDALUCIA;ALMERIA;TIJOLA; AVDA. JOSE ANTONIO, S/N;4880;950420163;
 PUESTO DE TURRE;ANDALUCIA;ALMERIA;TURRE; C/ LA FRAGUA, 7;4639;950468222;
 PUESTO DE VELEZ BLANCO;ANDALUCIA;ALMERIA;VELEZ BLANCO; C/ MARQUES DE LOS VELEZ, S/N;4830;950614861;
 PUESTO DE VELEZ RUBIO;ANDALUCIA;ALMERIA;VELEZ RUBIO; C/ MESON, 2;4820;950412494;
 PUESTO DE VERA;ANDALUCIA;ALMERIA;VERA;C/ MAYOR, 64;4620;950393193;
 PUESTO DE ZURGENA;ANDALUCIA;ALMERIA;ZURGENA; C/ LA ALFOQUIA;4650;950438127;
 PUESTO P. DE ADRA;ANDALUCIA;ALMERIA;ADRA; C/ MARISMAS, 8;4770;950400673;
 PUESTO P. DE AGUADULCE;ANDALUCIA;ALMERIA;AGUADULCE-ROQUETAS DE MAR; AVDA. CARLOS III, 433;4720;950340194;
 PUESTO P. DE EL EJIDO;ANDALUCIA;ALMERIA;EL EJIDO; AVDA. OASIS, 177;4770;950480907;
 PUESTO P. DE GARRUCHA;ANDALUCIA;ALMERIA;GARRUCHA; C/ MAYOR, 256;4630;950617079;
 PUESTO P. DE HUERCAL DE ALMERIA;ANDALUCIA;ALMERIA;HUERCAL DE ALMERIA; C/ VIRGEN DEL PILAR, 1;4230;950300303;
 PUESTO P. DE ROQUETAS;ANDALUCIA;ALMERIA;ROQUETAS DE MAR; C/ DUQUE DE AHUMADA, 1;4740;950328415;
 PUESTO P. DE VICAR;ANDALUCIA;ALMERIA;VICAR; AVDA. BULEVAR CIUDAD DE VÕCAR, N∫ 790;4738;950554466;
 S. M. P. ALMERIA;ANDALUCIA;ALMERIA;ALMERIA;GLORIETA MANUEL FRAGA IRIBARNE S/N;4006;950280530;
 SECCION FISCAL PUERTO DE ALMERIA-DESTO. FISCAL Y DESTO. SEGURIDAD;ANDALUCIA;ALMERIA;ALMERIA; MUELLE LA RIVERA, S/N;4002;950235120;
 SUBSECTOR TRAF. ALMERIA;ANDALUCIA;ALMERIA;ALMERIA;GLORIETA MANUEL FRAGA IRIBARNE S/N;4006;950276187;
COMPA—ÕA PLANA MAYOR;ANDALUCIA;ALMERIA;ALMERIA;GLORIETA MANUEL FRAGA IRIBARNE S/N;4004;950256122 - EXT. 5150;
PLANA MAYOR COMPA—ÕA PLANA MAYOR;ANDALUCIA;ALMERIA;ALMERIA;GLORIETA MANUEL FRAGA IRIBARNE S/N;4004;950256122 - EXT. 5151;
 C. C. P. DE ALGECIRAS;ANDALUCIA;CADIZ;ALGECIRAS;AVDA. FUERZAS ARMADAS, 6;11202;956639847-4;
 C. C. P. DE TANGER;ANDALUCIA;CADIZ;ALGECIRAS;AVDA. FUERZAS ARMADAS, 6;11202;956639851-49;
 C.O.S.;ANDALUCIA;CADIZ;ALGECIRAS;AVDA. DE LA GUARDIA CIVIL, 2;11202;956587610;
 C.O.S.;ANDALUCIA;CADIZ;CADIZ; AVDA. DE LA INDEPENDENCIA, 1;11007;956221100;
 CMDA. ALGECIRAS;ANDALUCIA;CADIZ;ALGECIRAS;AVDA. DE LA GUARDIA CIVIL, 2;11202;956587610;
INTERVENCION ARMAS CMDA. ALGECIRAS;ANDALUCIA;CADIZ;ALGECIRAS;AVDA. DE LA GUARDIA CIVIL, 2;11202;956587610 EXT. 259;
U.O.P. JUDICIAL CMDA. ALGECIRAS;ANDALUCIA;CADIZ;ALGECIRAS;AVDA. DE LA GUARDIA CIVIL, 2;11202;956587610 EXT. 240;
EPRONA CMDA. ALGECIRAS;ANDALUCIA;CADIZ;ALGECIRAS;AVDA. DE LA GUARDIA CIVIL, 2;11202;956587610 EXT. 237;
COMPA—ÕA DE PLANA MAYOR;ANDALUCIA;CADIZ;ALGECIRAS;AVDA. DE LA GUARDIA CIVIL, 2;11202;956587610 EXT. 203;
 CMDA. C¡DIZ;ANDALUCIA;CADIZ;CADIZ; AVDA. DE LA INDEPENDENCIA, 1;11007;956293408;
 COMPA—IA DE CHICLANA DE LA FRONTERA;ANDALUCIA;CADIZ;CHICLANA DE LA FRONTERA; C/ TAJO, 2;11130;956400057;
 COMPA—IA DE JEREZ DE LA FRONTERA;ANDALUCIA;CADIZ;JEREZ DE LA FRONTERA; PSO. DE LAS DELICIAS, 7 Y 9;11406;956330362;
 COMPA—IA DE LA LINEA DE LA CONCEPCION;ANDALUCIA;CADIZ;LA LINEA DE LA CONCEPCION- ALGECIRAS; AVDA. LA BANQUETA, 8;11300;956174161;
PUESTO DE LA LINEA;ANDALUCIA;CADIZ;LA LINEA DE LA CONCEPCION- ALGECIRAS;AVDA. LA BANQUETA, 8;11300;956174161;
I. ARMAS Y EXPLOSIVOS COMPA—ÕA DE LA LINEA;ANDALUCIA;CADIZ;LA LINEA DE LA CONCEPCION- ALGECIRAS;AVDA. LA BANQUETA, 8;11300;956174161;
PAFIF LA LINEA;ANDALUCIA;CADIZ;LA LINEA DE LA CONCEPCION- ALGECIRAS;AVDA. LA BANQUETA, 8;11300;956174161;
EQUIPO P. J. SAN ROQUE-LA LINEA;ANDALUCIA;CADIZ;LA LINEA DE LA CONCEPCION- ALGECIRAS;AVDA. LA BANQUETA, 8;11300;956174161;
SECCION FISCAL ADUANA DE LA LINEA;ANDALUCIA;CADIZ;LA LINEA DE LA CONCEPCION- ALGECIRAS;CAMPO ESPA—OL, S/N;11300;956762890;
SECCION FISCAL ADUANA DE LA LINEA -ODAIFI;ANDALUCIA;CADIZ;LA LINEA DE LA CONCEPCION- ALGECIRAS;CAMPO ESPA—OL, S/N;11300;956763267;
 COMPA—IA DE TARIFA;ANDALUCIA;CADIZ;TARIFA- ALGECIRAS; AVDA. FUERZAS ARMADAS, 6;11380;956627149;
 COMPA—IA DE VILLAMARTIN;ANDALUCIA;CADIZ;VILLAMARTIN;C/NUESTRA SE—ORA DEL PILAR, 1;11650;956730009;
 COMPA—IA FISCAL DE C¡DIZ;ANDALUCIA;CADIZ;CADIZ; AVDA. DE LA INDEPENDENCIA, 1;11007;956293458 EXT. 592;
 COMPA—IA/PUESTO DE VEJER DE LA FRONTERA;ANDALUCIA;CADIZ;VEJER DE LA FRONTERA; C/ ZAFRA, 3;11150;956450707;
 DESTO. TR¡FICO ALGECIRAS;ANDALUCIA;CADIZ;ALGECIRAS;AVDA. DE LA GUARDIA CIVIL, 2;11202;956660170;
 DESTO. ARCOS DE FRONTERA;ANDALUCIA;CADIZ;VILLAMARTIN;C/NUESTRA SE—ORA DEL PILAR, 1;11650;956704084;
 DESTO. C¡DIZ;ANDALUCIA;CADIZ;CADIZ; C/ PUERTO REAL, S/n;11071;956261612;
 DESTO. JEREZ;ANDALUCIA;CADIZ;JEREZ DE LA FRONTERA; PSO. DE LAS DELICIAS, 7 Y 9;11406;956346124;
 EQUIPO P. J. TARIFA;ANDALUCIA;CADIZ;TARIFA- ALGECIRAS; AVDA. FUERZAS ARMADAS, 6;11380;956627036;
 GRUPO DE INFORMACION DE C¡DIZ;ANDALUCIA;CADIZ;CADIZ; AVDA. DE LA INDEPENDENCIA, 1;11007;956293408 EXT. 525;
 I. ARMAS Y EXPLOSIVOS COMPA—IA DE TARIFA;ANDALUCIA;CADIZ;TARIFA - ALGECIRAS; AVDA. FUERZAS ARMADAS, 6;11380;956627145;
COMPA—ÕA FISCAL ALGECIRAS;ANDALUCIA;CADIZ;ALGECIRAS;ESTACION MARITIMA, S/N - PUERTO ALGECIRAS;11207;956650305;
 OFICINA DE ANALISIS E INVESTIGACION (ODAIFI);ANDALUCIA;CADIZ;ALGECIRAS;ESTACION MARITIMA, S/N - PUERTO ALGECIRAS;11207;956634094;
SECCI”N FISCAL ADUANA DE ALGECIRAS;ANDALUCIA;CADIZ;ALGECIRAS;ESTACION MARITIMA, S/N - PUERTO ALGECIRAS;11207;956650305;
SECCI”N FISCAL ISLA VERDE;ANDALUCIA;CADIZ;ALGECIRAS;ESTACION MARITIMA, S/N - PUERTO ALGECIRAS;11207;956650305;
DESTO. SEGURIDAD PUERTO ALGECIRAS;ANDALUCIA;CADIZ;ALGECIRAS;ESTACION MARITIMA, S/N - PUERTO ALGECIRAS;11207;956650305;
 PAFIF TARIFA;ANDALUCIA;CADIZ;TARIFA- ALGECIRAS;AVDA. FUERZAS ARMADAS, 6;11380;956627036;
 PUESTO AUXILIAR DE BORNOS;ANDALUCIA;CADIZ;BORNOS; C/ RAMàN Y CAJAL, 19;11640;956712001;
 PUESTO AUXILIAR DE ESPERA;ANDALUCIA;CADIZ;ESPERA; C/ SAN PRUDENCIO, 2;11648;956721174;
 PUESTO DE ALCALA DE LOS GAZULES;ANDALUCIA;CADIZ;ALCALA DE LOS GAZULES; C/ REDIL DE SAN ANTONIO, 9;11180;956413326;
 PUESTO DE ALCALA DEL VALLE;ANDALUCIA;CADIZ;ALCALA DEL VALLE; C/ HUELVA S/N;11693;956135013;
 PUESTO DE ALGAR;ANDALUCIA;CADIZ;ALGAR; C/ ANDALUCIA, 2;11639;956710013;
 PUESTO DE ALGECIRAS;ANDALUCIA;CADIZ;ALGECIRAS;CTRA. CA-233 KM. 2 - SAN GARCIA;11207;956570717;
 PUESTO DE ALGODONALES;ANDALUCIA;CADIZ;ALGODONALES; C/ ARRABALERIA, 18;11680;956137027;
 PUESTO DE BENALUP;ANDALUCIA;CADIZ;CASAS VIEJAS; C/ SAN AGUSTIN, 17;11170;956424128;
 PUESTO DE CASTELLAR;ANDALUCIA;CADIZ;CASTELLAR DE LA FRONTERA- ALGECIRAS; C/ LOS NARANJOS S/N;11350;956647125;
DEPRONA ALCORNOCALES ALGECIRAS;ANDALUCIA;CADIZ;CASTELLAR DE LA FRONTERA- ALGECIRAS;C/ LOS NARANJOS S/N;11350;956647125;
 PUESTO DE CONIL DE LA FRONTERA;ANDALUCIA;CADIZ;CONIL DE LA FRONTERA; C/ CARRETERA, 28;11140;956440050;
 PUESTO DE PALMONES (DEPENDE DEL P. PRAL DE LOS BARRIOS;ANDALUCIA;CADIZ;PALMONES - ALGECIRAS;C/ SALABAR, 12 (solo viviendas);11379;956620013;
 PUESTO DE EL BOSQUE;ANDALUCIA;CADIZ;EL BOSQUE; AVDA. DIPUTACION, 15;11670;956716196;
 PUESTO DE EL PUERTO DE SANTA MARIA;ANDALUCIA;CADIZ;EL PUERTO DE SANTA MARIA; C/ JUAN LARA, 1;11500;956871332;
 PUESTO DE FACINAS;ANDALUCIA;CADIZ;FACINAS- ALGECIRAS; C/ ANDALUCIA, 12;11391;956687019;
 PUESTO DE GRAZALEMA;ANDALUCIA;CADIZ;GRAZALEMA; C/ SAN DANIEL, S/N;11610;956132112;
 PUESTO DE JIMENA DE LA FRONTERA;ANDALUCIA;CADIZ;JIMENA DE LA FRONTERA- ALGECIRAS;C/ PASADA ALCALA, 7;11330;956640009;
 PUESTO DE LA BARCA DE LA FLORIDA;ANDALUCIA;CADIZ;LA BARCA DE LA FLORIDA; CUARTEL S/N;11570;956163007;
 PUESTO DE MEDINA SIDONIA;ANDALUCIA;CADIZ;MEDINA SIDONIA; PZA. DE LA CORREDERA S/N;11170;956410107;
 PUESTO DE OLVERA;ANDALUCIA;CADIZ;OLVERA; C/ ACEITUNERA, 1;11690;956130013;
 PUESTO DE PATERNA RIVERA;ANDALUCIA;CADIZ;PATERNA DE RIVERA; AVDA.BLAS INFANTE, 27;11178;956416013;
 PUESTO DE PELAYO;ANDALUCIA;CADIZ;PELAYO- ALGECIRAS;CTRA. CA-233 KM. 2 - SAN GARCIA;11207;956570717;
 PUESTO DE PRADO DEL REY;ANDALUCIA;CADIZ;PRADO DEL REY; C/ PABLO DE OLAVIDES, 12;11660;956723013;
 PUESTO DE PUERTO REAL;ANDALUCIA;CADIZ;PUERTO REAL; C/ AMARGURA, 103;11510;956804056;
 PUESTO DE PUERTO SERRANO;ANDALUCIA;CADIZ;PUERTO SERRANO; AVDA. LAS ESCUELAS, 1;11659;956127211;
 PUESTO DE ROTA;ANDALUCIA;CADIZ;ROTA; C/ DUQUE DE AHUMADA, 2;11520;956810123;
 PUESTO DE SAN GARCIA;ANDALUCIA;CADIZ;ALGECIRAS;CTRA. CA-233 KM. 2 - SAN GARCIA;11207;956570717;
 PUESTO DE SAN JOSE DEL VALLE;ANDALUCIA;CADIZ;SAN JOSE DEL VALLE; C/ SAN MIGUEL, 5;11580;956160191;
 PUESTO DE SANLUCAR DE BARRAMEDA;ANDALUCIA;CADIZ;SANLUCAR DE BARRAMEDA; PAGO SAN JERONIMO S/N;11540;956385257;
 PUESTO DE SEGURIDAD Y FISCAL AERO. JEREZ FRONTERA;ANDALUCIA;CADIZ;JEREZ DE LA FRONTERA; DEPENDENCIAS INTERIOR AEROPUERTO JEREZ F.;11406;956150025;
 PUESTO DE SETENIL DE LAS BODEGAS;ANDALUCIA;CADIZ;SETENIL DE LAS BODEGAS; C/ SAN SEBASTIAN, 39;11692;956134013;
 PUESTO DE TORREPLATA;ANDALUCIA;CADIZ;TARIFA- ALGECIRAS;C/ ATARJEA S/N;11393;956439300;
 PUESTO DE TREBUJENA;ANDALUCIA;CADIZ;TREBUJENA; AVDA. CHIPIONA, 15 ;11560;956395100;
 PUESTO DE UBRIQUE;ANDALUCIA;CADIZ;UBRIQUE; AVDA.DE CADIZ, 41;11600;956460099;
 PUESTO DE VILLAMARTIN;ANDALUCIA;CADIZ;VILLAMARTIN;C/NUESTRA SE—ORA DEL PILAR, 1;11650;956730009;
 PUESTO DE ZAHARA DE LA SIERRA;ANDALUCIA;CADIZ;ZAHARA DE LA SIERRA; AVDA.ANDALUCIA, 12;11688;956123243;
 PUESTO DE ZONA FRANCA-CADIZ;ANDALUCIA;CADIZ;CADIZ; AVDA. EUROPA, NAVE 8, PTA. 11;11007;956255758;
 PUESTO P. DE ARCOS DE LA FRONTERA;ANDALUCIA;CADIZ;ARCOS DE LA FRONTERA;C/GUARDIA CIVIL,3;11630;956700052;
 PUESTO P. DE BARBATE DE FRANCO;ANDALUCIA;CADIZ;BARBATE; AVDA. ANDALUCIA ,  53;11160;956430011;
 PUESTO P. DE CHICLANA DE LA FRONTERA;ANDALUCIA;CADIZ;CHICLANA DE LA FRONTERA; C/ TAJO, 2;11130;956400057;
 PUESTO P. DE CHIPIONA;ANDALUCIA;CADIZ;CHIPIONA; C/ ADOLFO SUAREZ S/N;11550;956371499;
 PUESTO P. DE JEREZ;ANDALUCIA;CADIZ;JEREZ DE LA FRONTERA; PASEO DE LAS DELICIAS, 7 Y 9;11406;956330362;
 PUESTO P. DE GUADIARO;ANDALUCIA;CADIZ;PUEBLO NUEVO DE GUADIARO-SAN ROQUE;C/ GREDOS, 1;11311;956794304;
 PUESTO P. DE LOS BARRIOS;ANDALUCIA;CADIZ;LOS BARRIOS- ALGECIRAS; AVDA. PABLO PICASSO, 8;11370;956620013;
 PUESTO P. DE SAN ROQUE;ANDALUCIA;CADIZ;SAN ROQUE- ALGECIRAS; AVDA. CARLOS PACHECO, 2;11360;956780193;
PAPRONA SAN ROQUE;ANDALUCIA;CADIZ;SAN ROQUE- ALGECIRAS; AVDA. CARLOS PACHECO, 2;11360;956780193;
 PUESTO P. DE TARIFA;ANDALUCIA;CADIZ;TARIFA- ALGECIRAS; AVDA. FUERZAS ARMADAS, 6;11380;956627036;
 S. M. P. ALGECIRAS;ANDALUCIA;CADIZ;ALGECIRAS;MUELLE JUAN CARLOS I MODULO 2 - PUERTO ALGECIRAS;11201;956630923;
 S. M. P. CADIZ;ANDALUCIA;CADIZ;CADIZ; ESTACION NAVAL DE PUNTALES-1;11011;956266797;
 SECCION FISCAL DE CADIZ;ANDALUCIA;CADIZ;CADIZ; C/ VILLA DE BOUZA, S/N.;11071;956253370;
 SECCION FISCAL DEL PUERTO DE TARIFA;ANDALUCIA;CADIZ;TARIFA- ALGECIRAS;ESTACION MARITIMA, S/N - PUERTO TARIFA;11380;956627192;
 SECCION FISCAL DEL PUERTO DE TARIFA- ODAIFI;ANDALUCIA;CADIZ;TARIFA- ALGECIRAS;ESTACION MARITIMA, S/N - PUERTO TARIFA;11380;956627192;
DESTO. SEGURIDAD PUERTO TARIFA;ANDALUCIA;CADIZ;TARIFA- ALGECIRAS;ESTACION MARITIMA, S/N - PUERTO TARIFA;11380;956627192;
PACPRONA ALGECIRAS;ANDALUCIA;CADIZ;LOS BARRIOS- ALGECIRAS;AVDA. PABLO PICASSO, 8;11370;956620013;
 SEPRONA TARIFA;ANDALUCIA;CADIZ;TARIFA- ALGECIRAS; AVDA. FUERZAS ARMADAS, 6;11380;956627036;
 SUBSECTOR TRAF. CµDIZ;ANDALUCIA;CADIZ;CADIZ; C/ PUERTO REAL, S/n;11071;956231611;
 U.H.E.L.- 23 (CADIZ);ANDALUCIA;CADIZ;ROTA (3? ESCUADRILLA DE LA BASE NAVAL); BASE NAVAL DE ROTA;11530;956827187;
 U.H.E.L.- 23 (CADIZ);ANDALUCIA;CADIZ;ROTA (3? ESCUADRILLA DE LA BASE NAVAL); BASE NAVAL DE ROTA;11530;956810569;
 C.O.S.;ANDALUCIA;CORDOBA;CORDOBA; AVDA. MEDINA AZAHARA, 2;14005;957251100;
 CMDA. CORDOBA;ANDALUCIA;CORDOBA;CORDOBA; AVDA. MEDINA AZAHARA, 2;14005;957414111;
 COMPA—IA DE CORDOBA;ANDALUCIA;CORDOBA;CORDOBA; AVDA. MEDINA AZAHARA, 2;14005;957414111;
 COMPA—IA DE MONTILLA;ANDALUCIA;CORDOBA;MONTILLA; CTRA. DE ALMODOVAR, S/N;14550;957664518;
 COMPA—IA DE POZOBLANCO;ANDALUCIA;CORDOBA;POZOBLANCO; C/ DR. ANTONIO CABRERA 44;14400;957770092;
 COMPA—IA DE PRIEGO DE CORDOBA;ANDALUCIA;CORDOBA;LUCENA; AVDA. DE LA GUARDIA CIVIL, 1;14900;957543412;
 COMPA—IA DE PUEBLONUEVO;ANDALUCIA;CORDOBA;PE¥ARROYA-PUEBLONUEVO;" ""EL LLANO"" CONSTITUCION, 1";14200;957560337;
 DESTO. CORDOBA;ANDALUCIA;CORDOBA;CORDOBA; AVDA. MEDINA AZAHARA, 2;14005;957451159;
 DESTO. LUCENA;ANDALUCIA;CORDOBA;LUCENA; AVDA. DE LA GUARDIA CIVIL, S/n;14900;957500404;
 DESTO. PE—ARROYA;ANDALUCIA;CORDOBA;PE¥ARROYA-PUEBLONUEVO;" ""EL LLANO"" CONSTITUCION, 1";14200;957571204;
 EQUIPO P. J. MONTILLA;ANDALUCIA;CORDOBA;MONTILLA; CTRA. DE ALMODOVAR, S/N;14550;957650465;
 PUESTO AUXILIAR DE ALCARACEJOS (Base en Villanueva del Duque);ANDALUCIA;CORDOBA;ALCARACEJOS; C/ POZOBLANCO, 2;14480;957156033;
 PUESTO AUXILIAR DE CA—ETE (Base en Bujalance);ANDALUCIA;CORDOBA;BUJALANCE; EXTRAMUROS DE JESUS, 42;14650;957170040;
 PUESTO DE ADAMUZ;ANDALUCIA;CORDOBA;ADAMUZ; PUERTA LA VILLA, 24;14430;957166001;
 PUESTO DE AGUILAR DE LA FRONTERA;ANDALUCIA;CORDOBA;AGUILAR DE LA FRONTERA; C/ ALONSO DE AGUILAR, 9;14920;957660013;
 PUESTO DE ALMODOVAR DEL RIO;ANDALUCIA;CORDOBA;ALMODOVAR DEL RIO; CTRA. ESTACION, 15;14720;957635027;
 PUESTO DE BELMEZ;ANDALUCIA;CORDOBA;BELMEZ; PZA. EL SANTO, 7;14240;957580015;
 PUESTO DE BENAMEJI;ANDALUCIA;CORDOBA;BENAMEJI; PZA. ANDALUCIA, 5;14910;957530027;
 PUESTO DE BUJALANCE;ANDALUCIA;CORDOBA;BUJALANCE; EXTRAMUROS DE JESUS, 42;14650;957170040;
 PUESTO DE CABRA;ANDALUCIA;CORDOBA;CABRA; AVDA. ANDALUCIA, 1;14940;957525686;
 PUESTO DE CARCABUEY;ANDALUCIA;CORDOBA;CARCABUEY; CUESTA CENTELLA, 37;14810;957553020;
 PUESTO DE CARDE—A;ANDALUCIA;CORDOBA;CARDE¥A; C/ ANTONIO MACHADO, 63;14545;957174019;
 PUESTO DE CASTRO DEL RIO;ANDALUCIA;CORDOBA;CASTRODELRIO; AVDA. DIPUTACION, 66;14840;957370119;
 PUESTO DE CERRO MURIANO;ANDALUCIA;CORDOBA;CERROMURIANO; CTRA. ALMADEN, S/N;14350;957350013;
 PUESTO DE CORDOBA- CAPITAL;ANDALUCIA;CORDOBA;CORDOBA; AVDA. MEDINA AZAHARA, 2;14005;957414111;
 PUESTO DE DOS TORRES;ANDALUCIA;CORDOBA;DOS TORRES; C/ DR. CORNEJO S/N;14460;957134004;
 PUESTO DE EL CARPIO;ANDALUCIA;CORDOBA;EL CARPIO; AVDA. ECCE HOMO S/N;14620;957180015;
 PUESTO DE EL VISO;ANDALUCIA;CORDOBA;EL VISO; AVDA. DEL PARQUE, 10;14470;957127002;
 PUESTO DE ESPEJO;ANDALUCIA;CORDOBA;ESPEJO; C/ REGIONES DESVASTADAS, 3;14830;957376013;
 PUESTO DE ESPIEL;ANDALUCIA;CORDOBA;ESPIEL; C/ HUERTOS S/N;14220;957363021;
 PUESTO DE FERNAN NU—EZ;ANDALUCIA;CORDOBA;FERNAN NU¥EZ; C/ SAN SEBASTIAN, 15;14520;957380007;
 PUESTO DE FUENTE PALMERA;ANDALUCIA;CORDOBA;FUENTE PALMERA; C/ CARLOS III, 18;14120;957638003;
 PUESTO DE FUENTE TOJAR;ANDALUCIA;CORDOBA;FUENTE-TOJAR; C/ SERAS, 10;14815;957556026;
 PUESTO DE FUENTEOVEJUNA;ANDALUCIA;CORDOBA;FUENTE OVEJUNA; PZA. SAN SEBASTIAN, 35;14290;957584012;
 PUESTO DE HINOJOSA DEL DUQUE;ANDALUCIA;CORDOBA;HINOJOSA DEL DUQUE; AVDA. DEL PARQUE, 25;14270;957140012;
 PUESTO DE HORNACHUELOS;ANDALUCIA;CORDOBA;HORNACHUELOS; EXPLANADA DEL KIOSCO, S/N;14740;957640065;
 PUESTO DE IZNAJA;ANDALUCIA;CORDOBA;IZNAJAR; C/ DOCTOR MOLINA LOPEZ;14970;957534842;
 PUESTO DE LA CARLOTA;ANDALUCIA;CORDOBA;LA CARLOTA; C/ JULIO ROMERO DE TORRES, 30;14100;957301311;
 PUESTO DE LA RAMBLA;ANDALUCIA;CORDOBA;LA RAMBLA; C/ BARRIOS, 17;14540;957684141;
 PUESTO DE LA VICTORIA;ANDALUCIA;CORDOBA;LA VICTORIA; C/ DUQUE DE RIVAS, 36;14140;957308011;
