CP,Municipio,Total Comercios,B_E Industria,F Construcción,"Comercio, transporte y hostelería",J Información y comunicaciones,K Actividades financieras y de seguros,L Actividades inmobiliarias,Actividades profesionales y técnicas,"Educación, sanidad y servicios sociales",Otros servicios personales,Total servicios
 16160,Pineda de Gigüela,., , , , , , , , , , 
 16161,Piqueras del Castillo,., , , , , , , , , , 
 16162,Portalrubio de Guadamejud,., , , , , , , , , , 
 16163,Portilla,., , , , , , , , , , 
 16165,Poyatos,7, , , , , , , , , , 
 16166,Pozoamargo,26, , , , , , , , , , 
 16167,Pozorrubio de Santiago,18, , , , , , , , , , 
 16169,"Pozuelo, El",., , , , , , , , , , 
 16170,Priego,71, , , , , , , , , , 
 16171,"Provencio, El",142,17,19,77, , , , , , ,29
 16172,Puebla de Almenara,17, , , , , , , , , , 
 16173,"Valle de Altomira, El",7, , , , , , , , , , 
 16174,Puebla del Salvador,6, , , , , , , , , , 
 16175,Quintanar del Rey,571,53,153,215,.,.,20,51,27,44,150
 16176,Rada de Haro,., , , , , , , , , , 
 16177,Reíllo,4, , , , , , , , , , 
 16181,Rozalén del Monte,4, , , , , , , , , , 
 16185,Saceda-Trasierra,., , , , , , , , , , 
 16186,Saelices,28, , , , , , , , , , 
 16187,Salinas del Manzano,., , , , , , , , , , 
 16188,Salmeroncillos,12, , , , , , , , , , 
 16189,Salvacañete,26, , , , , , , , , , 
 16190,San Clemente,581,57,78,277,.,13,.,57,29,55,169
 16191,San Lorenzo de la Parrilla,121,8,16,66, , , , , , ,31
 16192,San Martín de Boniches,., , , , , , , , , , 
 16193,San Pedro Palmiches,., , , , , , , , , , 
 16194,Santa Cruz de Moya,16, , , , , , , , , , 
 16195,Santa María del Campo Rus,35, , , , , , , , , , 
 16196,Santa María de los Llanos,24, , , , , , , , , , 
 16197,Santa María del Val,6, , , , , , , , , , 
 16198,Sisante,112,16,14,50, , , , , , ,32
 16199,Solera de Gabaldón,., , , , , , , , , , 
 16202,Talayuelas,67, , , , , , , , , , 
 16203,Tarancón,"1,024",83,143,422,.,.,36,141,60,105,376
 16204,Tébar,22, , , , , , , , , , 
 16205,Tejadillos,7, , , , , , , , , , 
 16206,Tinajas,15, , , , , , , , , , 
 16209,Torralba,5, , , , , , , , , , 
 16211,Torrejoncillo del Rey,26, , , , , , , , , , 
 16212,Torrubia del Campo,19, , , , , , , , , , 
 16213,Torrubia del Castillo,., , , , , , , , , , 
 16215,Tragacete,22, , , , , , , , , , 
 16216,Tresjuncos,15, , , , , , , , , , 
 16217,Tribaldos,6, , , , , , , , , , 
 16218,Uclés,6, , , , , , , , , , 
 16219,Uña,13, , , , , , , , , , 
 16224,Valdemeca,6, , , , , , , , , , 
 16225,Valdemorillo de la Sierra,., , , , , , , , , , 
 16227,Valdemoro-Sierra,10, , , , , , , , , , 
 16228,Valdeolivas,15, , , , , , , , , , 
 16231,Valhermoso de la Fuente,., , , , , , , , , , 
 16234,Valsalobre,., , , , , , , , , , 
 16236,Valverde de Júcar,123,17,20,57, , , , , , ,29
 16237,Valverdejo,., , , , , , , , , , 
 16238,Vara de Rey,33, , , , , , , , , , 
 16239,Vega del Codorno,10, , , , , , , , , , 
 16240,Vellisca,11, , , , , , , , , , 
 16242,Villaconejos de Trabaque,28, , , , , , , , , , 
 16243,Villaescusa de Haro,39, , , , , , , , , , 
 16244,Villagarcía del Llano,46, , , , , , , , , , 
 16245,Villalba de la Sierra,32, , , , , , , , , , 
 16246,Villalba del Rey,24, , , , , , , , , , 
 16247,Villalgordo del Marquesado,., , , , , , , , , , 
 16248,Villalpardo,57,6,12,29, , , , , , ,10
 16249,Villamayor de Santiago,148,22,33,60, , , , , , ,33
 16250,Villanueva de Guadamejud,., , , , , , , , , , 
 16251,Villanueva de la Jara,189,35,30,88, , , , , , ,36
 16253,Villar de Cañas,23, , , , , , , , , , 
 16254,Villar de Domingo García,9, , , , , , , , , , 
 16255,Villar de la Encina,4, , , , , , , , , , 
 16258,Villar del Humo,12, , , , , , , , , , 
 16259,Villar del Infantado,6, , , , , , , , , , 
 16263,Villar de Olalla,62,.,.,24, , , , , , ,22
 16264,Villarejo de Fuentes,26, , , , , , , , , , 
 16265,Villarejo de la Peñuela,., , , , , , , , , , 
 16266,Villarejo-Periesteban,30, , , , , , , , , , 
 16269,Villares del Saz,45, , , , , , , , , , 
 16270,Villarrubio,21, , , , , , , , , , 
 16271,Villarta,49, , , , , , , , , , 
 16272,Villas de la Ventosa,12, , , , , , , , , , 
 16273,Villaverde y Pasaconsol,15, , , , , , , , , , 
 16274,Víllora,., , , , , , , , , , 
 16275,Vindel,., , , , , , , , , , 
 16276,Yémeda,4, , , , , , , , , , 
 16277,Zafra de Záncara,11, , , , , , , , , , 
 16278,Zafrilla,4, , , , , , , , , , 
 16279,Zarza de Tajo,11, , , , , , , , , , 
 16280,Zarzuela,9, , , , , , , , , , 
 16901,Campos del Paraíso,48, , , , , , , , , , 
 16902,Valdetórtola,., , , , , , , , , , 
 16903,"Valeras, Las",163,69,38,44, , , , , , ,12
 16904,Fuentenava de Jábaga,40, , , , , , , , , , 
 16905,Arcas,126,5,21,44, , , , , , ,56
 16906,"Valdecolmenas, Los",5, , , , , , , , , , 
 16908,Pozorrubielos de la Mancha,19, , , , , , , , , , 
 16909,Sotorribas,49, , , , , , , , , , 
 16910,Villar y Velasco,., , , , , , , , , , 
 17 Gi,ona,"63,357","3,751","9,896","21,211",911,"1,191","5,064","10,114","4,391","6,828","28,499"
 17001,Agullana,64, , , , , , , , , , 
 17002,Aiguaviva,174, , , , , , , , , , 
 17003,Albanyà,11, , , , , , , , , , 
 17004,Albons,67, , , , , , , , , , 
 17005,"Far d'Empordà, El",39, , , , , , , , , , 
 17006,Alp,223,7,34,73, , , , , , ,109
 17007,Amer,143,18,19,45, , , , , , ,61
 17008,Anglès,339,27,66,117,.,.,26,35,21,43,129
 17009,Arbúcies,491,77,58,142,6,9,37,64,29,69,214
 17010,Argelaguer,42, , , , , , , , , , 
 17011,"Armentera, L'",71, , , , , , , , , , 
 17012,Avinyonet de Puigventós,117,7,34,44, , , , , , ,32
 17013,Begur,454,17,101,126, , , , , , ,210
 17014,"Vajol, La",6, , , , , , , , , , 
 17015,Banyoles,"1,715",145,215,463,28,43,116,332,162,211,892
 17016,Bàscara,91, , , , , , , , , , 
 17018,Bellcaire d'Empordà,66, , , , , , , , , , 
 17019,Besalú,246,24,32,85, , , , , , ,105
 17020,Bescanó,378,40,62,132, , , , , , ,144
 17021,Beuda,19, , , , , , , , , , 
 17022,"Bisbal d'Empordà, La",785,45,134,246,8,16,68,133,46,89,360
 17023,Blanes,"2,443",85,353,884,24,56,211,331,202,297,"1,121"
 17024,Bolvir,40, , , , , , , , , , 
 17025,Bordils,89,9,11,28, , , , , , ,41
 17026,Borrassà,65, , , , , , , , , , 
 17027,Breda,244,30,36,82, , , , , , ,96
 17028,Brunyola i Sant Martí Sapresa,29, , , , , , , , , , 
 17029,Boadella i les Escaules,14, , , , , , , , , , 
 17030,Cabanes,109, , , , , , , , , , 
 17031,Cabanelles,25, , , , , , , , , , 
 17032,Cadaqués,332,14,63,135, , , , , , ,120
 17033,Caldes de Malavella,483,22,78,185,8,14,30,54,44,48,198
 17034,Calonge i Sant Antoni,928,22,212,268,15,14,90,148,78,81,426
 17035,Camós,39, , , , , , , , , , 
 17036,Campdevànol,196,25,39,61, , , , , , ,71
 17037,Campelles,13, , , , , , , , , , 
 17038,Campllong,86, , , , , , , , , , 
 17039,Camprodon,259,15,52,96, , , , , , ,96
 17040,Canet d'Adri,60, , , , , , , , , , 
 17041,Cantallops,26, , , , , , , , , , 
 17042,Capmany,68, , , , , , , , , , 
 17043,Queralbs,21, , , , , , , , , , 
 17044,Cassà de la Selva,785,88,133,223,17,14,51,129,45,85,341
 17046,Castellfollit de la Roca,72, , , , , , , , , , 
 17047,Castelló d'Empúries,"1,306",66,257,486,10,15,144,172,48,108,497
 17048,Castell-Platja d'Aro,"1,268",20,247,436,10,27,172,196,41,119,565
 17049,Celrà,425,28,55,144,5,10,32,62,27,62,198
 17050,Cervià de Ter,72, , , , , , , , , , 
 17051,Cistella,26, , , , , , , , , , 
 17052,Siurana,21, , , , , , , , , , 
 17054,Colera,27, , , , , , , , , , 
 17055,Colomers,22, , , , , , , , , , 
 17056,Cornellà del Terri,329,72,56,93, , , , , , ,108
 17057,Corçà,129,11,19,48, , , , , , ,51
 17058,Crespià,31, , , , , , , , , , 
 17060,Darnius,33, , , , , , , , , , 
 17061,Das,22, , , , , , , , , , 
 17062,"Escala, L'",889,37,167,318,7,15,88,141,36,80,367
 17063,Espinelves,24, , , , , , , , , , 
 17064,Espolla,25, , , , , , , , , , 
 17065,Esponellà,32, , , , , , , , , , 
 17066,Figueres,"3,722",167,481,"1,400",69,107,284,613,268,333,"1,674"
 17067,Flaçà,73,7,5,30, , , , , , ,31
 17068,Foixà,27, , , , , , , , , , 
 17069,Fontanals de Cerdanya,48, , , , , , , , , , 
 17070,Fontanilles,19, , , , , , , , , , 
 17071,Fontcoberta,126,16,16,37, , , , , , ,57
 17073,Fornells de la Selva,318,20,49,121, , , , , , ,128
 17074,Fortià,52, , , , , , , , , , 
 17075,Garrigàs,36, , , , , , , , , , 
 17076,Garrigoles,7, , , , , , , , , , 
 17077,Garriguella,80, , , , , , , , , , 
 17078,Ger,46, , , , , , , , , , 
 17079,Girona,"9,419",305,897,"2,493",216,246,887,"2,200","1,025","1,150","5,724"
 17080,Gombrèn,15, , , , , , , , , , 
 17081,Gualta,51, , , , , , , , , , 
 17082,Guils de Cerdanya,46, , , , , , , , , , 
 17083,Hostalric,260,32,47,86, , , , , , ,95
 17084,Isòvol,30, , , , , , , , , , 
 17085,Jafre,36, , , , , , , , , , 
 17086,"Jonquera, La",479,10,64,292, , , , , , ,113
 17087,Juià,34, , , , , , , , , , 
 17088,Lladó,55, , , , , , , , , , 
 17089,Llagostera,651,42,135,203,8,15,46,93,29,80,271
 17090,Llambilles,94, , , , , , , , , , 
 17091,Llanars,53, , , , , , , , , , 
 17092,Llançà,419,18,81,159, , , , , , ,161
 17093,Llers,141,9,21,65, , , , , , ,46
 17094,Llívia,188,7,39,70, , , , , , ,72
 17095,Lloret de Mar,"2,842",52,419,"1,113",26,42,292,414,150,334,"1,258"
 17096,"Llosses, Les",17, , , , , , , , , , 
 17097,Madremanya,32, , , , , , , , , , 
 17098,Maià de Montcal,43, , , , , , , , , , 
 17099,Meranges,10, , , , , , , , , , 
 17100,Masarac,20, , , , , , , , , , 
 17101,Massanes,48, , , , , , , , , , 
 17102,Maçanet de Cabrenys,57, , , , , , , , , , 
 17103,Maçanet de la Selva,450,29,86,160,10,4,36,43,15,67,175
 17105,Mieres,21, , , , , , , , , , 
 17106,Mollet de Peralada,17, , , , , , , , , , 
 17107,Molló,41, , , , , , , , , , 
 17109,Montagut i Oix,90, , , , , , , , , , 
 17110,Mont-ras,183,6,44,64, , , , , , ,69
 17111,Navata,107,4,17,36, , , , , , ,50
 17112,Ogassa,22, , , , , , , , , , 
 17114,Olot,"2,421",193,314,785,54,45,162,391,219,258,"1,129"
 17115,Ordis,32, , , , , , , , , , 
 17116,Osor,32, , , , , , , , , , 
 17117,Palafrugell,"1,699",73,377,557,20,28,146,233,101,164,692
 17118,Palamós,"1,486",60,277,509,15,24,147,201,110,143,640
 17119,Palau de Santa Eulàlia,16, , , , , , , , , , 
 17120,Palau-saverdera,110,6,21,27, , , , , , ,56
 17121,Palau-sator,35, , , , , , , , , , 
 17122,Palmerola, , , , , , , , , , , 
 17123,Palol de Revardit,70, , , , , , , , , , 
 17124,Pals,271,12,49,88, , , , , , ,122
 17125,Pardines,11, , , , , , , , , , 
 17126,Parlavà,28, , , , , , , , , , 
 17128,Pau,45, , , , , , , , , , 
 17129,Pedret i Marzà,17, , , , , , , , , , 
 17130,"Pera, La",53, , , , , , , , , , 
 17132,Peralada,198,6,31,62, , , , , , ,99
 17133,"Planes d'Hostoles, Les",118,11,21,40, , , , , , ,46
 17134,Planoles,32, , , , , , , , , , 
 17135,Pont de Molins,60, , , , , , , , , , 
 17136,Pontós,32, , , , , , , , , , 
 17137,Porqueres,375,49,80,101, , , , , , ,145
 17138,Portbou,67,.,.,32, , , , , , ,23
 17139,"Preses, Les",192,35,27,57, , , , , , ,73
 17140,"Port de la Selva, El",111, , , , , , , , , , 
 17141,Puigcerdà,"1,026",32,270,364,6,19,73,133,49,80,360
 17142,Quart,264,22,38,76, , , , , , ,128
 17143,Rabós,17, , , , , , , , , , 
 17144,Regencós,28, , , , , , , , , , 
 17145,Ribes de Freser,159,12,29,64, , , , , , ,54
 17146,Riells i Viabrea,279,32,44,107, , , , , , ,96
 17147,Ripoll,709,57,90,250,7,17,38,119,54,77,312
 17148,Riudarenes,147,23,27,49, , , , , , ,48
 17149,Riudaura,43, , , , , , , , , , 
 17150,Riudellots de la Selva,337,56,47,133, , , , , , ,101
 17151,Riumors,17, , , , , , , , , , 
 17152,Roses,"1,729",69,325,618,35,32,171,267,67,145,717
 17153,Rupià,35, , , , , , , , , , 
 17154,Sales de Llierca,16, , , , , , , , , , 
 17155,Salt,"1,380",58,170,563,20,17,79,154,89,230,589
 17157,Sant Andreu Salou,21, , , , , , , , , , 
 17158,Sant Climent Sescebes,45, , , , , , , , , , 
 17159,Sant Feliu de Buixalleu,111, , , , , , , , , , 
 17160,Sant Feliu de Guíxols,"1,624",61,332,483,24,31,155,261,120,157,748
 17161,Sant Feliu de Pallerols,93,10,11,23, , , , , , ,49
 17162,Sant Ferriol,23, , , , , , , , , , 
 17163,Sant Gregori,331,20,41,95, , , , , , ,175
 17164,Sant Hilari Sacalm,397,45,56,140,.,.,28,36,32,51,156
 17165,Sant Jaume de Llierca,75, , , , , , , , , , 
 17166,Sant Jordi Desvalls,65, , , , , , , , , , 
 17167,Sant Joan de les Abadesses,232,26,21,83, , , , , , ,102
 17168,Sant Joan de Mollet,38, , , , , , , , , , 
 17169,Sant Julià de Ramis,331,28,60,109, , , , , , ,134
 17170,Vallfogona de Ripollès,15, , , , , , , , , , 
 17171,Sant Llorenç de la Muga,29, , , , , , , , , , 
 17172,Sant Martí de Llémena,54, , , , , , , , , , 
 17173,Sant Martí Vell,29, , , , , , , , , , 
 17174,Sant Miquel de Campmajor,20, , , , , , , , , , 
 17175,Sant Miquel de Fluvià,48, , , , , , , , , , 
 17176,Sant Mori,20, , , , , , , , , , 
 17177,Sant Pau de Segúries,60, , , , , , , , , , 
 17178,Sant Pere Pescador,177,7,28,73, , , , , , ,69
 17180,Santa Coloma de Farners,936,61,127,324,9,17,83,132,61,122,424
 17181,Santa Cristina d'Aro,512,14,110,141,4,8,50,94,42,49,247
 17182,Santa Llogaia d'Àlguema,51, , , , , , , , , , 
 17183,Sant Aniol de Finestres,26, , , , , , , , , , 
 17184,Santa Pau,148,10,27,43, , , , , , ,68
 17185,Sant Joan les Fonts,263,55,44,74, , , , , , ,90
 17186,Sarrià de Ter,344,32,42,141,5,6,25,41,20,32,129
 17187,"Saus, Camallera i Llampaies",68, , , , , , , , , , 
 17188,"Selva de Mar, La",11, , , , , , , , , , 
 17189,"Cellera de Ter, La",159,16,28,52, , , , , , ,63
 17190,Serinyà,94,8,17,27, , , , , , ,42
 17191,Serra de Daró,39, , , , , , , , , , 
 17192,Setcases,34, , , , , , , , , , 
 17193,Sils,439,33,63,161,4,7,30,52,22,67,182
 17194,Susqueda,13, , , , , , , , , , 
 17195,"Tallada d'Empordà, La",59, , , , , , , , , , 
 17196,Terrades,19, , , , , , , , , , 
 17197,Torrent,39, , , , , , , , , , 
 17198,Torroella de Fluvià,66, , , , , , , , , , 
 17199,Torroella de Montgrí,"1,007",34,191,372,11,15,83,144,58,99,410
 17200,Tortellà,76, , , , , , , , , , 
 17201,Toses,5, , , , , , , , , , 
 17202,Tossa de Mar,476,9,57,203,6,9,61,55,18,58,207
 17203,Ultramort,15, , , , , , , , , , 
 17204,Ullà,86,8,19,27, , , , , , ,32
 17205,Ullastret,26, , , , , , , , , , 
 17206,Urús,22, , , , , , , , , , 
 17207,"Vall d'en Bas, La",255,32,28,81, , , , , , ,114
 17208,"Vall de Bianya, La",126,17,20,46, , , , , , ,43
 17209,Vall-llobrega,93, , , , , , , , , , 
 17210,Ventalló,68, , , , , , , , , , 
 17211,Verges,113,5,33,24, , , , , , ,51
 17212,Vidrà,21, , , , , , , , , , 
 17213,Vidreres,547,26,98,193,4,18,25,84,30,69,230
 17214,Vilabertran,62, , , , , , , , , , 
 17215,Vilablareix,293,27,43,102, , , , , , ,121
 17216,Viladasens,20, , , , , , , , , , 
 17217,Viladamat,52, , , , , , , , , , 
 17218,Vilademuls,87, , , , , , , , , , 
 17220,Viladrau,119,4,23,41, , , , , , ,51
 17221,Vilafant,407,31,97,132,7,7,26,41,28,38,147
 17222,Vilaür,17, , , , , , , , , , 
 17223,Vilajuïga,89,11,17,25, , , , , , ,36
 17224,Vilallonga de Ter,52, , , , , , , , , , 
 17225,Vilamacolum,35, , , , , , , , , , 
 17226,Vilamalla,226,43,25,114, , , , , , ,44
 17227,Vilamaniscle,14, , , , , , , , , , 
 17228,Vilanant,44, , , , , , , , , , 
 17230,Vila-sacra,102, , , , , , , , , , 
 17232,Vilopriu,23, , , , , , , , , , 
 17233,Vilobí d'Onyar,275,25,39,114, , , , , , ,97
 17234,Biure,17, , , , , , , , , , 
 17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",116,10,20,32, , , , , , ,54
 17902,Forallac,256,51,33,74, , , , , , ,98
 17903,Sant Julià del Llor i Bonmatí,87,8,21,32, , , , , , ,26
 18 Gr,nada,"60,020","3,523","7,147","24,553",905,"1,371","2,089","10,041","4,922","5,469","24,797"
 18001,Agrón,7, , , , , , , , , , 
 18002,Alamedilla,11, , , , , , , , , , 
 18003,Albolote,"1,627",134,167,743,33,37,47,217,114,135,583
 18004,Albondón,35, , , , , , , , , , 
 18005,Albuñán,13, , , , , , , , , , 
 18006,Albuñol,233,14,35,124,.,7,.,17,10,17,60
 18007,Albuñuelas,21, , , , , , , , , , 
 18010,Aldeire,36, , , , , , , , , , 
 18011,Alfacar,349,35,54,159,.,.,9,35,17,35,101
 18012,Algarinejo,75,11,10,46, , , , , , ,8
 18013,Alhama de Granada,344,34,55,158,.,.,9,38,14,30,97
 18014,Alhendín,550,51,69,210,16,11,10,100,33,50,220
 18015,Alicún de Ortega,8, , , , , , , , , , 
 18016,Almegíjar,10, , , , , , , , , , 
 18017,Almuñécar,"2,043",69,265,887,25,36,109,311,139,202,822
 18018,Alquife,22, , , , , , , , , , 
 18020,Arenas del Rey,24,.,.,13, , , , , , ,6
 18021,Armilla,"1,694",76,171,771,35,38,51,270,123,159,676
 18022,Atarfe,"1,302",108,166,580,20,24,39,141,92,132,448
 18023,Baza,"1,541",130,196,720,11,55,27,186,99,117,495
 18024,Beas de Granada,44, , , , , , , , , , 
 18025,Beas de Guadix,6, , , , , , , , , , 
 18027,Benalúa,173,29,31,76, , , , , , ,37
 18028,Benalúa de las Villas,45,7,8,25, , , , , , ,5
 18029,Benamaurel,105,15,16,51, , , , , , ,23
 18030,Bérchules,40, , , , , , , , , , 
 18032,Bubión,45, , , , , , , , , , 
 18033,Busquístar,21, , , , , , , , , , 
 18034,Cacín,10, , , , , , , , , , 
 18035,Cádiar,95,8,14,50, , , , , , ,23
 18036,Cájar,332,20,40,100,6,6,14,70,48,28,172
 18037,Calicasas,34, , , , , , , , , , 
 18038,Campotéjar,51,9,7,21, , , , , , ,14
 18039,Caniles,232,27,32,114, , , , , , ,59
 18040,Cáñar,10, , , , , , , , , , 
 18042,Capileira,64, , , , , , , , , , 
 18043,Carataunas,8, , , , , , , , , , 
 18044,Cástaras,8, , , , , , , , , , 
 18045,Castilléjar,57,5,10,27, , , , , , ,15
 18046,Castril,109,8,18,66, , , , , , ,17
 18047,Cenes de la Vega,531,15,60,211,12,21,14,100,40,58,245
 18048,Cijuela,176,16,24,84, , , , , , ,52
 18049,Cogollos de Guadix,32, , , , , , , , , , 
 18050,Cogollos de la Vega,62,5,6,34, , , , , , ,17
 18051,Colomera,53,6,4,35, , , , , , ,8
 18053,Cortes de Baza,75,8,14,35, , , , , , ,18
 18054,Cortes y Graena,42, , , , , , , , , , 
 18056,Cúllar,227,35,30,122, , , , , , ,40
 18057,Cúllar Vega,486,20,94,193,7,11,17,58,29,57,179
 18059,Chauchina,381,44,68,195,.,.,7,33,4,26,74
 18061,Chimeneas,39,5,9,20, , , , , , ,5
 18062,Churriana de la Vega,978,66,129,399,23,21,30,146,84,80,384
 18063,Darro,46,.,10,28, , , , , , ,.
 18064,Dehesas de Guadix,14, , , , , , , , , , 
 18065,Dehesas Viejas,5, , , , , , , , , , 
 18066,Deifontes,98,11,24,49, , , , , , ,14
 18067,Diezma,39, , , , , , , , , , 
 18068,Dílar,88,5,18,21, , , , , , ,44
 18069,Dólar,37, , , , , , , , , , 
 18070,Dúdar,13, , , , , , , , , , 
 18071,Dúrcal,475,44,68,200,4,7,8,59,43,42,163
 18072,Escúzar,49, , , , , , , , , , 
 18074,Ferreira,15, , , , , , , , , , 
 18076,Fonelas,37, , , , , , , , , , 
 18078,Freila,44, , , , , , , , , , 
 18079,Fuente Vaqueros,256,32,36,124, , , , , , ,64
 18082,Galera,59,5,13,25, , , , , , ,16
 18083,Gobernador,8, , , , , , , , , , 
 18084,Gójar,382,24,52,148,8,9,11,74,25,31,158
 18085,Gor,35, , , , , , , , , , 
 18086,Gorafe,11, , , , , , , , , , 
 18087,Granada,"19,202",524,"1,606","6,148",427,497,977,"4,894","2,349","1,780","10,924"
 18088,Guadahortuna,50,5,7,31, , , , , , ,7
 18089,Guadix,"1,222",94,160,556,7,25,16,147,92,125,412
 18093,Gualchos,161,5,22,76,.,.,6,27,8,13,58
 18094,Güéjar Sierra,134,9,22,63, , , , , , ,40
 18095,Güevéjar,130,5,32,58, , , , , , ,35
 18096,Huélago,11, , , , , , , , , , 
 18097,Huéneja,54,6,12,23, , , , , , ,13
 18098,Huéscar,520,45,83,229,.,.,12,53,34,55,163
 18099,Huétor de Santillán,111,14,17,45, , , , , , ,35
 18100,Huétor Tájar,530,55,72,259,.,.,12,52,23,44,144
 18101,Huétor Vega,845,46,106,302,21,29,23,163,80,75,391
 18102,Íllora,464,31,51,265,.,14,.,36,19,44,117
 18103,Ítrabo,22,.,.,10, , , , , , ,7
 18105,Iznalloz,234,20,27,140,.,.,.,14,7,19,47
 18106,Játar,7, , , , , , , , , , 
 18107,Jayena,43,.,.,26, , , , , , ,8
 18108,Jérez del Marquesado,48, , , , , , , , , , 
 18109,Jete,25, , , , , , , , , , 
 18111,Jun,228,15,23,106, , , , , , ,84
 18112,Juviles,13, , , , , , , , , , 
 18114,"Calahorra, La",36, , , , , , , , , , 
 18115,Láchar,188,23,23,95, , , , , , ,47
 18116,Lanjarón,202,18,18,108, , , , , , ,58
 18117,Lanteira,11, , , , , , , , , , 
 18119,Lecrín,130,11,18,61, , , , , , ,40
 18120,Lentegí,16, , , , , , , , , , 
 18121,Lobras,4, , , , , , , , , , 
 18122,Loja,"1,237",111,158,572,19,35,57,146,50,89,396
 18123,Lugros,10, , , , , , , , , , 
 18124,Lújar,16, , , , , , , , , , 
 18126,"Malahá, La",77,.,24,34, , , , , , ,.
 18127,Maracena,"1,356",96,184,609,21,34,37,151,91,133,467
 18128,Marchal,12, , , , , , , , , , 
 18132,Moclín,135,12,21,73, , , , , , ,29
 18133,Molvízar,75,6,6,42, , , , , , ,21
 18134,Monachil,612,27,78,228,10,12,26,108,49,74,279
 18135,Montefrío,237,16,26,129,.,7,.,22,10,22,66
 18136,Montejícar,85,.,.,55, , , , , , ,19
 18137,Montillana,38,.,.,29, , , , , , ,4
 18138,Moraleda de Zafayona,194,13,34,102, , , , , , ,45
 18140,Motril,"3,248",140,420,"1,367",26,91,144,480,247,333,"1,321"
 18141,Murtas,16, , , , , , , , , , 
 18143,Nigüelas,74,10,12,29, , , , , , ,23
 18144,Nívar,50, , , , , , , , , , 
 18145,Ogíjares,"1,106",68,115,479,15,29,39,182,90,89,444
 18146,Orce,58,4,12,30, , , , , , ,12
 18147,Órgiva,370,24,50,165,7,7,6,39,35,37,131
 18148,Otívar,33,.,6,22, , , , , , ,.
 18149,Villa de Otura,533,16,57,200,9,19,14,106,57,55,260
 18150,Padul,589,61,99,249,7,4,15,66,32,56,180
 18151,Pampaneira,33, , , , , , , , , , 
 18152,Pedro Martínez,32,.,.,16, , , , , , ,9
 18153,Peligros,"1,020",89,172,454,20,13,32,113,43,84,305
 18154,"Peza, La",40,.,14,17, , , , , , ,.
 18157,Pinos Genil,116,9,20,53, , , , , , ,34
 18158,Pinos Puente,494,37,55,268,.,18,.,38,13,57,134
 18159,Píñar,33,4,6,17, , , , , , ,6
 18161,Polícar,7, , , , , , , , , , 
 18162,Polopos,50,.,8,33, , , , , , ,.
 18163,Pórtugos,20, , , , , , , , , , 
 18164,Puebla de Don Fadrique,102,10,16,50, , , , , , ,26
 18165,Pulianas,343,19,51,160,5,10,7,41,19,31,113
 18167,Purullena,141,17,17,83, , , , , , ,24
 18168,Quéntar,32, , , , , , , , , , 
 18170,Rubite,15, , , , , , , , , , 
 18171,Salar,117,13,28,55, , , , , , ,21
 18173,Salobreña,656,27,85,317,4,15,29,82,49,48,227
 18174,Santa Cruz del Comercio,30, , , , , , , , , , 
 18175,Santa Fe,982,108,126,438,7,13,24,129,48,89,310
 18176,Soportújar,8, , , , , , , , , , 
 18177,Sorvilán,12, , , , , , , , , , 
 18178,Torre-Cardela,25, , , , , , , , , , 
 18179,Torvizcón,37, , , , , , , , , , 
 18180,Trevélez,67, , , , , , , , , , 
 18181,Turón,9, , , , , , , , , , 
 18182,Ugíjar,140,14,24,66, , , , , , ,36
 18183,Válor,42, , , , , , , , , , 
 18184,Vélez de Benaudalla,132,10,24,64, , , , , , ,34
 18185,Ventas de Huelma,31, , , , , , , , , , 
 18187,Villanueva de las Torres,18, , , , , , , , , , 
 18188,Villanueva Mesía,110,13,26,48, , , , , , ,23
 18189,Víznar,53, , , , , , , , , , 
 18192,Zafarraya,98,10,10,58, , , , , , ,20
 18193,"Zubia, La","1,291",49,183,503,15,33,33,187,123,165,556
 18194,Zújar,126,13,25,64, , , , , , ,24
 18901,"Taha, La",48, , , , , , , , , , 
 18902,"Valle, El",41, , , , , , , , , , 
 18903,Nevada,46,9,5,23, , , , , , ,9
 18904,Alpujarra de la Sierra,39, , , , , , , , , , 
 18905,"Gabias, Las","1,257",72,197,526,17,35,29,161,84,136,462
 18906,"Guájares, Los",23,7,.,8, , , , , , ,.
 18907,Valle del Zalabí,124,27,14,52, , , , , , ,31
